ID,run,temperature,group,day,biomass
0,0,8.012,1,91,2.938348962131092
1,0,8.012,2,91,4.094807085800627
2,0,8.012,3,91,97.74704044636724
3,0,8.012,4,91,0.0448969742894842
4,0,8.012,5,91,0.4051956460465016
5,0,8.012,6,91,0.5336206584296871
6,0,8.012,7,91,0.0672478204742598
7,0,8.012,8,91,0.144971671497164
8,0,8.012,9,91,0.2434133635758091
9,0,8.012,10,91,2877.987578936092
10,0,8.012,11,91,11536.127138679894
11,0,8.012,12,91,288.8972910643037
12,0,8.012,13,91,65.46400690039354
13,0,8.012,14,91,0.0317367969933625
14,0,13.554,1,182,2.051327365680056
15,0,13.554,2,182,3.8974664412115296
16,0,13.554,3,182,515.6265701440799
17,0,13.554,4,182,0.0223489419497465
18,0,13.554,5,182,18.344778979388803
19,0,13.554,6,182,2.208497349120099
20,0,13.554,7,182,0.00266981432234
21,0,13.554,8,182,1.8335518115175613
22,0,13.554,9,182,1.1258005966948303
23,0,13.554,10,182,2718.059134009347
24,0,13.554,11,182,11307.513016534282
25,0,13.554,12,182,262.3947202811912
26,0,13.554,13,182,302.92437694244904
27,0,13.554,14,182,0.0375938240417639
28,0,17.002,1,273,2858.515172557789
29,0,17.002,2,273,0.3563561778042775
30,0,17.002,3,273,345.4936372441049
31,0,17.002,4,273,17.104319789866263
32,0,17.002,5,273,2903.6050218712885
33,0,17.002,6,273,0.0135499416419235
34,0,17.002,7,273,2.391567480011632e-18
35,0,17.002,8,273,46.48989239972619
36,0,17.002,9,273,8.49163875663975
37,0,17.002,10,273,351.675846089831
38,0,17.002,11,273,2995.3977276546634
39,0,17.002,12,273,161.9367904548628
40,0,17.002,13,273,5726.658796302251
41,0,17.002,14,273,73.17230873107778
42,0,8.142,1,364,589.2569881833685
43,0,8.142,2,364,0.0727190946397185
44,0,8.142,3,364,122.73347655772238
45,0,8.142,4,364,12.525090873068388
46,0,8.142,5,364,1281.7050459950117
47,0,8.142,6,364,0.000324861416279
48,0,8.142,7,364,4.049607187630272e-23
49,0,8.142,8,364,46.79912535191892
50,0,8.142,9,364,8.884706786719168
51,0,8.142,10,364,474.9678917529735
52,0,8.142,11,364,4637.335767888426
53,0,8.142,12,364,105.22402396875536
54,0,8.142,13,364,8416.058587926424
55,0,8.142,14,364,6.636679001427724
56,0,9.522,1,455,110.16960374640328
57,0,9.522,2,455,0.0171694605763095
58,0,9.522,3,455,79.5515162709371
59,0,9.522,4,455,4.9291160050969385
60,0,9.522,5,455,569.0424776302335
61,0,9.522,6,455,3.8711572950933424e-05
62,0,9.522,7,455,2.4048617840128366e-26
63,0,9.522,8,455,34.38472565357995
64,0,9.522,9,455,7.172102319773352
65,0,9.522,10,455,642.395112129105
66,0,9.522,11,455,5380.431205624179
67,0,9.522,12,455,99.15660719625424
68,0,9.522,13,455,9048.139074492668
69,0,9.522,14,455,1.3891198985001711
70,0,16.703,1,546,1031.8331107383676
71,0,16.703,2,546,0.001312704094749
72,0,16.703,3,546,29.78321415124676
73,0,16.703,4,546,1474.2113431217158
74,0,16.703,5,546,96.2825549596056
75,0,16.703,6,546,4.389951635150476e-12
76,0,16.703,7,546,7.554809214139917e-42
77,0,16.703,8,546,0.0540913005048838
78,0,16.703,9,546,379.4341211702569
79,0,16.703,10,546,350.2827030170119
80,0,16.703,11,546,890.8648938547985
81,0,16.703,12,546,70.27667886952207
82,0,16.703,13,546,11932.189725353232
83,0,16.703,14,546,26.17250536565785
84,0,4.613,1,637,48.63059309409471
85,0,4.613,2,637,2.4728569587382485e-06
86,0,4.613,3,637,43.89167111786289
87,0,4.613,4,637,305.05920148961667
88,0,4.613,5,637,1.0585936641310558
89,0,4.613,6,637,4.795728765598141e-20
90,0,4.613,7,637,3.634044285189457e-64
91,0,4.613,8,637,7.906621619568279e-06
92,0,4.613,9,637,665.7276577325146
93,0,4.613,10,637,586.603945226157
94,0,4.613,11,637,419.56126347542966
95,0,4.613,12,637,99.30297802615355
96,0,4.613,13,637,14365.20283503489
97,0,4.613,14,637,0.415705706688079
98,0,6.138,1,728,6.787359149761774
99,0,6.138,2,728,5.702449463552956e-07
100,0,6.138,3,728,62.55831208861818
101,0,6.138,4,728,15.92531795131393
102,0,6.138,5,728,0.0542544907024361
103,0,6.138,6,728,3.5224088565061263e-22
104,0,6.138,7,728,1.3882555931024542e-68
105,0,6.138,8,728,6.720861837458202e-07
106,0,6.138,9,728,359.1444278022556
107,0,6.138,10,728,976.6856457292467
108,0,6.138,11,728,578.239575685578
109,0,6.138,12,728,121.3981652641159
110,0,6.138,13,728,14694.07068983644
111,0,6.138,14,728,0.0656072707572484
112,0,10.036,1,819,1.1114027712976116
113,0,10.036,2,819,1.385171730737504e-07
114,0,10.036,3,819,67.44585977601376
115,0,10.036,4,819,2.3131191681649503
116,0,10.036,5,819,0.0091390566821597
117,0,10.036,6,819,2.863008242419492e-23
118,0,10.036,7,819,1.7153341638649572e-71
119,0,10.036,8,819,1.7772693951486334e-07
120,0,10.036,9,819,155.24728190186633
121,0,10.036,10,819,1242.1154355896406
122,0,10.036,11,819,654.1701843517229
123,0,10.036,12,819,138.20775654715703
124,0,10.036,13,819,14834.068569761592
125,0,10.036,14,819,0.0152070084060001
126,0,21.278,1,910,1.3687636330897746
127,0,21.278,2,910,8.715877389784963e-08
128,0,21.278,3,910,141.87976233516426
129,0,21.278,4,910,0.0004027055341921
130,0,21.278,5,910,0.0001200175543694
131,0,21.278,6,910,1.0254643561704469e-29
132,0,21.278,7,910,4.990983138893352e-88
133,0,21.278,8,910,9.349411597406035e-10
134,0,21.278,9,910,45.45969693187678
135,0,21.278,10,910,1362.2645149502134
136,0,21.278,11,910,671.1813899297971
137,0,21.278,12,910,150.9961669139433
138,0,21.278,13,910,15001.362931735111
139,0,21.278,14,910,0.0522207333570899
140,0,9.19,1,1001,7.2982581533298525
141,0,9.19,2,1001,1.427753968424111e-07
142,0,9.19,3,1001,327.43626125704003
143,0,9.19,4,1001,1.518678682163529e-07
144,0,9.19,5,1001,2.1038742125915392e-05
145,0,9.19,6,1001,1.803005300629389e-39
146,0,9.19,7,1001,2.48491611103302e-107
147,0,9.19,8,1001,9.739195817477365e-14
148,0,9.19,9,1001,10.150957842040553
149,0,9.19,10,1001,1090.1993021792937
150,0,9.19,11,1001,568.4459468352607
151,0,9.19,12,1001,160.72534111103042
152,0,9.19,13,1001,15490.082660528971
153,0,9.19,14,1001,0.0967447506333723
154,0,4.164,1,1092,1.9123715057567945
155,0,4.164,2,1092,3.6407252476480594e-08
156,0,4.164,3,1092,136.16938919265482
157,0,4.164,4,1092,1.3452243778043664e-08
158,0,4.164,5,1092,2.301735762249616e-06
159,0,4.164,6,1092,3.6382422437484206e-41
160,0,4.164,7,1092,1.1339383054657598e-110
161,0,4.164,8,1092,1.4791451402124885e-14
162,0,4.164,9,1092,4.216587681577856
163,0,4.164,10,1092,1234.3885899576967
164,0,4.164,11,1092,754.8519265771131
165,0,4.164,12,1092,168.12710770023847
166,0,4.164,13,1092,15634.497774273685
167,0,4.164,14,1092,0.0160245832151862
168,0,11.285,1,1183,0.4052133418740424
169,0,11.285,2,1183,8.598254892328046e-09
170,0,11.285,3,1183,83.74893095530723
171,0,11.285,4,1183,2.2980665149543446e-09
172,0,11.285,5,1183,5.154514107042807e-07
173,0,11.285,6,1183,4.390949254995129e-42
174,0,11.285,7,1183,2.2998315421696616e-112
175,0,11.285,8,1183,5.6196872022275706e-15
176,0,11.285,9,1183,1.7344447721215657
177,0,11.285,10,1183,1397.3869107827218
178,0,11.285,11,1183,854.3664170630649
179,0,11.285,12,1183,173.75822782691492
180,0,11.285,13,1183,15702.588603971915
181,0,11.285,14,1183,0.0066543187347508
182,0,12.811,1,1274,0.6708093843494229
183,0,12.811,2,1274,8.682236093952653e-09
184,0,12.811,3,1274,167.28583098010867
185,0,12.811,4,1274,1.6667703113329034e-10
186,0,12.811,5,1274,3.295702594994659e-05
187,0,12.811,6,1274,9.119759712153664e-44
188,0,12.811,7,1274,2.0863536615992832e-116
189,0,12.811,8,1274,2.0028841857639884e-14
190,0,12.811,9,1274,0.4221217971899488
191,0,12.811,10,1274,1399.348476654712
