ID,run,temperature,group,day,biomass
293,0,4.2620000000000005,14,1911,0.5590183282560305
294,0,16.167,1,2002,26.40997021691881
295,0,16.167,2,2002,3.5389290999839068e-12
296,0,16.167,3,2002,181.54015714262584
297,0,16.167,4,2002,120.37035969136171
298,0,16.167,5,2002,1.4829737218615855e-06
299,0,16.167,6,2002,1.0258138282086146e-161
300,0,16.167,7,2002,2e-323
301,0,16.167,8,2002,7.583265458798075e-52
302,0,16.167,9,2002,51.55384873622379
303,0,16.167,10,2002,611.0324154212311
304,0,16.167,11,2002,149.27086831968205
305,0,16.167,12,2002,191.90226096072644
306,0,16.167,13,2002,19449.994891332408
307,0,16.167,14,2002,0.8212624702131222
308,0,9.515,1,2093,16.103397588495056
309,0,9.515,2,2093,2.0091160016250104e-12
310,0,9.515,3,2093,179.7390544648417
311,0,9.515,4,2093,4.605260446682886
312,0,9.515,5,2093,6.565171428041054e-07
313,0,9.515,6,2093,1.661767970216497e-171
314,0,9.515,7,2093,2e-323
315,0,9.515,8,2093,6.679733951674095e-55
316,0,9.515,9,2093,71.18721967596669
317,0,9.515,10,2093,618.6122792071756
318,0,9.515,11,2093,192.80898149627168
319,0,9.515,12,2093,191.84590222550443
320,0,9.515,13,2093,19786.99767754281
321,0,9.515,14,2093,0.2688677650550141
322,0,10.73,1,2184,144.1834791231447
323,0,10.73,2,2184,1.0934394072306516e-12
324,0,10.73,3,2184,171.4778618771458
325,0,10.73,4,2184,3.623502965191995
326,0,10.73,5,2184,2.6527824968317385e-07
327,0,10.73,6,2184,1.3235690769279036e-176
328,0,10.73,7,2184,2e-323
329,0,10.73,8,2184,1.9273527668017322e-56
330,0,10.73,9,2184,42.43584557233627
331,0,10.73,10,2184,673.5819004660402
332,0,10.73,11,2184,152.69822788839875
333,0,10.73,12,2184,191.80302559539223
334,0,10.73,13,2184,19961.92092955128
335,0,10.73,14,2184,2.690255379678309
336,0,10.481,1,2275,70.26718309106592
337,0,10.481,2,2275,4.279207305260164e-13
338,0,10.481,3,2275,130.74976163412973
339,0,10.481,4,2275,72.4234901662632
340,0,10.481,5,2275,8.415543383655157e-08
341,0,10.481,6,2275,5.543031921334199e-185
342,0,10.481,7,2275,2e-323
343,0,10.481,8,2275,7.11534742482789e-59
344,0,10.481,9,2275,48.88564580686205
345,0,10.481,10,2275,541.8313029055653
346,0,10.481,11,2275,57.18481780549499
347,0,10.481,12,2275,191.770405888748
348,0,10.481,13,2275,20508.437165922063
349,0,10.481,14,2275,1.3415584878029398
350,0,21.974,1,2366,4.496615244103896
351,0,21.974,2,2366,2.0330383190755186e-13
352,0,21.974,3,2366,137.60211068477088
353,0,21.974,4,2366,0.587857397374702
354,0,21.974,5,2366,1.950404715256437e-06
355,0,21.974,6,2366,1.975458935270811e-195
356,0,21.974,7,2366,2e-323
357,0,21.974,8,2366,3.5603660189635726e-62
358,0,21.974,9,2366,36.9958192437147
359,0,21.974,10,2366,544.3096209419139
360,0,21.974,11,2366,123.38391496756928
361,0,21.974,12,2366,191.745589450078
362,0,21.974,13,2366,20862.25324342434
363,0,21.974,14,2366,0.2384941354971816
364,0,17.171,1,2457,7.613482584981932
365,0,17.171,2,2457,8.205087358478808e-14
366,0,17.171,3,2457,121.62154089927432
367,0,17.171,4,2457,14.097065249858796
368,0,17.171,5,2457,0.0005341272389834
369,0,17.171,6,2457,7.562104088239588e-208
370,0,17.171,7,2457,2e-323
371,0,17.171,8,2457,1.3944224869753762e-66
372,0,17.171,9,2457,14.214939512116644
373,0,17.171,10,2457,519.8014086027509
374,0,17.171,11,2457,103.9060188547136
375,0,17.171,12,2457,191.7267095859829
376,0,17.171,13,2457,21208.21807388736
377,0,17.171,14,2457,0.2731478166929525
378,0,5.487,1,2548,2.9196185792288905
379,0,5.487,2,2548,3.3946817860561554e-14
380,0,5.487,3,2548,113.0098032838752
381,0,5.487,4,2548,0.5336397415039563
382,0,5.487,5,2548,0.0001533700329967
383,0,5.487,6,2548,8.3857774974664e-215
384,0,5.487,7,2548,2e-323
385,0,5.487,8,2548,2.381613786575306e-68
386,0,5.487,9,2548,12.74885716315711
387,0,5.487,10,2548,612.5245684198446
388,0,5.487,11,2548,184.1219922290332
389,0,5.487,12,2548,191.71234615241457
390,0,5.487,13,2548,21343.45379436516
391,0,5.487,14,2548,0.0340616096529736
392,0,12.556,1,2639,146.75627986294688
393,0,12.556,2,2639,1.8961003248302188e-14
394,0,12.556,3,2639,135.6379919230109
395,0,12.556,4,2639,0.2475566351628881
396,0,12.556,5,2639,5.276397933514082e-05
397,0,12.556,6,2639,1.0401568530588064e-223
398,0,12.556,7,2639,2e-323
399,0,12.556,8,2639,2.9988223289174565e-71
400,0,12.556,9,2639,4.421022371772726
401,0,12.556,10,2639,597.3687355275279
402,0,12.556,11,2639,66.33893336358764
403,0,12.556,12,2639,191.7014187313885
404,0,12.556,13,2639,21598.37778212488
405,0,12.556,14,2639,3.486508986984448
406,0,24.573,1,2730,0.1904200547268887
407,0,24.573,2,2730,5.8921364306609055e-15
408,0,24.573,3,2730,118.17712094757395
409,0,24.573,4,2730,35.74779186298456
410,0,24.573,5,2730,0.7102630173632047
411,0,24.573,6,2730,6.3367416041114635e-233
412,0,24.573,7,2730,2e-323
413,0,24.573,8,2730,7.053720096872939e-74
414,0,24.573,9,2730,4.607288057710146
415,0,24.573,10,2730,510.3137257906643
416,0,24.573,11,2730,87.03746764461343
417,0,24.573,12,2730,191.69310536190687
418,0,24.573,13,2730,22072.197590566662
419,0,24.573,14,2730,0.0139955780612176
420,0,22.392,1,2821,0.1302513965090247
421,0,22.392,2,2821,3.539958359371329e-22
422,0,22.392,3,2821,7.49971518049542
423,0,22.392,4,2821,2.6900215975621373e-05
424,0,22.392,5,2821,22.01387167562289
425,0,22.392,6,2821,1.1065617663482877e-245
426,0,22.392,7,2821,2e-323
427,0,22.392,8,2821,4.187059890878406e-80
428,0,22.392,9,2821,37.57359753465169
429,0,22.392,10,2821,632.7884623019819
430,0,22.392,11,2821,149.04525532930484
431,0,22.392,12,2821,191.6867807120219
432,0,22.392,13,2821,22259.76181227345
433,0,22.392,14,2821,0.0070584599161414
434,0,13.195,1,2912,47.2358398654676
435,0,13.195,2,2912,7.245167773237304e-25
436,0,13.195,3,2912,59.19240104776728
437,0,13.195,4,2912,1.807218559835485e-08
438,0,13.195,5,2912,0.5668573899611823
439,0,13.195,6,2912,2.3338328951446693e-255
440,0,13.195,7,2912,2e-323
441,0,13.195,8,2912,8.748517566181104e-84
442,0,13.195,9,2912,28.897299104126763
443,0,13.195,10,2912,774.7966590583889
444,0,13.195,11,2912,135.27821176425098
445,0,13.195,12,2912,191.681969041344
446,0,13.195,13,2912,22342.67553601487
447,0,13.195,14,2912,1.1536511238150948
448,0,11.097,1,3003,116.50751695912028
449,0,11.097,2,3003,2.5784925922113487e-25
450,0,11.097,3,3003,90.99571413510692
451,0,11.097,4,3003,5.726128478920724e-09
452,0,11.097,5,3003,0.0114988427553612
453,0,11.097,6,3003,9.422398619342032e-266
454,0,11.097,7,3003,2e-323
455,0,11.097,8,3003,2.0566662010726292e-87
456,0,11.097,9,3003,8.5440747257503
457,0,11.097,10,3003,717.9225760575897
458,0,11.097,11,3003,43.06803465035841
459,0,11.097,12,3003,191.6783084158336
460,0,11.097,13,3003,22691.422049512064
461,0,11.097,14,3003,2.4184700630279723
462,0,29.299,1,3094,7.857494361938402
463,0,29.299,2,3094,6.871880189738605e-29
464,0,29.299,3,3094,4.447269943504126
465,0,29.299,4,3094,0.0019363849037396
466,0,29.299,5,3094,47.21559444360391
467,0,29.299,6,3094,2.0901663641046428e-274
468,0,29.299,7,3094,2e-323
469,0,29.299,8,3094,7.758613689891376e-90
470,0,29.299,9,3094,1.860090877784983
471,0,29.299,10,3094,630.8494682628043
472,0,29.299,11,3094,38.71457438226979
473,0,29.299,12,3094,191.67552348311008
474,0,29.299,13,3094,23217.35282116443
475,0,29.299,14,3094,0.8647645744572615
476,0,15.851,1,3185,0.4967982947345106
477,0,15.851,2,3185,6.038888436053042e-36
478,0,15.851,3,3185,6.566307582088968
479,0,15.851,4,3185,4.61411312235924
480,0,15.851,5,3185,47.57044775837765
481,0,15.851,6,3185,1.1729397410428328e-280
482,0,15.851,7,3185,2e-323
483,0,15.851,8,3185,6.548031962437841e-91
484,0,15.851,9,3185,5.075694538453141
485,0,15.851,10,3185,765.9543094489659
486,0,15.851,11,3185,58.53471122500864
487,0,15.851,12,3185,191.6734047604345
488,0,15.851,13,3185,23339.313986573827
489,0,15.851,14,3185,0.0159490461216783
490,0,4.111,1,3276,0.7869183256621056
491,0,4.111,2,3276,3.098138226957915e-39
492,0,4.111,3,3276,15.369674465519555
493,0,4.111,4,3276,0.0001152759800846
494,0,4.111,5,3276,49.93185909609237
495,0,4.111,6,3276,2.9329534111004544e-290
496,0,4.111,7,3276,2e-323
497,0,4.111,8,3276,4.0941203576554413e-94
498,0,4.111,9,3276,16.370358106313887
499,0,4.111,10,3276,929.1125775467144
500,0,4.111,11,3276,105.84090832443052
501,0,4.111,12,3276,191.6717928774122
502,0,4.111,13,3276,23390.54056928619
503,0,4.111,14,3276,0.0084154016744904
504,0,21.147,1,3367,196.4410602672196
505,0,21.147,2,3367,7.629102111366729e-44
506,0,21.147,3,3367,11.985363269879729
507,0,21.147,4,3367,1.4487013551352012e-06
508,0,21.147,5,3367,5.00849987812338
509,0,21.147,6,3367,8.518413723954828e-303
510,0,21.147,7,3367,2e-323
511,0,21.147,8,3367,1.7930099486652606e-99
512,0,21.147,9,3367,46.48359503959768
513,0,21.147,10,3367,909.283042289744
514,0,21.147,11,3367,18.68717632836996
515,0,21.147,12,3367,191.67056658814468
516,0,21.147,13,3367,23599.890468194542
517,0,21.147,14,3367,10.15954324517008
518,0,28.215,1,3458,24.61967642906289
519,0,28.215,2,3458,3.614064583490272e-51
520,0,28.215,3,3458,10.470732529525693
521,0,28.215,4,3458,4.29935815804113
522,0,28.215,5,3458,3.1886741557323
523,0,28.215,6,3458,5.35975073e-315
524,0,28.215,7,3458,2e-323
525,0,28.215,8,3458,8.576472017539218e-104
526,0,28.215,9,3458,37.35079625706372
527,0,28.215,10,3458,614.7000074834082
528,0,28.215,11,3458,25.23432796928687
529,0,28.215,12,3458,191.6696336511096
530,0,28.215,13,3458,24347.741566671102
531,0,28.215,14,3458,2.5903279930772847
532,0,11.072,1,3549,3.899070580260053
533,0,11.072,2,3549,1.0746935390533064e-53
534,0,11.072,3,3549,53.26259191595475
535,0,11.072,4,3549,0.026875627524633
536,0,11.072,5,3549,2.2232161199928115
537,0,11.072,6,3549,2.5e-323
538,0,11.072,7,3549,2e-323
539,0,11.072,8,3549,8.150224988988522e-107
540,0,11.072,9,3549,23.147116780051483
541,0,11.072,10,3549,740.9749649282508
542,0,11.072,11,3549,66.75860470995401
543,0,11.072,12,3549,191.66892389075008
544,0,11.072,13,3549,24457.13840875166
545,0,11.072,14,3549,0.0821136705451488
546,0,6.056,1,3640,18.41430012778106
547,0,6.056,2,3640,2.678643501823227e-54
548,0,6.056,3,3640,93.76618024920369
549,0,6.056,4,3640,0.0001123631709026
550,0,6.056,5,3640,0.0761948548879669
551,0,6.056,6,3640,2e-323
552,0,6.056,7,3640,2e-323
553,0,6.056,8,3640,1.2813037731906892e-109
554,0,6.056,9,3640,9.87233689636255
555,0,6.056,10,3640,834.7481175559874
556,0,6.056,11,3640,115.15019601924836
557,0,6.056,12,3640,191.6683839188668
558,0,6.056,13,3640,24555.228951318823
559,0,6.056,14,3640,0.2466764383547777
560,1,8.698,1,91,7160.737979934655
561,1,8.698,2,91,10.066262354402824
562,1,8.698,3,91,709.4518370668544
563,1,8.698,4,91,275.6334069558515
564,1,8.698,5,91,1457.0434335034718
565,1,8.698,6,91,0.0766158170121
566,1,8.698,7,91,2.518044505932283e-06
567,1,8.698,8,91,0.8406155253444723
568,1,8.698,9,91,5.325772912809185
569,1,8.698,10,91,302.23033657021506
570,1,8.698,11,91,2417.51513765854
571,1,8.698,12,91,285.9548449749414
572,1,8.698,13,91,2282.562531855985
573,1,8.698,14,91,122.3319560877119
574,1,13.027,1,182,322.7445299725319
575,1,13.027,2,182,0.0174598034728437
576,1,13.027,3,182,14.960817105667186
577,1,13.027,4,182,3446.9280098313084
578,1,13.027,5,182,880.1051273276771
579,1,13.027,6,182,5.28076960558435e-10
580,1,13.027,7,182,2.3187440323698925e-27
581,1,13.027,8,182,0.0025297947562805
582,1,13.027,9,182,91.93666948551352
583,1,13.027,10,182,93.44336493576748
584,1,13.027,11,182,380.2793009347748
585,1,13.027,12,182,260.8268760705684
586,1,13.027,13,182,9696.01908334634
587,1,13.027,14,182,8.114942432041712
588,1,17.575,1,273,88.88360113148633
589,1,17.575,2,273,8.852146503595384e-08
590,1,17.575,3,273,20.82151821075552
591,1,17.575,4,273,451.0364479582876
592,1,17.575,5,273,7.0838429133713525
593,1,17.575,6,273,5.554312283040148e-20
594,1,17.575,7,273,7.979611721940146e-53
595,1,17.575,8,273,1.7027619332629908e-07
596,1,17.575,9,273,1024.0623511666456
597,1,17.575,10,273,415.0936074628056
598,1,17.575,11,273,110.31640080024674
599,1,17.575,12,273,244.28129820841303
600,1,17.575,13,273,13105.509700498076
601,1,17.575,14,273,3.609602311820164
602,1,8.498,1,364,38.22102367494676
603,1,8.498,2,364,4.189242478066008e-10
604,1,8.498,3,364,57.40756226943744
605,1,8.498,4,364,8.374214587417907
606,1,8.498,5,364,1.216369208900381
607,1,8.498,6,364,3.876500136519116e-26
608,1,8.498,7,364,3.3707442300992428e-68
609,1,8.498,8,364,2.9416648440568006e-09
610,1,8.498,9,364,660.9404054520076
611,1,8.498,10,364,922.1737619094528
612,1,8.498,11,364,140.73798984631165
613,1,8.498,12,364,231.6948552303994
614,1,8.498,13,364,13686.147586426643
615,1,8.498,14,364,0.6664671591307373
616,1,10.083,1,455,101.93070786160568
617,1,10.083,2,455,1.6697040440913516e-10
618,1,10.083,3,455,102.49974859849792
619,1,10.083,4,455,2.8133462363841333
620,1,10.083,5,455,0.143104594042969
621,1,10.083,6,455,3.703980671412237e-31
622,1,10.083,7,455,3.566777773559514e-82
623,1,10.083,8,455,1.3188322649087173e-10
624,1,10.083,9,455,288.1061535397988
625,1,10.083,10,455,1184.8654674700365
626,1,10.083,11,455,123.20198906339452
627,1,10.083,12,455,222.1193343534113
628,1,10.083,13,455,14001.058916891378
629,1,10.083,14,455,2.024867174835818
630,1,15.614,1,546,84.66805375247839
631,1,15.614,2,546,9.871929216473727e-11
632,1,15.614,3,546,152.8873813943455
633,1,15.614,4,546,54.72133371450745
634,1,15.614,5,546,0.069205618219589
635,1,15.614,6,546,3.7016242884944006e-41
636,1,15.614,7,546,2.693937353238409e-104
637,1,15.614,8,546,7.196524278403649e-14
638,1,15.614,9,546,163.99130785262707
639,1,15.614,10,546,808.9491000479103
640,1,15.614,11,546,43.92265849078847
641,1,15.614,12,546,214.83446422608867
642,1,15.614,13,546,14782.520263511731
643,1,15.614,14,546,3.0069008793983327
