ID,run,temperature,group,day,biomass
0,0,10.006,1,91,3.170860562558176
1,0,10.006,2,91,4.168624158282709
2,0,10.006,3,91,99.82272526050116
3,0,10.006,4,91,0.0425289914986239
4,0,10.006,5,91,0.4193019619863244
5,0,10.006,6,91,0.638252470041178
6,0,10.006,7,91,0.0570909173164016
7,0,10.006,8,91,0.1959604797947711
8,0,10.006,9,91,0.2942804427302096
9,0,10.006,10,91,2874.516361283944
10,0,10.006,11,91,11532.980137094564
11,0,10.006,12,91,288.7980444528203
12,0,10.006,13,91,71.74076514728287
13,0,10.006,14,91,0.0477026171427548
14,0,14.746,1,182,170.942363934553
15,0,14.746,2,182,3.086456694124214
16,0,14.746,3,182,636.2591958493947
17,0,14.746,4,182,0.5731133763542141
18,0,14.746,5,182,46.47794794474728
19,0,14.746,6,182,2.109748795480881
20,0,14.746,7,182,0.0002024761354176
21,0,14.746,8,182,3.320657109385221
22,0,14.746,9,182,2.149215696461084
23,0,14.746,10,182,2313.389052292079
24,0,14.746,11,182,11221.633686056255
25,0,14.746,12,182,259.4456157529628
26,0,14.746,13,182,483.9451797514759
27,0,14.746,14,182,4.756187391949594
28,0,18.374,1,273,216.25825590113087
29,0,18.374,2,273,0.0004864492981833
30,0,18.374,3,273,16.906317816348086
31,0,18.374,4,273,1470.424056311558
32,0,18.374,5,273,649.6717432610474
33,0,18.374,6,273,1.4859505388673212e-05
34,0,18.374,7,273,1.6270049653014971e-22
35,0,18.374,8,273,42.25202910237811
36,0,18.374,9,273,25.511698212169435
37,0,18.374,10,273,85.84760854245636
38,0,18.374,11,273,149.50367897440427
39,0,18.374,12,273,149.45999106278236
40,0,18.374,13,273,12617.317449837945
41,0,18.374,14,273,10.212760539215196
42,0,8.631,1,364,38.86049484647563
43,0,8.631,2,364,6.961991877612572e-05
44,0,8.631,3,364,53.2461881229552
45,0,8.631,4,364,642.49503771635
46,0,8.631,5,364,268.07701956232864
47,0,8.631,6,364,7.975169940278778e-08
48,0,8.631,7,364,2.6831078312082247e-28
49,0,8.631,8,364,32.34229342300653
50,0,8.631,9,364,35.45159869222182
51,0,8.631,10,364,262.62035426890606
52,0,8.631,11,364,738.7662053430523
53,0,8.631,12,364,102.69219648726664
54,0,8.631,13,364,13528.426872168731
55,0,8.631,14,364,0.7579347938460569
56,0,10.406,1,455,7.071484677362166
57,0,10.406,2,455,1.5784559603412766e-05
58,0,10.406,3,455,61.95362231582431
59,0,10.406,4,455,278.97528436332146
60,0,10.406,5,455,114.8733348740498
61,0,10.406,6,455,6.032175158359396e-09
62,0,10.406,7,455,2.450595177640893e-32
63,0,10.406,8,455,17.919704559062875
64,0,10.406,9,455,28.25657089793913
65,0,10.406,10,455,436.33092858766327
66,0,10.406,11,455,1100.7191528720855
67,0,10.406,12,455,106.49865603295808
68,0,10.406,13,455,13830.20457536004
69,0,10.406,14,455,0.1515999520064653
70,0,16.165,1,546,121.30280578058156
71,0,16.165,2,546,8.198207579347249e-08
72,0,16.165,3,546,16.028723036674453
73,0,16.165,4,546,433.127572383046
74,0,16.165,5,546,4.332276116886426
75,0,16.165,6,546,4.816398750928122e-16
76,0,16.165,7,546,1.2491907140646848e-48
77,0,16.165,8,546,0.0232224132460261
78,0,16.165,9,546,186.64730166749808
79,0,16.165,10,546,311.795381805892
80,0,16.165,11,546,63.17728268574299
81,0,16.165,12,546,113.57114928126492
82,0,16.165,13,546,15012.622615078066
83,0,16.165,14,546,5.109263386469651
84,0,5.069,1,637,40.70331600489404
85,0,5.069,2,637,7.1363878685137105e-09
86,0,5.069,3,637,50.80107865249785
87,0,5.069,4,637,0.752495254495046
88,0,5.069,5,637,0.0043923789624617
89,0,5.069,6,637,2.704252695384981e-26
90,0,5.069,7,637,9.978734189472868e-71
91,0,5.069,8,637,2.082733388208922e-06
92,0,5.069,9,637,160.79322929936427
93,0,5.069,10,637,483.84573582177256
94,0,5.069,11,637,85.67771688786394
95,0,5.069,12,637,132.23971141469315
96,0,5.069,13,637,15587.635652526476
97,0,5.069,14,637,0.6594537514231242
98,0,5.648,1,728,7.617279414048242
99,0,5.648,2,728,1.7050218774228223e-09
100,0,5.648,3,728,65.08720249294605
101,0,5.648,4,728,0.0274495756604316
102,0,5.648,5,728,0.0001570182306831
103,0,5.648,6,728,1.1063703139636966e-28
104,0,5.648,7,728,2.082624241269569e-75
105,0,5.648,8,728,1.4445321001088294e-07
106,0,5.648,9,728,65.23304748943376
107,0,5.648,10,728,680.6928497143383
108,0,5.648,11,728,147.2043864190654
109,0,5.648,12,728,146.45579370957756
110,0,5.648,13,728,15709.960164351374
111,0,5.648,14,728,0.1266362390291219
112,0,11.858,1,819,1.4448825354466388
113,0,11.858,2,819,4.3177493398945165e-10
114,0,11.858,3,819,68.98849139643211
115,0,11.858,4,819,0.0036281505261241
116,0,11.858,5,819,2.2998795651127244e-05
117,0,11.858,6,819,6.758147204640881e-30
118,0,11.858,7,819,2.9031361459120724e-78
119,0,11.858,8,819,3.1048758193750824e-08
120,0,11.858,9,819,27.70171713139217
121,0,11.858,10,819,861.062946125396
122,0,11.858,11,819,219.85178937277627
123,0,11.858,12,819,157.27111339495218
124,0,11.858,13,819,15765.77873919361
125,0,11.858,14,819,0.0400039959511256
126,0,21.259,1,910,162.77372635063034
127,0,21.259,2,910,1.2023799275117879e-10
128,0,21.259,3,910,77.36607667394175
129,0,21.259,4,910,2.1414781384974803e-05
130,0,21.259,5,910,1.5165591108775154e-07
131,0,21.259,6,910,6.038105516274046e-36
132,0,21.259,7,910,2.253445364945905e-94
133,0,21.259,8,910,2.79297584337954e-10
134,0,21.259,9,910,8.112491923476963
135,0,21.259,10,910,927.7875389677145
136,0,21.259,11,910,95.35433955307084
137,0,21.259,12,910,165.49919837608667
138,0,21.259,13,910,15945.034936919028
139,0,21.259,14,910,11.76392367828484
140,0,9.14,1,1001,61.65743214493119
141,0,9.14,2,1001,3.3569704103781496e-11
142,0,9.14,3,1001,74.25187996943458
143,0,9.14,4,1001,7.013202236217996e-05
144,0,9.14,5,1001,3.595298062368846e-08
145,0,9.14,6,1001,4.3033578360670825e-43
146,0,9.14,7,1001,1.3013648408320462e-108
147,0,9.14,8,1001,1.2007457632536816e-12
148,0,9.14,9,1001,1.815361478361967
149,0,9.14,10,1001,761.7838627268054
150,0,9.14,11,1001,49.15571321801784
151,0,9.14,12,1001,171.75896550090064
152,0,9.14,13,1001,16541.33004512439
153,0,9.14,14,1001,1.5440606221437627
154,0,5.193,1,1092,7.29722433362574
155,0,5.193,2,1092,8.495259594334517e-12
156,0,5.193,3,1092,72.71699493399785
157,0,5.193,4,1092,2.836158364834069e-05
158,0,5.193,5,1092,1.3295405396551546e-08
159,0,5.193,6,1092,1.1258971114847133e-43
160,0,5.193,7,1092,8.22578357111213e-110
161,0,5.193,8,1092,5.842903639935226e-13
162,0,5.193,9,1092,0.7615770492740377
163,0,5.193,10,1092,914.02834823107
164,0,5.193,11,1092,133.77061995275417
165,0,5.193,12,1092,176.52127463635523
166,0,5.193,13,1092,16636.482262818812
167,0,5.193,14,1092,0.1378011152612885
168,0,9.576,1,1183,1.329936964758044
169,0,9.576,2,1183,2.146639485187212e-12
170,0,9.576,3,1183,71.2548430984685
171,0,9.576,4,1183,1.2235319852874156e-05
172,0,9.576,5,1183,6.34800291464962e-09
173,0,9.576,6,1183,5.860157157312318e-44
174,0,9.576,7,1183,2.1396979123809561e-110
175,0,9.576,8,1183,3.442138996830749e-13
176,0,9.576,9,1183,0.3218367727570161
177,0,9.576,10,1183,1081.0944055435134
178,0,9.576,11,1183,209.41898884348825
