ID,run,temperature,group,day,biomass
0,0,9.367,1,91,3.115701896816717
1,0,9.367,2,91,4.12310055977827
2,0,9.367,3,91,98.6769105510056
3,0,9.367,4,91,0.0424352388208501
4,0,9.367,5,91,0.4126654327243278
5,0,9.367,6,91,0.6231446591328575
6,0,9.367,7,91,0.0562923015888889
7,0,9.367,8,91,0.1969249620108001
8,0,9.367,9,91,0.2912061086366891
9,0,9.367,10,91,2875.182893092075
10,0,9.367,11,91,11534.11098618276
11,0,9.367,12,91,288.7961288687226
12,0,9.367,13,91,71.43025139627004
13,0,9.367,14,91,0.0381866200632294
14,0,15.317,1,182,39.07042155855817
15,0,15.317,2,182,2.912094175606597
16,0,15.317,3,182,806.3406060003334
17,0,15.317,4,182,0.4965603036760796
18,0,15.317,5,182,84.11932153496373
19,0,15.317,6,182,1.905844063128053
20,0,15.317,7,182,0.0004798153073808
21,0,15.317,8,182,3.487410539435254
22,0,15.317,9,182,1.4781406858746504
23,0,15.317,10,182,2283.9658752304144
24,0,15.317,11,182,11175.791417342827
25,0,15.317,12,182,259.5348036673493
26,0,15.317,13,182,484.5300615778516
27,0,15.317,14,182,0.8416940406442479
28,0,19.759,1,273,476.5458944430607
29,0,19.759,2,273,0.0080186256228734
30,0,19.759,3,273,25.814979406020388
31,0,19.759,4,273,3017.8667825700727
32,0,19.759,5,273,1370.9578723842094
33,0,19.759,6,273,0.0007244517344639
34,0,19.759,7,273,1.4693008751218532e-19
35,0,19.759,8,273,68.76918123746776
36,0,19.759,9,273,17.49342726723365
37,0,19.759,10,273,103.69910926315146
38,0,19.759,11,273,847.8331367077902
39,0,19.759,12,273,111.10361962241704
40,0,19.759,13,273,9383.352243241356
41,0,19.759,14,273,14.374353004987618
42,0,8.29,1,364,120.85628190760345
43,0,8.29,2,364,0.0013864786101414
44,0,8.29,3,364,55.72123301979307
45,0,8.29,4,364,1316.2446461180834
46,0,8.29,5,364,562.5573701877197
47,0,8.29,6,364,1.94035624604191e-06
48,0,8.29,7,364,1.1773465261195831e-25
49,0,8.29,8,364,36.05825339661289
50,0,8.29,9,364,54.11977023629125
51,0,8.29,10,364,283.5379222986809
52,0,8.29,11,364,2154.515824789014
53,0,8.29,12,364,65.50245311729043
54,0,8.29,13,364,11054.154845730023
55,0,8.29,14,364,1.3888539260941095
56,0,12.313,1,455,29.532309376394046
57,0,12.313,2,455,0.000311882704085
58,0,12.313,3,455,62.00479433250966
59,0,12.313,4,455,551.7855316545027
60,0,12.313,5,455,224.9970955676593
61,0,12.313,6,455,4.3693099463381e-08
62,0,12.313,7,455,1.6387728917042197e-30
63,0,12.313,8,455,3.7477619933489033
64,0,12.313,9,455,73.07541030506866
65,0,12.313,10,455,458.7807733734045
