ID,run,temperature,group,day,biomass
0,0,9.523,1,91,3.1878609517596
1,0,9.523,2,91,4.187474682137811
2,0,9.523,3,91,100.06413419853784
3,0,9.523,4,91,0.0422026436015132
4,0,9.523,5,91,0.4256178690766934
5,0,9.523,6,91,0.6704435765300167
6,0,9.523,7,91,0.0549531688767738
7,0,9.523,8,91,0.2153560629848769
8,0,9.523,9,91,0.3071987322020775
9,0,9.523,10,91,2873.7417273618903
10,0,9.523,11,91,11532.523534647802
11,0,9.523,12,91,288.7617146261953
12,0,9.523,13,91,73.04959797351455
13,0,9.523,14,91,0.0396310090580186
14,0,14.29,1,182,30.74166719574681
15,0,14.29,2,182,2.9181531344251765
16,0,14.29,3,182,795.0624831205597
17,0,14.29,4,182,0.3503128188818167
18,0,14.29,5,182,80.56967268920026
19,0,14.29,6,182,2.096327363055668
20,0,14.29,7,182,0.0002888210881393
21,0,14.29,8,182,3.92467727813845
22,0,14.29,9,182,1.6604814890582913
23,0,14.29,10,182,2293.285394513552
24,0,14.29,11,182,11189.763482463391
25,0,14.29,12,182,258.7206242647784
26,0,14.29,13,182,485.1014196478888
27,0,14.29,14,182,0.6052126678826125
28,0,18.247,1,273,436.480846004551
29,0,18.247,2,273,0.0054147504141524
30,0,18.247,3,273,22.62696343193508
31,0,18.247,4,273,2930.2931189737424
32,0,18.247,5,273,1281.00983544645
33,0,18.247,6,273,0.0007437746258552
34,0,18.247,7,273,1.200795636497555e-19
35,0,18.247,8,273,56.946252615174586
36,0,18.247,9,273,20.089630071395607
37,0,18.247,10,273,106.34152467078742
38,0,18.247,11,273,809.7918703561517
39,0,18.247,12,273,128.6546334354071
40,0,18.247,13,273,9631.771591061546
41,0,18.247,14,273,11.86356288990421
42,0,8.031,1,364,106.52304014997466
43,0,8.031,2,364,0.0008954601595378
44,0,8.031,3,364,54.18648801603533
45,0,8.031,4,364,1238.7695195541376
46,0,8.031,5,364,509.3770465132037
47,0,8.031,6,364,2.559825283843948e-06
48,0,8.031,7,364,8.882865989444287e-26
49,0,8.031,8,364,31.17742652656409
50,0,8.031,9,364,56.86033099281897
51,0,8.031,10,364,289.77506203286816
52,0,8.031,11,364,2064.670107134116
53,0,8.031,12,364,78.54846670860098
54,0,8.031,13,364,11273.949038943812
55,0,8.031,14,364,1.1955313384370294
56,0,9.738,1,455,20.774451672153155
57,0,9.738,2,455,0.0002022249576269
58,0,9.738,3,455,61.86182642735472
59,0,9.738,4,455,530.3783918765547
60,0,9.738,5,455,213.3968089100149
61,0,9.738,6,455,2.258607867072792e-07
62,0,9.738,7,455,2.9384482748941126e-29
63,0,9.738,8,455,7.825673364440358
64,0,9.738,9,455,49.900000285659175
65,0,9.738,10,455,465.4326431156747
66,0,9.738,11,455,2720.497333307748
67,0,9.738,12,455,95.80482230943626
68,0,9.738,13,455,11817.790270872214
69,0,9.738,14,455,0.2726439493277897
