Variable,RMSE,Bias,EF
POMSoil155,1.2360959521067831,0.5910872630502263,-0.2477213705589918
MAOMSoil155,1.690775261572135,0.6446164143977988,-0.16902403755591378
POMSubstrate155,0.00634870846553591,-0.005455696166666666,-2.8235717232540782
MAOMSubstrate155,0.005828384995022287,-0.004922753329535941,0.7051866364794039
MB155,55.73063428631105,-52.21691841215015,-8.600641704907263
FB155,0.20623528753898132,-0.14076689718094101,-1.0988018203794407
bactSubstrate155,,,
fungiSubstrate155,,,
respSoil1,0.08692799203851456,-0.06065708399568877,-1.2990933565548768
respSoil15,0.15123883586771916,-0.13429702461751572,-19.59548651342304
respSoil29,0.1206894933448482,-0.08031750889580436,-2.4588225808454864
respSoil43,0.17195836303437106,-0.15510765198357143,-2.3654219778410313
respSoil71,0.21463956117292318,-0.19387163619728193,-4.42132329305048
respSoil99,0.17931797984639095,-0.16692824049615368,-6.605226873347458
respSoil127,0.1196278002321772,-0.11409475582942927,-10.867905321825338
respSoil155,0.13750181531300865,-0.13121629086962674,-11.13287262953149
respSubstrate1,0.046390474615066984,-0.03870455695403508,-0.6435054650189351
respSubstrate15,0.06752120669912838,-0.057718873806468805,-1.8313356916075962
respSubstrate29,0.05743355165596449,-0.04888738637604177,-1.539300513379708
respSubstrate43,0.06132046835508746,-0.05263711499541244,-1.4648885332286739
respSubstrate71,0.05824466336147029,-0.049355281484349464,-1.039802122763422
respSubstrate99,0.0625943008922057,-0.05112560529564285,-0.7922529318552194
respSubstrate127,0.061879774800163524,-0.052446886170099474,-0.852591201583113
respSubstrate155,0.07909930838360092,-0.06788175119144492,-1.1324897091641728
PE1,0.06037803858251863,0.010863138284154143,-0.24122427180277572
PE15,0.11039940674498884,0.08626649984844312,-10.958222054688056
PE29,0.10505513094594329,0.06240616833744892,-2.408197694738524
PE43,0.07452589378228665,-0.05395499199505166,0.06148792372870249
PE71,0.07954716985769314,0.004207962237698449,-0.000582783868043002
PE99,0.07007855371945788,-0.028903519003569945,-0.22356177014157752
PE127,0.05027441161130675,-0.0361775559923567,-1.2340811960896172
PE155,0.06325743313651341,-0.04975854560190461,-1.8687415429201275
Mean EF,,,-3.2383338708572116
