Variable,RMSE,Bias,EF
POMSoil155,1.1527827256057677,-0.12652892554976214,0.0003460296683318598
MAOMSoil155,1.895938335032917,0.8784360379907619,-0.27383587456953595
POMSubstrate155,0.006360394813708796,-0.0054731455,-2.853077840867999
MAOMSubstrate155,0.00450889723878294,-0.003698952998653811,0.8205891130472234
MB155,124.08535458257862,122.61579473863569,-42.851467473632134
FB155,0.33225866728444753,-0.30402384814059735,-5.45299956789148
bactSubstrate155,,,
fungiSubstrate155,,,
respSoil1,0.2133851078946909,-0.2086985842607268,-17.142061017861742
respSoil15,0.2183338692303643,-0.2165562479319183,-38.314737364883236
respSoil29,0.08490785896681069,-0.056743628785574624,-0.5266750565836489
respSoil43,0.07689175936124665,-0.03382312967947502,0.2308825291798854
respSoil71,0.09168649951473219,-0.0144138656524915,0.16610224087131664
respSoil99,0.07155754078666113,0.01899910020094944,-0.08020487682210642
respSoil127,0.10124411025384909,0.09534777953542123,-8.180078355121964
respSoil155,0.1021963732737102,0.09463133399297599,-6.353041002785488
respSubstrate1,0.013848266253403171,0.0048054733599403225,0.8552745190315034
respSubstrate15,0.06467185119151404,-0.055463728017535636,-1.6134415625072345
respSubstrate29,0.0594003890323178,-0.05061690652147162,-1.7515806987188252
respSubstrate43,0.06618435126584574,-0.05685403326579629,-1.8742920795200995
respSubstrate71,0.06508555747529804,-0.05517612299820516,-1.4936322064462324
respSubstrate99,0.0705429318657319,-0.05779121451259661,-1.1454826855105429
respSubstrate127,0.06876811430199256,-0.05865226875949703,-1.2473499231397298
respSubstrate155,0.0861169814829022,-0.07403204204079816,-1.4401884688527686
PE1,0.040102258262751544,-0.004687738920961529,0.28349904858611696
PE15,0.02768636140593437,-0.007213593631897411,0.34617595312139293
PE29,0.054366943003274555,0.013509644749671807,0.15694134178803554
PE43,0.054385989463459586,-0.028302455015867152,0.4959316276626309
PE71,0.08089138849972273,0.03259014896463283,0.11137301111039977
PE99,0.07372245256327176,-0.029674635282908753,-0.198921922610386
PE127,0.05143431281034987,-0.03815335558540871,-1.314803010742669
PE155,0.06460143488245673,-0.05052238588421203,-1.7067051642424653
Mean EF,,,-4.411582024641448
