Variable,RMSE,Bias,EF
POMSoil155,1.097504625512884,-0.034946630026670235,0.016383141310787996
MAOMSoil155,1.6031363702132553,0.3532790146620677,-0.050975532826332826
POMSubstrate155,0.00634870846553591,-0.005455696166666666,-2.8235717232540782
MAOMSubstrate155,0.004687452075346225,-0.003911098231933416,0.8093115521168726
MB155,124.59058095341831,123.28001107982652,-56.575196939313706
FB155,0.33256501390156834,-0.29744085843282964,-4.367162669806215
bactSubstrate155,,,
fungiSubstrate155,,,
respSoil1,0.19225713641853587,-0.186654979428725,-8.673606352271602
respSoil15,0.2095584175782686,-0.20774238074002938,-38.54943454348213
respSoil29,0.08094062464709588,-0.054473529646477434,-0.5850135722450123
respSoil43,0.08357161037998047,-0.03349465071254849,0.12381407525512245
respSoil71,0.0822711726243708,-0.012387010432045266,0.128418767507966
respSoil99,0.061924314494699394,0.02047661202284263,-0.12879859322584153
respSoil127,0.1162820061695988,0.11172952039057996,-12.474750989078059
respSoil155,0.11333101894297384,0.10572150641446937,-7.070922745408524
respSubstrate1,0.01094249356278651,0.005016172526280342,0.9046435871940275
respSubstrate15,0.06468146593356253,-0.05524851250171222,-1.599504255585194
respSubstrate29,0.0606319210714086,-0.05172533216905437,-1.7950927446521598
respSubstrate43,0.06661984499587977,-0.05730426471861033,-1.9069665141729537
respSubstrate71,0.06435626229775895,-0.05462384327987094,-1.5030148844757463
respSubstrate99,0.07191296148487734,-0.059205152747841196,-1.192072509515497
respSubstrate127,0.06662358295393321,-0.05664431200486532,-1.201268864549108
respSubstrate155,0.08403451800102829,-0.07223638023751186,-1.4211872426675027
PE1,0.04146693313176178,-0.00023681975796545048,0.4722918574289564
PE15,0.026703021816955236,-0.00531309390571768,0.3223307737341443
PE29,0.05015933807854356,0.006355175238614079,0.1265664677339725
PE43,0.0667461114037865,-0.036336156677031425,0.2498488559698473
PE71,0.06785154221591524,0.025972973984257925,0.08968146776033548
PE99,0.06823637519105225,-0.03518686536407642,-0.371699171774863
PE127,0.04423699586317001,-0.03150621421582482,-1.1070611586771841
PE155,0.06346503902048768,-0.04947476039267842,-1.6849820739279746
Mean EF,,,-4.727966417829922
