Variable,RMSE,Bias,EF
POMSoil155,1.1493217543328862,0.3135325586439584,-0.07868961927823293
MAOMSoil155,1.646003336998929,0.5158030356170524,-0.10793196957805762
POMSubstrate155,0.00634870846553591,-0.005455696166666666,-2.8235717232540782
MAOMSubstrate155,0.009749508579353068,-0.008339313538213688,0.17507179199850076
bactSoil155,5.546924273891136,-5.522999351586399,-123.22011337833231
fungiSoil155,0.14662408228304108,-0.1339858125759254,-6.212871964485817
bactSubstrate155,0.31587760416524774,0.23400561133936365,-55.35877340132093
fungiSubstrate155,0.036994565293457564,-0.026244104282647625,-0.6921700785863596
respSoil1,0.09797037598689609,0.08072293916561116,-1.9202959101096595
respSoil15,0.04602148576935959,-0.031691007227680514,-0.9070701772950314
respSoil29,0.07157184297529245,0.03009232996874824,-0.21639256865686507
respSoil43,0.09588942566088818,-0.019668134657088138,-0.046488251304332096
respSoil71,0.09687623595919831,-0.029383484838263384,-0.10438443146786702
respSoil99,0.06615953874630204,-0.012987589320618673,-0.03526000529907014
respSoil127,0.04549735345720697,0.031900543232480004,-0.7166513882804584
respSoil155,0.03506118529925699,0.008881209715999972,0.21113994985750995
respSubstrate1,0.06955946994902829,-0.05942215055962813,-2.6950987478875352
respSubstrate15,0.07810109236959385,-0.06706019301041166,-2.788132749808808
respSubstrate29,0.06968175155919569,-0.05974176333422242,-2.7378414078962705
respSubstrate43,0.07644850508072173,-0.06586156837634116,-2.8311076265599073
respSubstrate71,0.07814838443213204,-0.06687286913881199,-2.6721107325742017
respSubstrate99,0.08528581500566375,-0.07165013957151381,-2.3272338143976494
respSubstrate127,0.08703415732902738,-0.07458836847513205,-2.6648955842544337
respSubstrate155,0.10540891347054678,-0.09083397886974595,-2.7870081971001808
Mean EF,,,-8.898245082744669
