0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0.280128322,0.060266783,11.93113566,0.010156346,0.009574528,505.7086609,15502.04109,5.1654725,21.41572785,0.338767168,0.396146294,0.335647955,2.049825017,0.59916507,0.798889178,0.551228182,1.029825979,0.861892762,0.000691416,0.006454983,0.000193269,0.065079283,0.029108724,0.715549038,0.000126364,0.954954633,7.420398147,4.182440629,144.7318378,0.643263287,0.760790804,19.45933764,32.85922126
0.280128322,0.060266783,11.93113566,0.010156346,0.009574528,505.7086609,15502.04109,5.1654725,21.41572785,0.338767168,0.396146294,0.335647955,2.049825017,0.59916507,0.798889178,0.551228182,1.029825979,0.861892762,0.000691416,0.006454983,0.000193269,0.065079283,0.029108724,0.715549038,0.001,0.954954633,7.420398147,4.182440629,144.7318378,0.643263287,0.760790804,19.45933764,32.85922126
0.280128322,0.060266783,11.93113566,0.010156346,0.009574528,505.7086609,15502.04109,5.1654725,21.41572785,0.338767168,0.396146294,0.335647955,2.049825017,0.59916507,0.798889178,0.551228182,1.029825979,0.861892762,0.000691416,0.006454983,0.000193269,0.065079283,0.029108724,0.715549038,0.01,0.954954633,7.420398147,4.182440629,144.7318378,0.643263287,0.760790804,19.45933764,32.85922126
0.280128322,0.060266783,11.93113566,0.010156346,0.009574528,505.7086609,15502.04109,5.1654725,21.41572785,0.338767168,0.396146294,0.335647955,2.049825017,0.59916507,0.798889178,0.551228182,1.029825979,0.861892762,0.000691416,0.006454983,0.000193269,0.065079283,0.029108724,0.715549038,0.025,0.954954633,7.420398147,4.182440629,144.7318378,0.643263287,0.760790804,19.45933764,32.85922126
0.280128322,0.060266783,11.93113566,0.010156346,0.009574528,505.7086609,15502.04109,5.1654725,21.41572785,0.338767168,0.396146294,0.335647955,2.049825017,0.59916507,0.798889178,0.551228182,1.029825979,0.861892762,0.000691416,0.006454983,0.000193269,0.065079283,0.029108724,0.715549038,0.05,0.954954633,7.420398147,4.182440629,144.7318378,0.643263287,0.760790804,19.45933764,32.85922126
0.280128322,0.060266783,11.93113566,0.010156346,0.009574528,505.7086609,15502.04109,5.1654725,21.41572785,0.338767168,0.396146294,0.335647955,2.049825017,0.59916507,0.798889178,0.551228182,1.029825979,0.861892762,0.000691416,0.006454983,0.000193269,0.065079283,0.029108724,0.715549038,0.075,0.954954633,7.420398147,4.182440629,144.7318378,0.643263287,0.760790804,19.45933764,32.85922126
0.280128322,0.060266783,11.93113566,0.010156346,0.009574528,505.7086609,15502.04109,5.1654725,21.41572785,0.338767168,0.396146294,0.335647955,2.049825017,0.59916507,0.798889178,0.551228182,1.029825979,0.861892762,0.000691416,0.006454983,0.000193269,0.065079283,0.029108724,0.715549038,0.1,0.954954633,7.420398147,4.182440629,144.7318378,0.643263287,0.760790804,19.45933764,32.85922126
0.280128322,0.060266783,11.93113566,0.010156346,0.009574528,505.7086609,15502.04109,5.1654725,21.41572785,0.338767168,0.396146294,0.335647955,2.049825017,0.59916507,0.798889178,0.551228182,1.029825979,0.861892762,0.000691416,0.006454983,0.000193269,0.065079283,0.029108724,0.715549038,0.25,0.954954633,7.420398147,4.182440629,144.7318378,0.643263287,0.760790804,19.45933764,32.85922126
0.280128322,0.060266783,11.93113566,0.010156346,0.009574528,505.7086609,15502.04109,5.1654725,21.41572785,0.338767168,0.396146294,0.335647955,2.049825017,0.59916507,0.798889178,0.551228182,1.029825979,0.861892762,0.000691416,0.006454983,0.000193269,0.065079283,0.029108724,0.715549038,0.5,0.954954633,7.420398147,4.182440629,144.7318378,0.643263287,0.760790804,19.45933764,32.85922126
0.280128322,0.060266783,11.93113566,0.010156346,0.009574528,505.7086609,15502.04109,5.1654725,21.41572785,0.338767168,0.396146294,0.335647955,2.049825017,0.59916507,0.798889178,0.551228182,1.029825979,0.861892762,0.000691416,0.006454983,0.000193269,0.065079283,0.029108724,0.715549038,0.75,0.954954633,7.420398147,4.182440629,144.7318378,0.643263287,0.760790804,19.45933764,32.85922126
0.280128322,0.060266783,11.93113566,0.010156346,0.009574528,505.7086609,15502.04109,5.1654725,21.41572785,0.338767168,0.396146294,0.335647955,2.049825017,0.59916507,0.798889178,0.551228182,1.029825979,0.861892762,0.000691416,0.006454983,0.000193269,0.065079283,0.029108724,0.715549038,1,0.954954633,7.420398147,4.182440629,144.7318378,0.643263287,0.760790804,19.45933764,32.85922126
