0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0.29972,0.08077,13.22930,0.01067,0.00999,528.32703,15669.37909,6.02887,20.75536,0.39110,0.41444,0.39327,2.03764,0.57511,0.63554,0.60129,1.01050,1.01692,0.00060,0.00618,0.00020,0.06872,0.02940,0.74064,0.00016,0.89875,8.21845,4.13016,188.83848,0.72448,0.70648,15.57701,30.46509
0.29789,0.08099,13.23469,0.01067,0.01004,526.75518,15744.36871,6.06307,20.70024,0.38785,0.41100,0.39778,2.03133,0.57731,0.63718,0.59572,1.01099,1.02079,0.00060,0.00624,0.00020,0.06844,0.02947,0.74016,0.00016,0.90299,8.25519,4.12290,190.34926,0.72363,0.70581,15.68013,30.49043
0.29692,0.08093,13.22844,0.01070,0.00999,527.25891,15664.44306,6.06667,20.78601,0.38663,0.41001,0.39598,2.04817,0.58187,0.63892,0.59205,1.01769,1.01779,0.00060,0.00625,0.00020,0.06823,0.02928,0.73591,0.00026,0.90242,8.33266,4.12571,191.00577,0.72304,0.70637,15.58063,30.22684
0.29776,0.08085,13.29720,0.01068,0.00990,527.66532,15595.06610,6.06244,20.65498,0.38852,0.41354,0.39585,2.04275,0.57883,0.63712,0.59485,1.01456,1.01159,0.00059,0.00628,0.00020,0.06802,0.02912,0.73051,0.00028,0.90760,8.34236,4.11802,190.00877,0.72642,0.70669,15.60459,30.58548
0.29644,0.08145,13.34228,0.01067,0.00993,528.25782,15609.98520,6.08033,20.75091,0.38736,0.41226,0.39495,2.06024,0.57725,0.63367,0.59612,1.02044,1.00729,0.00059,0.00626,0.00020,0.06799,0.02893,0.72544,0.00001,0.90733,8.31997,4.12940,191.47899,0.72209,0.71685,15.51457,30.51582
0.29796,0.08063,13.44957,0.01067,0.01001,526.52081,15595.35681,6.08817,20.76125,0.38686,0.40703,0.39743,2.07573,0.57238,0.63329,0.59610,1.00835,1.01764,0.00059,0.00625,0.00020,0.06768,0.02874,0.72120,0.00012,0.90638,8.33217,4.14545,190.83843,0.72156,0.72332,15.54540,30.45768
0.29970,0.07986,13.34332,0.01065,0.00999,524.01110,15695.22347,6.08715,20.63271,0.38396,0.40627,0.39843,2.06524,0.57407,0.63855,0.59700,1.00618,1.02158,0.00059,0.00626,0.00020,0.06814,0.02870,0.71953,0.00009,0.90669,8.30416,4.18328,191.27131,0.72557,0.71903,15.54482,30.38177
0.29944,0.07950,13.36935,0.01065,0.00998,521.39948,15678.84949,6.10170,20.71144,0.38293,0.40638,0.39968,2.08327,0.57443,0.63510,0.59816,1.00337,1.01551,0.00059,0.00626,0.00020,0.06797,0.02892,0.71801,0.00002,0.91056,8.33580,4.17838,190.67692,0.73005,0.72041,15.47678,30.18907
0.29973,0.07919,13.37717,0.01069,0.01014,523.26238,15554.14558,6.06680,20.64149,0.38097,0.41159,0.40271,2.08950,0.56993,0.64124,0.60480,1.01155,1.01321,0.00059,0.00625,0.00020,0.06830,0.02895,0.71841,0.00005,0.90414,8.38754,4.15702,190.32194,0.72820,0.71943,15.45070,30.06673
0.29878,0.07873,13.31094,0.01063,0.01012,521.64674,15582.01909,6.08380,20.66132,0.38285,0.41251,0.40199,2.09983,0.57322,0.64444,0.60464,1.01408,1.01270,0.00059,0.00626,0.00020,0.06845,0.02892,0.71605,0.00015,0.90692,8.38995,4.20372,189.69890,0.72912,0.72364,15.33116,30.07729
0.30188,0.07848,13.35176,0.01063,0.01017,520.03605,15400.63026,6.04598,20.47025,0.38082,0.41162,0.40537,2.10768,0.57252,0.64436,0.60151,1.01059,1.01158,0.00059,0.00623,0.00020,0.06847,0.02911,0.71206,0.00002,0.90584,8.38257,4.17286,189.64377,0.72997,0.72534,15.32276,30.01032
0.30052,0.07885,13.30662,0.01061,0.01019,518.80338,15458.63002,6.05292,20.50432,0.37891,0.41483,0.40707,2.12314,0.57408,0.65256,0.60158,1.01324,1.01447,0.00059,0.00623,0.00020,0.06854,0.02922,0.71303,0.00007,0.91874,8.36918,4.14988,189.23470,0.72830,0.72651,15.21476,29.94751
0.29822,0.07861,13.29146,0.01059,0.01015,519.58843,15415.81950,6.00841,20.56653,0.37762,0.41309,0.40998,2.12493,0.57653,0.65224,0.60301,1.01370,1.01455,0.00059,0.00619,0.00020,0.06879,0.02909,0.71164,0.00015,0.90776,8.41255,4.14974,188.79480,0.72462,0.72395,15.27903,29.94374
0.29887,0.07870,13.31095,0.01050,0.01019,519.50069,15331.14532,5.98832,20.46875,0.37468,0.41068,0.40778,2.11099,0.57487,0.65702,0.60232,1.01163,1.02107,0.00059,0.00625,0.00020,0.06898,0.02916,0.71518,0.00019,0.90968,8.49578,4.14808,189.49478,0.72218,0.72516,15.19667,29.72302
0.29683,0.07861,13.18533,0.01049,0.01024,518.66974,15264.06551,5.97083,20.47010,0.37499,0.41191,0.40735,2.11141,0.57118,0.65665,0.60097,1.01865,1.02061,0.00059,0.00629,0.00020,0.06910,0.02908,0.72326,0.00013,0.91568,8.49820,4.15415,187.31603,0.72298,0.72441,15.14245,29.77668
0.29596,0.07777,13.17280,0.01048,0.01024,519.32120,15306.00608,5.97557,20.33294,0.37646,0.40995,0.40751,2.10656,0.57512,0.65829,0.59635,1.01624,1.01785,0.00059,0.00628,0.00020,0.06894,0.02909,0.72675,0.00008,0.91453,8.50236,4.17140,186.06601,0.72662,0.72178,15.08093,29.84975
0.29540,0.07787,13.19321,0.01045,0.01024,518.15832,15385.45641,5.93450,20.34261,0.37359,0.40859,0.40631,2.11693,0.57538,0.66124,0.59604,1.01969,1.02403,0.00059,0.00630,0.00020,0.06947,0.02917,0.72052,0.00000,0.90985,8.48882,4.16232,184.04049,0.73084,0.71836,15.18190,29.70522
0.29386,0.07772,13.27741,0.01041,0.01023,521.18822,15319.38236,5.97997,20.32654,0.37045,0.40880,0.40707,2.12661,0.57412,0.66166,0.59457,1.01723,1.02019,0.00059,0.00632,0.00020,0.07016,0.02905,0.71680,0.00016,0.91539,8.46107,4.19103,183.93262,0.73268,0.71731,15.17685,29.46692
0.29272,0.07807,13.39985,0.01038,0.01024,515.87272,15358.20262,5.98902,20.38114,0.36925,0.40835,0.40711,2.13264,0.56971,0.66304,0.59954,1.01180,1.01958,0.00059,0.00628,0.00020,0.06992,0.02885,0.71495,0.00019,0.91925,8.46731,4.17879,185.68828,0.73353,0.71330,15.20033,29.38607
0.29051,0.07727,13.47790,0.01037,0.01029,514.06434,15396.41791,5.99209,20.29236,0.37232,0.40864,0.40838,2.12969,0.56774,0.66157,0.59971,1.00706,1.02532,0.00059,0.00627,0.00020,0.06985,0.02897,0.72400,0.00001,0.92063,8.49728,4.20341,186.01664,0.73349,0.71198,15.26907,29.48964
0.29334,0.07685,13.40559,0.01040,0.01026,513.22709,15496.06016,5.97404,20.39075,0.36989,0.40806,0.41115,2.13306,0.56528,0.65852,0.60283,1.01115,1.02457,0.00059,0.00631,0.00020,0.06970,0.02887,0.71938,0.00002,0.91610,8.45590,4.20992,185.57379,0.73320,0.71161,15.23490,29.68531
0.29301,0.07672,13.43273,0.01037,0.01035,516.36886,15473.16261,6.00509,20.48532,0.36764,0.41024,0.41196,2.13078,0.56173,0.65546,0.60396,1.01434,1.02299,0.00059,0.00634,0.00020,0.06954,0.02867,0.72062,0.00013,0.91564,8.46877,4.21282,184.76353,0.73494,0.71660,15.29393,29.65999
0.29197,0.07707,13.43812,0.01030,0.01028,522.21781,15451.57184,6.01567,20.41622,0.36930,0.41075,0.41183,2.14606,0.56467,0.65654,0.61037,1.01677,1.02291,0.00059,0.00635,0.00020,0.06942,0.02861,0.72363,0.00003,0.91327,8.52968,4.18473,185.30457,0.73639,0.72000,15.15660,29.61762
0.29098,0.07696,13.38969,0.01031,0.01025,519.91875,15404.99077,5.96327,20.52591,0.36885,0.41447,0.41041,2.13039,0.56417,0.65735,0.61207,1.01580,1.03594,0.00059,0.00631,0.00020,0.06948,0.02843,0.72203,0.00005,0.91363,8.52509,4.19894,184.32090,0.73891,0.72413,15.16059,29.52857
0.29112,0.07635,13.37443,0.01040,0.01027,519.55638,15384.02939,5.96512,20.48138,0.36945,0.41401,0.41171,2.13225,0.56086,0.66129,0.61320,1.02172,1.03900,0.00058,0.00630,0.00020,0.06955,0.02807,0.72064,0.00016,0.91603,8.55125,4.22121,184.06231,0.73948,0.72542,15.09932,29.32738
0.29046,0.07613,13.34129,0.01050,0.01024,519.10921,15403.25450,5.98122,20.39957,0.37066,0.41131,0.41166,2.12180,0.56247,0.66602,0.61508,1.02342,1.03334,0.00058,0.00625,0.00020,0.06919,0.02812,0.72274,0.00002,0.91568,8.49418,4.20728,184.11967,0.74226,0.72624,15.12959,29.70519
0.29126,0.07553,13.36784,0.01055,0.01027,521.80333,15359.86964,5.96771,20.51789,0.36767,0.41597,0.41277,2.11607,0.55791,0.67215,0.61644,1.02481,1.03249,0.00058,0.00619,0.00020,0.06952,0.02819,0.72308,0.00015,0.91673,8.51738,4.24489,183.18216,0.73687,0.72606,15.34024,29.54987
0.28995,0.07559,13.30444,0.01056,0.01034,520.48920,15323.92303,5.97509,20.50925,0.36857,0.41772,0.41489,2.12096,0.55583,0.67187,0.61990,1.03107,1.02941,0.00058,0.00620,0.00020,0.07025,0.02786,0.72937,0.00022,0.90887,8.55921,4.22521,182.15182,0.73681,0.73227,15.45021,29.48163
0.29120,0.07602,13.20672,0.01051,0.01039,519.95133,15366.96227,5.97610,20.50302,0.36939,0.41964,0.41340,2.12142,0.55783,0.67310,0.61569,1.02635,1.03966,0.00058,0.00622,0.00020,0.07032,0.02781,0.72683,0.00022,0.90924,8.53267,4.22610,180.94082,0.73984,0.72799,15.44364,29.70854
0.29021,0.07616,13.20294,0.01047,0.01033,522.68156,15469.74179,6.00198,20.40437,0.37027,0.41782,0.41235,2.09844,0.55669,0.68034,0.61026,1.01978,1.04486,0.00057,0.00624,0.00020,0.07052,0.02796,0.72557,0.00009,0.89946,8.57168,4.21336,181.76632,0.73689,0.71978,15.65201,30.02501
0.29003,0.07591,13.15689,0.01049,0.01030,524.47506,15586.29331,5.99487,20.59710,0.37121,0.41772,0.41374,2.09631,0.55997,0.68257,0.61013,1.01400,1.05587,0.00058,0.00617,0.00020,0.07149,0.02800,0.73583,0.00006,0.90140,8.53738,4.24970,183.33033,0.73752,0.72492,15.59276,30.03793
0.28871,0.07594,13.09283,0.01041,0.01031,529.21037,15607.99099,5.98993,20.79141,0.36840,0.41873,0.41045,2.10045,0.56392,0.68218,0.60883,1.00812,1.05147,0.00057,0.00615,0.00020,0.07117,0.02825,0.73771,0.00000,0.90361,8.56617,4.22747,182.65817,0.73693,0.72009,15.68303,30.11233
0.28951,0.07547,13.30708,0.01043,0.01027,530.82867,15455.11626,5.95642,20.84833,0.36918,0.41947,0.40894,2.08746,0.56291,0.68634,0.60631,1.00864,1.06294,0.00058,0.00616,0.00020,0.07133,0.02820,0.74007,0.00010,0.89098,8.59350,4.24116,182.07755,0.74132,0.71575,15.68512,30.21390
0.29171,0.07566,13.26188,0.01039,0.01027,528.77256,15380.01868,5.96498,21.04320,0.36755,0.42108,0.41094,2.05122,0.56542,0.68792,0.60618,1.01259,1.06655,0.00058,0.00618,0.00020,0.07104,0.02820,0.74165,0.00005,0.88855,8.64590,4.25349,181.79101,0.74307,0.71859,15.55967,30.04389
0.29190,0.07557,13.20103,0.01039,0.01031,530.93907,15514.17305,5.95935,20.99873,0.36986,0.42174,0.40873,2.06498,0.56035,0.69347,0.60175,1.01336,1.06286,0.00058,0.00609,0.00020,0.07129,0.02788,0.74359,0.00011,0.87836,8.59161,4.25337,180.20448,0.74333,0.72051,15.47914,30.04642
0.29180,0.07548,13.24954,0.01048,0.01024,529.59777,15554.77450,5.92714,21.01017,0.36710,0.41918,0.40893,2.06766,0.56153,0.69306,0.59849,1.01044,1.06183,0.00058,0.00612,0.00020,0.07084,0.02763,0.74274,0.00020,0.87711,8.57794,4.24641,180.44095,0.74535,0.71744,15.44855,30.10230
0.29224,0.07533,13.23514,0.01050,0.01023,532.44584,15566.82503,5.94300,20.93666,0.36775,0.41885,0.40800,2.06465,0.55939,0.69593,0.59967,1.00768,1.05715,0.00058,0.00615,0.00020,0.07078,0.02767,0.74314,0.00017,0.87491,8.62537,4.21590,181.79987,0.74689,0.72703,15.39493,29.86067
0.29351,0.07594,13.36052,0.01055,0.01020,530.65936,15535.68378,5.92218,20.89696,0.36764,0.41650,0.40851,2.06144,0.55492,0.69663,0.59424,0.99909,1.05944,0.00057,0.00614,0.00020,0.07154,0.02765,0.73873,0.00013,0.87886,8.60461,4.25138,182.30575,0.74621,0.72450,15.23391,29.77919
0.29434,0.07589,13.33237,0.01047,0.01025,534.15492,15444.01362,5.95161,20.88884,0.36862,0.41260,0.41093,2.05689,0.55063,0.69992,0.59371,1.00025,1.06696,0.00058,0.00612,0.00020,0.07164,0.02783,0.74013,0.00000,0.87584,8.61431,4.26557,181.63830,0.74908,0.72518,15.28001,29.95511
0.29365,0.07569,13.35473,0.01054,0.01032,533.40697,15356.76609,5.95901,20.82359,0.36739,0.41137,0.41190,2.05426,0.54313,0.70038,0.59550,1.00224,1.06927,0.00058,0.00612,0.00020,0.07240,0.02756,0.74333,0.00007,0.88218,8.53877,4.26393,181.00900,0.74320,0.72530,15.26395,29.88088
0.29526,0.07515,13.40363,0.01049,0.01032,535.39157,15346.13488,5.92325,20.74738,0.36576,0.41187,0.41258,2.02881,0.54496,0.69854,0.59867,1.00601,1.06461,0.00058,0.00612,0.00020,0.07192,0.02761,0.74478,0.00001,0.87730,8.50576,4.28410,179.45943,0.73719,0.72903,15.27483,29.85719
0.29543,0.07425,13.33906,0.01044,0.01029,532.73048,15451.35206,5.93107,20.63621,0.36650,0.41366,0.41311,2.02349,0.54322,0.70079,0.59751,1.01711,1.05908,0.00058,0.00613,0.00019,0.07252,0.02726,0.74711,0.00004,0.87016,8.58990,4.28942,178.49663,0.73799,0.72447,15.39709,29.68342
0.29508,0.07439,13.29091,0.01047,0.01025,526.99939,15471.59314,5.96666,20.58559,0.36677,0.41499,0.41479,2.01941,0.54296,0.69706,0.59806,1.00330,1.06137,0.00058,0.00612,0.00020,0.07281,0.02689,0.74796,0.00003,0.86804,8.57267,4.30995,176.92530,0.73754,0.72343,15.39714,29.98738
0.29554,0.07433,13.38252,0.01042,0.01027,523.10925,15683.91916,5.99272,20.62591,0.36630,0.41650,0.41796,2.01906,0.54310,0.69735,0.59524,1.00566,1.05774,0.00058,0.00616,0.00019,0.07296,0.02690,0.75427,0.00007,0.87410,8.56749,4.29902,177.29560,0.74625,0.72200,15.34211,29.99070
0.29736,0.07424,13.37199,0.01046,0.01039,517.33591,15650.08764,6.01343,20.73076,0.36695,0.41486,0.41857,2.01576,0.54035,0.69639,0.59964,1.00227,1.05010,0.00058,0.00613,0.00019,0.07272,0.02676,0.75324,0.00004,0.88214,8.51130,4.31783,175.50586,0.74179,0.71753,15.31952,30.08055
0.29640,0.07450,13.32661,0.01051,0.01042,518.14631,15587.35878,5.98979,20.79686,0.36666,0.41440,0.41772,2.00609,0.54561,0.69726,0.60266,0.99954,1.05199,0.00058,0.00615,0.00019,0.07303,0.02676,0.75531,0.00002,0.88431,8.58423,4.31913,174.71551,0.74362,0.71862,15.24907,29.98633
0.29443,0.07450,13.24120,0.01052,0.01048,522.96994,15668.22029,5.97905,20.81546,0.36045,0.41216,0.41433,2.00339,0.55320,0.69816,0.60138,1.00376,1.05379,0.00058,0.00613,0.00019,0.07286,0.02665,0.74947,0.00014,0.88802,8.62094,4.37484,174.62888,0.74438,0.71663,15.22879,29.76357
0.29639,0.07439,13.25174,0.01052,0.01042,523.77071,15693.77984,6.07669,20.97263,0.35926,0.41137,0.41556,1.98234,0.55487,0.70308,0.59819,0.99878,1.05742,0.00058,0.00623,0.00019,0.07276,0.02670,0.74547,0.00018,0.89083,8.62142,4.36276,173.27346,0.74929,0.72094,15.11956,29.56382
0.29536,0.07439,13.15187,0.01043,0.01049,526.35384,15842.74355,6.10092,21.05572,0.35777,0.41420,0.41337,1.97917,0.55665,0.70862,0.59628,0.99533,1.05562,0.00059,0.00615,0.00019,0.07263,0.02689,0.74275,0.00009,0.89554,8.68172,4.35594,172.23264,0.75074,0.72263,15.14015,29.63038
0.29676,0.07377,13.11713,0.01049,0.01054,528.15429,15779.17746,6.10263,20.95356,0.35813,0.41561,0.41346,1.98289,0.55741,0.71166,0.59471,0.99880,1.04902,0.00059,0.00616,0.00019,0.07282,0.02649,0.73771,0.00010,0.89895,8.61340,4.32388,173.84563,0.74829,0.72388,15.30784,29.56539
0.29516,0.07341,13.05114,0.01048,0.01055,533.35673,15893.95167,6.04597,20.91590,0.35413,0.41388,0.41591,1.98903,0.55789,0.71006,0.60307,1.01455,1.05222,0.00059,0.00615,0.00019,0.07285,0.02653,0.73210,0.00002,0.89805,8.70022,4.34239,173.56069,0.74836,0.71966,15.32394,29.72643
0.29546,0.07344,13.11011,0.01052,0.01059,534.45187,15852.88756,6.04559,20.98155,0.35589,0.41671,0.41787,1.98399,0.55488,0.71165,0.60120,1.01975,1.04593,0.00060,0.00615,0.00020,0.07270,0.02635,0.73077,0.00008,0.90677,8.74797,4.38202,173.50926,0.74941,0.72129,15.34283,29.83148
0.29617,0.07308,13.18387,0.01050,0.01062,534.78797,15907.25827,6.02235,21.06163,0.35815,0.41538,0.41725,1.96940,0.55280,0.71349,0.60056,1.01435,1.03853,0.00060,0.00618,0.00020,0.07301,0.02614,0.73500,0.00026,0.90794,8.77407,4.37603,170.66841,0.74753,0.72034,15.36547,29.78989
