Year	Day	Month	temp
2000	22	1	4.549166667
2000	23	1	2.2775
2000	24	1	-2.474166667
2000	25	1	-0.047083333
2000	26	1	1.257291667
2000	27	1	0.425208333
2000	28	1	1.461041667
2000	29	1	8.409583333
2000	30	1	9.944791667
2000	31	1	10.36979167
2000	1	2	8.744375
2000	2	2	6.615625
2000	3	2	6.303541667
2000	4	2	7.5
2000	5	2	8.594375
2000	6	2	8.21875
2000	7	2	7.942083333
2000	8	2	9.335625
2000	9	2	6.466458333
2000	10	2	6.194583333
2000	11	2	4.745208333
2000	12	2	4.829583333
2000	13	2	6.087708333
2000	14	2	4.666875
2000	15	2	7.143333333
2000	16	2	3.512916667
2000	17	2	3.372291667
2000	18	2	5.31375
2000	19	2	5.135208333
2000	20	2	3.316875
2000	21	2	2.947291667
2000	22	2	4.058125
2000	23	2	5.986666667
2000	24	2	8.153541667
2000	25	2	6.004583333
2000	26	2	4.310208333
2000	27	2	7.451666667
2000	28	2	9.718333333
2000	29	2	6.6925
2000	1	3	5.167708333
2000	2	3	4.448541667
2000	3	3	6.575416667
2000	4	3	2.143125
2000	5	3	3.597708333
2000	6	3	6.350416667
2000	7	3	9.1075
2000	8	3	10.6775
2000	9	3	11.26125
2000	10	3	8.250833333
2000	11	3	8.599375
2000	12	3	7.511875
2000	13	3	7.755
2000	14	3	8.516458333
2000	15	3	5.857083333
2000	16	3	8.085833333
2000	17	3	7.524166667
2000	18	3	6.705
2000	19	3	6.229791667
2000	20	3	5.432916667
2000	21	3	6.492291667
2000	22	3	8.956666667
2000	23	3	11.125625
2000	24	3	10.34208333
2000	25	3	10.120625
2000	26	3	6.07875
2000	27	3	5.592083333
2000	28	3	3.83625
2000	29	3	5.297291667
2000	30	3	6.411875
2000	31	3	6.51375
2000	1	4	6.934375
2000	2	4	10.11791667
2000	3	4	11.96
2000	4	4	10.60083333
2000	5	4	4.587291667
2000	6	4	4.917083333
2000	7	4	7.408541667
2000	8	4	8.708541667
2000	9	4	10.43458333
2000	10	4	6.899166667
2000	11	4	6.5375
2000	12	4	5.4725
2000	13	4	5.134166667
2000	14	4	7.583958333
2000	15	4	8.61375
2000	16	4	8.849166667
2000	17	4	10.419375
2000	18	4	10.92833333
2000	19	4	11.75875
2000	20	4	12.89895833
2000	21	4	14.22958333
2000	22	4	13.36125
2000	23	4	10.66895833
2000	24	4	11.83208333
2000	25	4	14.365625
2000	26	4	15.31375
2000	27	4	14.5625
2000	28	4	16.05729167
2000	29	4	11.886875
2000	30	4	13.27833333
2000	1	5	13.46541667
2000	2	5	10.50354167
2000	3	5	10.60645833
2000	4	5	13.38395833
2000	5	5	17.59791667
2000	6	5	20.35041667
2000	7	5	18.283125
2000	8	5	19.5925
2000	9	5	20.70479167
2000	10	5	18.66083333
2000	11	5	18.09083333
2000	12	5	18.06791667
2000	13	5	18.17625
2000	14	5	20.7725
2000	15	5	22.08833333
2000	16	5	20.92833333
2000	17	5	13.64645833
2000	18	5	10.903125
2000	19	5	9.82
2000	20	5	11.58125
2000	21	5	10.12604167
2000	22	5	11.82604167
2000	23	5	14.12270833
2000	24	5	14.40979167
2000	25	5	13.27375
2000	26	5	13.76375
2000	27	5	12.31958333
2000	28	5	10.09041667
2000	29	5	11.04333333
2000	30	5	10.784375
2000	31	5	13.56270833
2000	1	6	15.50833333
2000	2	6	17.00208333
2000	3	6	19.013125
2000	4	6	17.03666667
2000	5	6	11.81395833
2000	6	6	13.36458333
2000	7	6	13.19625
2000	8	6	16.73729167
2000	9	6	21.09354167
2000	10	6	16.22916667
2000	11	6	14.44020833
2000	12	6	15.92020833
2000	13	6	18.1525
2000	14	6	17.44395833
2000	15	6	15.79020833
2000	16	6	14.66833333
2000	17	6	16.12770833
2000	18	6	22.094375
2000	19	6	25.79416667
2000	20	6	26.38979167
2000	21	6	20.79520833
2000	22	6	16.32395833
2000	23	6	15.205625
2000	24	6	11.89729167
2000	25	6	12.29333333
2000	26	6	12.444375
2000	27	6	13.56479167
2000	28	6	12.67479167
2000	29	6	11.94708333
2000	30	6	14.69229167
2000	1	7	15.49479167
2000	2	7	19.05854167
2000	3	7	18.08625
2000	4	7	17.20291667
2000	5	7	15.29479167
2000	6	7	16.23958333
2000	7	7	13.743125
2000	8	7	12.47083333
2000	9	7	13.14583333
2000	10	7	14.67125
2000	11	7	12.10291667
2000	12	7	12.11145833
2000	13	7	14.38020833
2000	14	7	13.71083333
2000	15	7	12.48479167
2000	16	7	12.93395833
2000	17	7	12.821875
2000	18	7	13.43208333
2000	19	7	16.49145833
2000	20	7	17.764375
2000	21	7	13.92020833
2000	22	7	14.045
2000	23	7	16.30291667
2000	24	7	17.00729167
2000	25	7	14.755625
2000	26	7	15.01375
2000	27	7	15.58479167
2000	28	7	16.31729167
2000	29	7	16.41104167
2000	30	7	16.88145833
2000	31	7	18.37354167
2000	1	8	21.31395833
2000	2	8	17.55958333
2000	3	8	16.71208333
2000	4	8	16.04770833
2000	5	8	16.7375
2000	6	8	17.58
2000	7	8	18.09125
2000	8	8	18.34520833
2000	9	8	18.80270833
2000	10	8	18.270625
2000	11	8	18.62625
2000	12	8	19.23104167
2000	13	8	22.780625
2000	14	8	21.605
2000	15	8	18.66229167
2000	16	8	18.3625
2000	17	8	18.16708333
2000	18	8	17.37354167
2000	19	8	17.88125
2000	20	8	17.6175
2000	21	8	14.829375
2000	22	8	15.88625
2000	23	8	16.20791667
2000	24	8	16.53145833
2000	25	8	16.74958333
2000	26	8	18.71208333
2000	27	8	16.72708333
2000	28	8	15.42104167
2000	29	8	15.29854167
2000	30	8	14.84583333
2000	31	8	15.09083333
2000	1	9	14.93041667
2000	2	9	13.31645833
2000	3	9	13.74541667
2000	4	9	13.01145833
2000	5	9	13.67708333
2000	6	9	14.01729167
2000	7	9	14.48395833
2000	8	9	16.36041667
2000	9	9	17.23333333
2000	10	9	17.72291667
2000	11	9	19.45270833
2000	12	9	17.72104167
2000	13	9	15.71854167
2000	14	9	16.650625
2000	15	9	16.591875
2000	16	9	14.25520833
2000	17	9	14.85020833
2000	18	9	14.90166667
2000	19	9	17.405
2000	20	9	14.57125
2000	21	9	15.07666667
2000	22	9	16.20333333
2000	23	9	16.7875
2000	24	9	14.54875
2000	25	9	14.700625
2000	26	9	16.98416667
2000	27	9	15.53416667
2000	28	9	14.87645833
2000	29	9	16.12041667
2000	30	9	14.42375
2000	1	10	12.84
2000	2	10	12.16166667
2000	3	10	12.99666667
2000	4	10	12.28583333
2000	5	10	11.39708333
2000	6	10	7.539583333
2000	7	10	7.990416667
2000	8	10	9.310625
2000	9	10	8.924166667
2000	10	10	7.915416667
2000	11	10	9.117083333
2000	12	10	10.38770833
2000	13	10	10.75583333
2000	14	10	8.060208333
2000	15	10	8.192708333
2000	16	10	9.85875
2000	17	10	9.696458333
2000	18	10	8.799375
2000	19	10	11.41
2000	20	10	11.12895833
2000	21	10	14.454375
2000	22	10	14.50958333
2000	23	10	13.89791667
2000	24	10	11.36541667
2000	25	10	11.51125
2000	26	10	9.73875
2000	27	10	9.759791667
2000	28	10	11.96333333
2000	29	10	9.3725
2000	30	10	9.700416667
2000	31	10	8.7125
2000	1	11	7.048541667
2000	2	11	7.051458333
2000	3	11	7.66375
2000	4	11	5.816666667
2000	5	11	5.684791667
2000	6	11	8.2475
2000	7	11	6.688541667
2000	8	11	6.798125
2000	9	11	6.928333333
2000	10	11	6.428125
2000	11	11	7.925833333
2000	12	11	8.336875
2000	13	11	7.703125
2000	14	11	5.764791667
2000	15	11	4.99
2000	16	11	6.419375
2000	17	11	4.273958333
2000	18	11	5.614583333
2000	19	11	8.168333333
2000	20	11	4.970625
2000	21	11	5.23
2000	22	11	8.674583333
2000	23	11	8.34375
2000	24	11	7.171041667
2000	25	11	7.2175
2000	26	11	7.652291667
2000	27	11	6.467916667
2000	28	11	11.92104167
2000	29	11	12.34583333
2000	30	11	10.30208333
2000	1	12	11.6
2000	2	12	10.64791667
2000	3	12	8.458333333
2000	4	12	7.111875
2000	5	12	9.917291667
2000	6	12	11.69958333
2000	7	12	10.001875
2000	8	12	12.91458333
2000	9	12	9.92625
2000	10	12	9.680833333
2000	11	12	12.15270833
2000	12	12	12.96145833
2000	13	12	10.62979167
2000	14	12	7.930833333
2000	15	12	5.304791667
2000	16	12	4.017291667
2000	17	12	3.148333333
2000	18	12	3.125625
2000	19	12	5.367916667
2000	20	12	2.915833333
2000	21	12	1.058125
2000	22	12	-1.36125
2000	23	12	0.892291667
2000	24	12	-0.298958333
2000	25	12	-0.19375
2000	26	12	-2.021666667
2000	27	12	-0.961041667
2000	28	12	1.075833333
2000	29	12	0.300625
2000	30	12	1.802291667
2000	31	12	1.257083333
2001	1	1	4.795208333
2001	2	1	9.613125
2001	3	1	7.41125
2001	4	1	7.790208333
2001	5	1	8.068333333
2001	6	1	6.457291667
2001	7	1	5.600416667
2001	8	1	3.857916667
2001	9	1	4.264375
2001	10	1	1.866666667
2001	11	1	2.025416667
2001	12	1	0.719375
2001	13	1	0.0275
2001	14	1	-0.63625
2001	15	1	-1.566875
2001	16	1	-1.765416667
2001	17	1	-3.025625
2001	18	1	-1.958958333
2001	19	1	-0.479791667
2001	20	1	-0.04125
2001	21	1	-0.765833333
2001	22	1	5.334583333
2001	23	1	8.037083333
2001	24	1	9.596041667
2001	25	1	6.405416667
2001	26	1	5.67625
2001	27	1	4.456041667
2001	28	1	3.617708333
2001	29	1	3.81875
2001	30	1	2.993541667
2001	31	1	1.14375
2001	1	2	-1.43
2001	2	2	-0.0125
2001	3	2	4.994166667
2001	4	2	7.035833333
2001	5	2	9.461666667
2001	6	2	11.68833333
2001	7	2	10.535625
2001	8	2	9.372291667
2001	9	2	4.405208333
2001	10	2	3.377916667
2001	11	2	9.655208333
2001	12	2	10.97666667
2001	13	2	6.280833333
2001	14	2	3.31125
2001	15	2	6.895833333
2001	16	2	4.278333333
2001	17	2	4.596041667
2001	18	2	4.105833333
2001	19	2	4.720625
2001	20	2	5.002916667
2001	21	2	6.19875
2001	22	2	5.895
2001	23	2	2.969791667
2001	24	2	-0.818958333
2001	25	2	-0.194791667
2001	26	2	1.275
2001	27	2	2.033541667
2001	28	2	4.243333333
2001	1	3	2.73125
2001	2	3	1.254166667
2001	3	3	-0.578333333
2001	4	3	0.954791667
2001	5	3	2.306041667
2001	6	3	4.095
2001	7	3	9.656458333
2001	8	3	9.54375
2001	9	3	9.495
2001	10	3	10.49020833
2001	11	3	11.66375
2001	12	3	9.375833333
2001	13	3	5.657916667
2001	14	3	6.444791667
2001	15	3	8.066875
2001	16	3	8.415416667
2001	17	3	6.285416667
2001	18	3	4.41125
2001	19	3	2.913125
2001	20	3	2.30625
2001	21	3	3.570416667
2001	22	3	5.034791667
2001	23	3	8.850625
2001	24	3	8.516666667
2001	25	3	2.87125
2001	26	3	3.321666667
2001	27	3	4.829375
2001	28	3	7.518125
2001	29	3	6.9075
2001	30	3	7.568541667
2001	31	3	9.237916667
2001	1	4	13.196875
2001	2	4	15.87020833
2001	3	4	12.72125
2001	4	4	9.0975
2001	5	4	7.409166667
2001	6	4	11.34166667
2001	7	4	9.170208333
2001	8	4	7.3525
2001	9	4	8.412708333
2001	10	4	9.052083333
2001	11	4	8.294791667
2001	12	4	5.849791667
2001	13	4	4.006875
2001	14	4	2.483125
2001	15	4	8.054375
2001	16	4	6.528333333
2001	17	4	6.179583333
2001	18	4	5.370625
2001	19	4	3.535
2001	20	4	3.886041667
2001	21	4	5.574166667
2001	22	4	7.138333333
2001	23	4	9.180416667
2001	24	4	10.45916667
2001	25	4	10.69354167
2001	26	4	10.45875
2001	27	4	9.883541667
2001	28	4	11.26020833
2001	29	4	12.46
2001	30	4	12.48666667
2001	1	5	11.405625
2001	2	5	13.6775
2001	3	5	13.62020833
2001	4	5	8.116458333
2001	5	5	7.975833333
2001	6	5	9.811041667
2001	7	5	11.88041667
2001	8	5	11.003125
2001	9	5	16.62666667
2001	10	5	20.144375
2001	11	5	20.096875
2001	12	5	19.04375
2001	13	5	19.99604167
2001	14	5	13.72
2001	15	5	13.92666667
2001	16	5	13.84729167
2001	17	5	11.98479167
2001	18	5	10.45104167
2001	19	5	12.036875
2001	20	5	12.48354167
2001	21	5	12.83770833
2001	22	5	13.83020833
2001	23	5	16.826875
2001	24	5	17.45791667
2001	25	5	15.88979167
2001	26	5	17.84625
2001	27	5	16.264375
2001	28	5	18.90791667
2001	29	5	17.28604167
2001	30	5	17.263125
2001	31	5	13.81541667
2001	1	6	12.481875
2001	2	6	10.97375
2001	3	6	8.813541667
2001	4	6	11.64791667
2001	5	6	15.71875
2001	6	6	15.36375
2001	7	6	12.605
2001	8	6	12.16916667
2001	9	6	12.35604167
2001	10	6	12.041875
2001	11	6	12.26354167
2001	12	6	13.36354167
2001	13	6	14.31479167
2001	14	6	16.15895833
2001	15	6	17.91333333
2001	16	6	14.90520833
2001	17	6	13.824375
2001	18	6	12.08333333
2001	19	6	13.76916667
2001	20	6	17.083125
2001	21	6	14.56895833
2001	22	6	13.68666667
2001	23	6	15.56229167
2001	24	6	19.840625
2001	25	6	20.24333333
2001	26	6	22.235
2001	27	6	19.68270833
2001	28	6	17.87375
2001	29	6	19.28645833
2001	30	6	19.495
2001	1	7	18.30583333
2001	2	7	18.81166667
2001	3	7	21.10895833
2001	4	7	22.66479167
2001	5	7	24.434375
2001	6	7	22.39833333
2001	7	7	19.05895833
2001	8	7	16.30333333
2001	9	7	16.77166667
2001	10	7	17.21333333
2001	11	7	16.13208333
2001	12	7	15.16791667
2001	13	7	15.56291667
2001	14	7	13.749375
2001	15	7	14.35833333
2001	16	7	15.81479167
2001	17	7	16.78708333
2001	18	7	14.685
2001	19	7	15.10583333
2001	20	7	14.78875
2001	21	7	14.835
2001	22	7	19.395
2001	23	7	17.96458333
2001	24	7	19.435625
2001	25	7	20.15104167
2001	26	7	22.11395833
2001	27	7	22.56583333
2001	28	7	20.92375
2001	29	7	20.80354167
2001	30	7	23.011875
2001	31	7	20.05125
2001	1	8	17.39875
2001	2	8	19.06041667
2001	3	8	19.060625
2001	4	8	17.035625
2001	5	8	16.44
2001	6	8	17.51125
2001	7	8	17.46645833
2001	8	8	16.329375
2001	9	8	15.02145833
2001	10	8	14.150625
2001	11	8	16.17229167
2001	12	8	18.36291667
2001	13	8	19.67208333
2001	14	8	22.565625
2001	15	8	24.78729167
2001	16	8	20.215
2001	17	8	17.950625
2001	18	8	20.08270833
2001	19	8	19.03729167
2001	20	8	18.04875
2001	21	8	19.52416667
2001	22	8	21.22291667
2001	23	8	23.17270833
2001	24	8	25.16854167
2001	25	8	25.96583333
2001	26	8	23.89875
2001	27	8	17.43458333
2001	28	8	15.80520833
2001	29	8	15.76458333
2001	30	8	14.11854167
2001	31	8	14.87083333
2001	1	9	15.48479167
2001	2	9	14.61020833
2001	3	9	15.72854167
2001	4	9	13.241875
2001	5	9	13.56875
2001	6	9	15.01416667
2001	7	9	14.855625
2001	8	9	14.18916667
2001	9	9	10.57104167
2001	10	9	11.92229167
2001	11	9	12.33
2001	12	9	14.91916667
2001	13	9	13.39854167
2001	14	9	12.15770833
2001	15	9	11.93895833
2001	16	9	10.16416667
2001	17	9	10.71541667
2001	18	9	10.780625
2001	19	9	10.71708333
2001	20	9	12.83354167
2001	21	9	12.79979167
2001	22	9	12.06458333
2001	23	9	12.11770833
2001	24	9	12.710625
2001	25	9	11.54083333
2001	26	9	11.73166667
2001	27	9	15.27041667
2001	28	9	15.39354167
2001	29	9	14.09395833
2001	30	9	15.40166667
2001	1	10	16.56875
2001	2	10	16.70791667
2001	3	10	15.124375
2001	4	10	13.73708333
2001	5	10	13.73458333
2001	6	10	15.321875
2001	7	10	15.06166667
2001	8	10	14.505
2001	9	10	13.95979167
2001	10	10	13.465625
2001	11	10	14.54229167
2001	12	10	14.74895833
2001	13	10	17.75645833
2001	14	10	16.64895833
2001	15	10	17.11395833
2001	16	10	14.42291667
2001	17	10	13.563125
2001	18	10	14.39895833
2001	19	10	15.20833333
2001	20	10	15.92125
2001	21	10	14.35479167
2001	22	10	12.94104167
2001	23	10	12.33895833
2001	24	10	11.42770833
2001	25	10	13.21520833
2001	26	10	12.295625
2001	27	10	13.0775
2001	28	10	11.53625
2001	29	10	11.47291667
2001	30	10	14.90375
2001	31	10	12.57208333
2001	1	11	9.58
2001	2	11	9.689583333
2001	3	11	9.808333333
2001	4	11	9.563333333
2001	5	11	9.196875
2001	6	11	9.441666667
2001	7	11	10.06895833
2001	8	11	6.771458333
2001	9	11	3.558541667
2001	10	11	2.177708333
2001	11	11	4.261875
2001	12	11	8.726458333
2001	13	11	5.853125
2001	14	11	4.302916667
2001	15	11	0.752083333
2001	16	11	5.179791667
2001	17	11	6.780833333
2001	18	11	5.427708333
2001	19	11	6.09625
2001	20	11	7.153958333
2001	21	11	8.099375
2001	22	11	7.110416667
2001	23	11	4.586041667
2001	24	11	6.818125
2001	25	11	10.644375
2001	26	11	7.473333333
2001	27	11	4.973125
2001	28	11	6.936666667
2001	29	11	8.410833333
2001	30	11	12.85625
2001	1	12	13.10520833
2001	2	12	6.936041667
2001	3	12	9.763125
2001	4	12	9.171875
2001	5	12	7.876458333
2001	6	12	8.527916667
2001	7	12	3.733125
2001	8	12	0.633541667
2001	9	12	0.03125
2001	10	12	0.570625
2001	11	12	3.791041667
2001	12	12	3.83125
2001	13	12	2.440416667
2001	14	12	-3.461041667
2001	15	12	-2.1175
2001	16	12	0.023958333
2001	17	12	-0.708958333
2001	18	12	2.80125
2001	19	12	4.76375
2001	20	12	2.6725
2001	21	12	3.675
2001	22	12	1.539583333
2001	23	12	-2.167083333
2001	24	12	2.189375
2001	25	12	6.047916667
2001	26	12	1.338541667
2001	27	12	2.417916667
2001	28	12	6.873333333
2001	29	12	2.355416667
2001	30	12	0.690416667
2001	31	12	-1.731041667
2002	1	1	-1.716458333
2002	2	1	-2.99625
2002	3	1	-1.654166667
2002	4	1	-2.940416667
2002	5	1	-0.584583333
2002	6	1	1.249791667
2002	7	1	3.219583333
2002	8	1	2.425
2002	9	1	2.119583333
2002	10	1	1.430208333
2002	11	1	2.915625
2002	12	1	3.30625
2002	13	1	2.95
2002	14	1	4.104166667
2002	15	1	4.0875
2002	16	1	4.64375
2002	17	1	5.035416667
2002	18	1	4.375
2002	19	1	7.814583333
2002	20	1	8.166666667
2002	21	1	10.89166667
2002	22	1	7.541666667
2002	23	1	6.75625
2002	24	1	8.810416667
2002	25	1	5.5625
2002	26	1	10.64583333
2002	27	1	10.87916667
2002	28	1	11.93125
2002	29	1	8.886875
2002	30	1	9.907291667
2002	31	1	9.318958333
2002	1	2	10.38875
2002	2	2	12.06541667
2002	3	2	11.29125
2002	4	2	8.71375
2002	5	2	10.351875
2002	6	2	6.981458333
2002	7	2	6.201458333
2002	8	2	9.583125
2002	9	2	10.51729167
2002	10	2	8.392708333
2002	11	2	10.46875
2002	12	2	11.30916667
2002	13	2	8.006458333
2002	14	2	3.090625
2002	15	2	1.107083333
2002	16	2	2.597708333
2002	17	2	2.41625
2002	18	2	4.710416667
2002	19	2	6.620833333
2002	20	2	7.298333333
2002	21	2	3.93375
2002	22	2	7.270833333
2002	23	2	4.918125
2002	24	2	3.5975
2002	25	2	8.760208333
2002	26	2	10.06729167
2002	27	2	5.970833333
2002	28	2	4.759166667
2002	1	3	4.221458333
2002	2	3	2.405833333
2002	3	3	4.603125
2002	4	3	7.260625
2002	5	3	6.99
2002	6	3	7.027291667
2002	7	3	9.947291667
2002	8	3	7.972083333
2002	9	3	8.154583333
2002	10	3	6.933541667
2002	11	3	9.079166667
2002	12	3	8.223958333
2002	13	3	4.884583333
2002	14	3	1.884166667
2002	15	3	5.625
2002	16	3	10.26104167
2002	17	3	9.545625
2002	18	3	9.212708333
2002	19	3	8.8825
2002	20	3	9.904166667
2002	21	3	10.69895833
2002	22	3	7.88375
2002	23	3	5.013125
2002	24	3	3.813125
2002	25	3	4.52
2002	26	3	5.534166667
2002	27	3	5.059791667
2002	28	3	6.562708333
2002	29	3	8.495
2002	30	3	9.990625
2002	31	3	9.624375
2002	1	4	11.881875
2002	2	4	13.995625
2002	3	4	13.94333333
2002	4	4	12.11791667
2002	5	4	9.380625
2002	6	4	5.477916667
2002	7	4	5.963958333
2002	8	4	7.140416667
2002	9	4	6.325208333
2002	10	4	6.235208333
2002	11	4	6.537916667
2002	12	4	7.027916667
2002	13	4	6.294791667
2002	14	4	5.210208333
2002	15	4	5.124166667
2002	16	4	6.842916667
2002	17	4	8.436458333
2002	18	4	8.708333333
2002	19	4	7.893125
2002	20	4	8.635
2002	21	4	11.495625
2002	22	4	14.01583333
2002	23	4	12.7475
2002	24	4	12.8775
2002	25	4	9.247708333
2002	26	4	7.871875
2002	27	4	8.2125
2002	28	4	9.467708333
2002	29	4	8.363958333
2002	30	4	10.29729167
2002	1	5	10.20479167
2002	2	5	8.192083333
2002	3	5	8.76
2002	4	5	7.386875
2002	5	5	7.015208333
2002	6	5	9.500833333
2002	7	5	11.876875
2002	8	5	12.75104167
2002	9	5	14.14145833
2002	10	5	11.86666667
2002	11	5	11.778125
2002	12	5	10.41916667
2002	13	5	14.57791667
2002	14	5	12.38583333
2002	15	5	13.49333333
2002	16	5	16.65875
2002	17	5	17.53625
2002	18	5	14.92479167
2002	19	5	13.75333333
2002	20	5	15.59166667
2002	21	5	18.01166667
2002	22	5	14.63145833
2002	23	5	13.92125
2002	24	5	11.03729167
2002	25	5	11.65166667
2002	26	5	11.418125
2002	27	5	12.19520833
2002	28	5	12.664375
2002	29	5	11.55645833
2002	30	5	12.21041667
2002	31	5	12.615
2002	1	6	13.63416667
2002	2	6	17.05208333
2002	3	6	16.53729167
2002	4	6	16.37104167
2002	5	6	16.84145833
2002	6	6	14.17083333
2002	7	6	13.04791667
2002	8	6	14.72916667
2002	9	6	14.90854167
2002	10	6	11.69583333
2002	11	6	12.23479167
2002	12	6	14.19208333
2002	13	6	12.77895833
2002	14	6	17.284375
2002	15	6	16.304375
2002	16	6	17.88583333
2002	17	6	23.685625
2002	18	6	21.09104167
2002	19	6	16.158125
2002	20	6	14.10479167
2002	21	6	14.88270833
2002	22	6	17.078125
2002	23	6	15.06375
2002	24	6	15.16833333
2002	25	6	15.885
2002	26	6	16.33583333
2002	27	6	13.56708333
2002	28	6	11.719375
2002	29	6	12.86166667
2002	30	6	14.07708333
2002	1	7	12.10854167
2002	2	7	12.659375
2002	3	7	12.41145833
2002	4	7	13.81979167
2002	5	7	14.11895833
2002	6	7	14.37770833
2002	7	7	14.978125
2002	8	7	17.784375
2002	9	7	18.9975
2002	10	7	13.54125
2002	11	7	13.715625
2002	12	7	15.269375
2002	13	7	14.813125
2002	14	7	15.30791667
2002	15	7	16.850625
2002	16	7	18.43416667
2002	17	7	17.17541667
2002	18	7	14.64145833
2002	19	7	14.29166667
2002	20	7	15.35791667
2002	21	7	13.996875
2002	22	7	14.98625
2002	23	7	15.501875
2002	24	7	15.46645833
2002	25	7	15.85229167
2002	26	7	17.593125
2002	27	7	19.84625
2002	28	7	22.75333333
2002	29	7	24.00166667
2002	30	7	23.198125
2002	31	7	18.43604167
2002	1	8	15.61645833
2002	2	8	17.58729167
2002	3	8	14.496875
2002	4	8	14.671875
2002	5	8	14.65229167
2002	6	8	15.39895833
2002	7	8	16.58229167
2002	8	8	16.69333333
2002	9	8	16.73895833
2002	10	8	16
2002	11	8	16.88958333
2002	12	8	15.87270833
2002	13	8	17.43395833
2002	14	8	19.51270833
2002	15	8	21.02895833
2002	16	8	22.06625
2002	17	8	22.20125
2002	18	8	22.56791667
2002	19	8	20.66104167
2002	20	8	17.45958333
2002	21	8	15.79416667
2002	22	8	14.95270833
2002	23	8	15.019375
2002	24	8	14.14416667
2002	25	8	15.49979167
2002	26	8	16.42875
2002	27	8	18.43479167
2002	28	8	18.56666667
2002	29	8	17.773125
2002	30	8	16.48
2002	31	8	15.42541667
2002	1	9	14.23958333
2002	2	9	15.49916667
2002	3	9	14.93895833
2002	4	9	15.30270833
2002	5	9	15.99916667
2002	6	9	15.31479167
2002	7	9	15.90270833
2002	8	9	15.9925
2002	9	9	16.02083333
2002	10	9	13.73729167
2002	11	9	13.276875
2002	12	9	15.03208333
2002	13	9	15.11875
2002	14	9	14.54375
2002	15	9	15.091875
2002	16	9	13.36958333
2002	17	9	13.72895833
2002	18	9	13.67833333
2002	19	9	13.00979167
2002	20	9	13.69854167
2002	21	9	12.76770833
2002	22	9	11.34979167
2002	23	9	11.30541667
2002	24	9	9.353541667
2002	25	9	11.69458333
2002	26	9	11.51333333
2002	27	9	12.525625
2002	28	9	11.661875
2002	29	9	12.70229167
2002	30	9	12.44270833
2002	1	10	13.04604167
2002	2	10	14.26020833
2002	3	10	13.9975
2002	4	10	12.52604167
2002	5	10	11.625
2002	6	10	11.30354167
2002	7	10	8.254791667
2002	8	10	7.396875
2002	9	10	7.617083333
2002	10	10	8.511875
2002	11	10	6.288958333
2002	12	10	7.026875
2002	13	10	8.96875
2002	14	10	10.00854167
2002	15	10	10.51270833
2002	16	10	11.28041667
2002	17	10	9.15
2002	18	10	6.778541667
2002	19	10	6.469166667
2002	20	10	6.578333333
2002	21	10	9.918333333
2002	22	10	12.760625
2002	23	10	9.485833333
2002	24	10	7.717916667
2002	25	10	10.95041667
2002	26	10	10.8925
2002	27	10	11.58645833
2002	28	10	8.761041667
2002	29	10	7.933333333
2002	30	10	9.58125
2002	31	10	7.64625
2002	1	11	9.638958333
2002	2	11	12.50916667
2002	3	11	11.253125
2002	4	11	8.643333333
2002	5	11	8.347083333
2002	6	11	7.631458333
2002	7	11	6.680416667
2002	8	11	5.592291667
2002	9	11	8.239166667
2002	10	11	6.317083333
2002	11	11	9.745416667
2002	12	11	9.075
2002	13	11	8.719583333
2002	14	11	10.05708333
2002	15	11	7.3075
2002	16	11	5.674375
2002	17	11	7.509375
2002	18	11	6.237708333
2002	19	11	6.089791667
2002	20	11	6.055625
2002	21	11	9.887291667
2002	22	11	7.769166667
2002	23	11	7.158958333
2002	24	11	7.071041667
2002	25	11	5.50875
2002	26	11	6.739791667
2002	27	11	4.697083333
2002	28	11	6.030833333
2002	29	11	7.467291667
2002	30	11	6.781666667
2002	1	12	6.265416667
2002	2	12	6.583958333
2002	3	12	3.779583333
2002	4	12	3.656875
2002	5	12	4.570416667
2002	6	12	1.702291667
2002	7	12	-0.296875
2002	8	12	-1.84625
2002	9	12	-4.616875
2002	10	12	-5.415208333
2002	11	12	-4.789166667
2002	12	12	-1.884583333
2002	13	12	-0.882083333
2002	14	12	2.009375
2002	15	12	3.69125
2002	16	12	5.106458333
2002	17	12	1.700625
2002	18	12	-0.445625
2002	19	12	0.305
2002	20	12	-0.554166667
2002	21	12	2.965208333
2002	22	12	7.606875
2002	23	12	6.089166667
2002	24	12	9.29
2002	25	12	8.850833333
2002	26	12	9.04375
2002	27	12	10.02979167
2002	28	12	8.176875
2002	29	12	7.654375
2002	30	12	9.4775
2002	31	12	0.246041667
2003	1	1	-1.716458333
2003	2	1	-2.99625
2003	3	1	-1.654166667
2003	4	1	-2.940416667
2003	5	1	-0.584583333
2003	6	1	1.249791667
2003	7	1	3.219583333
2003	8	1	2.425
2003	9	1	2.119583333
2003	10	1	1.430208333
2003	11	1	2.915625
2003	12	1	3.30625
2003	13	1	2.95
2003	14	1	4.104166667
2003	15	1	4.0875
2003	16	1	4.64375
2003	17	1	5.035416667
2003	18	1	4.375
2003	19	1	7.814583333
2003	20	1	8.166666667
2003	21	1	10.89166667
2003	22	1	7.541666667
2003	23	1	6.75625
2003	24	1	8.810416667
2003	25	1	5.5625
2003	26	1	10.64583333
2003	27	1	10.87916667
2003	28	1	11.93125
2003	29	1	8.886875
2003	30	1	9.907291667
2003	31	1	9.318958333
