Variable,RMSE,Bias,EF
POMSoil155,1.1076019233218861,0.28646541971009826,-0.0017991239625991806
MAOMSoil155,1.7522950369755568,0.7922480282748996,-0.2556428654688301
POMSubstrate155,0.00634870846553591,-0.005455696166666666,-2.8235717232540782
MAOMSubstrate155,0.0016253878700208872,0.000300236491183595,0.9770720761047501
MB155,68.9575057898157,-64.60481346716358,-13.698579965851028
FB155,0.33117976271343286,-0.2855824147459961,-4.41219032316699
bactSubstrate155,,,
fungiSubstrate155,,,
respSoil1,0.08460199520239682,-0.06776159175373557,-1.1777023575164605
respSoil15,0.13309457124746477,-0.12988943440788625,-14.950198305677588
respSoil29,0.08034132788529921,-0.049470719056315615,-0.5327360365683094
respSoil43,0.12128939172754206,-0.09767656131474522,-0.6743203597767049
respSoil71,0.1310302486471082,-0.10571755340709892,-1.0203606132456828
respSoil99,0.11129989943605219,-0.08603528234792227,-1.9299083998810893
respSoil127,0.04981950866683608,-0.03771833839005808,-1.0583002157342998
respSoil155,0.06555537857601923,-0.05769547173338292,-1.7578042356722925
respSubstrate1,0.06064736585184543,-0.05152112236251657,-1.8089072956225123
respSubstrate15,0.06660292687175144,-0.05684656965013316,-1.7548477547304326
respSubstrate29,0.057325768187744694,-0.04861841818272668,-1.5297786296755311
respSubstrate43,0.06346434597690284,-0.0543321632214047,-1.6402556194752962
respSubstrate71,0.06475465889837208,-0.05498101369593132,-1.5212609677781406
respSubstrate99,0.07196393046980525,-0.05920689152282434,-1.3689694690217804
respSubstrate127,0.07266462998774804,-0.0617740069485966,-1.5546316063423826
respSubstrate155,0.09045292530914273,-0.07774313066978009,-1.7886037385047668
PE1,0.05911635833584017,-0.03575714953839802,-0.18989216328715153
PE15,0.03605943696897602,0.023425582605951407,-0.2757659807089543
PE29,0.05915845129498026,0.021571887362321344,-0.0807464900147632
PE43,0.06690580714740611,-0.046629479352558165,0.2435972351777218
PE71,0.07725349933321542,0.0463601423238283,0.05628712152723281
PE99,0.06926494131330055,0.005132682589989068,-0.19531557858081428
PE127,0.033045435164795106,-0.010353103963077455,0.034776447060042126
PE155,0.04249489192312597,-0.03163099548585903,-0.2946183261274029
Mean EF,,,-1.899499175525871
