Variable,RMSE,Bias,EF
POMSoil155,1.0837405172148227,0.1033140774349078,0.04090005529719898
MAOMSoil155,1.7325145284694559,0.7467669268951305,-0.22745461163161473
POMSubstrate155,0.00634870846553591,-0.005455696166666666,-2.8235717232540782
MAOMSubstrate155,0.0021491791290873846,0.0014765554496610088,0.9599137037573419
MB155,29.265104430353635,-20.65197747769033,-1.6473566112933264
FB155,0.16730104937420162,-0.04239847241359733,-0.3811562378593889
bactSubstrate155,,,
fungiSubstrate155,,,
respSoil1,0.05158763660242355,-0.004045370575860139,0.19029173100554475
respSoil15,0.07172621228718502,-0.06570177630417195,-3.632348218822841
respSoil29,0.06557763817179255,0.015370738170842673,-0.02117670625436663
respSoil43,0.08019402571359832,-0.03554945300415131,0.2680575201066854
respSoil71,0.09266295160441518,-0.050631149987563476,-0.010410899823013242
respSoil99,0.079542680426791,-0.04420506042119954,-0.4964594132858817
respSoil127,0.03599875230403658,-0.009369515779120532,-0.07469378326716436
respSoil155,0.0483035792301205,-0.026782541449201957,-0.4972881931162494
respSubstrate1,0.06024209761465896,-0.05120024935647657,-1.7714923999593286
respSubstrate15,0.06856887411166027,-0.05868367444801181,-1.919880047046921
respSubstrate29,0.05977046813991584,-0.05098838952892082,-1.7501480116035486
respSubstrate43,0.06573259230426111,-0.056478255623038064,-1.8323562525695123
respSubstrate71,0.06552950743981703,-0.055768498419477674,-1.581960342680632
respSubstrate99,0.07101870473435482,-0.058730818729860704,-1.3071466865458485
respSubstrate127,0.07053460433143381,-0.06007633608343586,-1.4070583438649522
respSubstrate155,0.08695183051912742,-0.0747403520742935,-1.5769086905504865
PE_1,0.06163029399078798,-0.0387694222932284,-0.2932447890585308
PE_15,0.034998681324896204,0.02209878334721006,-0.20181189226866492
PE_29,0.0594774087141364,0.021128085517729274,-0.09243176489303684
PE_43,0.06654202777034968,-0.04613946833775604,0.2518002800250456
PE_71,0.0762191626385728,0.04427568296423632,0.08138843911718863
PE_99,0.06481066735769382,-0.006463907648951403,-0.04652263342538698
PE_127,0.0465149766321978,-0.032093879242717976,-0.9124521349401347
PE_155,0.06094115282257125,-0.04755351833155847,-1.6625000423950609
Mean EF,,,-0.8125159567033655
