Variable,RMSE,Bias,EF
POMSoil155,1.1022522696019021,0.26747399915656295,0.007854770264278055
MAOMSoil155,1.7544412533243872,0.796584064570844,-0.2587205795965075
POMSubstrate155,0.00634870846553591,-0.005455696166666666,-2.8235717232540782
MAOMSubstrate155,0.0019833473044957232,0.0009364748203424261,0.9658612006270328
MB155,66.10935077329155,-61.56590578716739,-12.509462643090185
FB155,0.3241036778332996,-0.2768640245745114,-4.183384166531117
bactSubstrate155,,,
fungiSubstrate155,,,
respSoil1,0.08563898852066096,-0.06916376524794561,-1.2314151076204083
respSoil15,0.13447654945969595,-0.13124569111502618,-15.283153533058002
respSoil29,0.08093024559934402,-0.05025023743057292,-0.5552889056193342
respSoil43,0.12121037124859113,-0.09760433620535183,-0.6721394188704186
respSoil71,0.12926250165593545,-0.10343080642515334,-0.9662144183592847
respSoil99,0.10785822153233719,-0.08187552520428408,-1.7515094511759672
respSoil127,0.04532190814898832,-0.031768559744175175,-0.7034375324319422
respSoil155,0.059121757727911554,-0.050081675501981227,-1.2430628867093558
respSubstrate1,0.06016411122804648,-0.05108514565499913,-1.7643213755354057
respSubstrate15,0.06602959768910421,-0.0563199672559172,-1.7076235060021898
respSubstrate29,0.056822862561609136,-0.04813442089742752,-1.4855870064859547
respSubstrate43,0.06305416121288264,-0.053944291686235976,-1.606236744923216
respSubstrate71,0.06454504235461875,-0.054781463036479315,-1.5049642990410925
respSubstrate99,0.07192859219922813,-0.05914954858161373,-1.366643450164244
respSubstrate127,0.07273452983208985,-0.0618279656127225,-1.559548833298722
respSubstrate155,0.09061019596342265,-0.07787862859625388,-1.7983092687637465
PE1,0.05855641130591108,-0.035044793748113715,-0.16745772608226717
PE15,0.03686100696933993,0.024322778767466118,-0.3331147223905262
PE29,0.05954500259824328,0.022225884247199162,-0.0949161927421196
PE43,0.06675866538985586,-0.04647256160890882,0.24692059532031796
PE71,0.07703058910115398,0.045790104171973094,0.061725315613404774
PE99,0.06880374063130851,0.004297736781429936,-0.17945055367207519
PE127,0.0331051516907851,-0.011207741431766576,0.031284777022031696
PE155,0.04324637786590318,-0.03234942689397179,-0.34081163415984284
Mean EF,,,-1.8258899673576978
