Variable,RMSE,Bias,EF
POMSoil155,1.153030581613459,0.3747734027969541,-0.0856626509808065
MAOMSoil155,1.7491895995683027,0.78415102175786,-0.25119627966881364
POMSubstrate155,0.00634870846553591,-0.005455696166666666,-2.8235717232540782
MAOMSubstrate155,0.0031001346153628744,-0.0024055183809611387,0.9165912125920519
MB155,71.6376664549474,-68.19850564281924,-12.469836933492955
FB155,0.261699557519652,-0.2079178221830733,-2.298629131798612
bactSubstrate155,,,
fungiSubstrate155,,,
respSoil1,0.08248095315878366,-0.06602925379091194,-1.3723918165737792
respSoil15,0.13986759140205274,-0.1371886383284871,-14.048686024530967
respSoil29,0.09484112296510125,-0.07167203177125375,-1.3184407443850388
respSoil43,0.14431072538423206,-0.12068829929442154,-1.53979670400039
respSoil71,0.15054014069925578,-0.1279021099540675,-1.7021926153166675
respSoil99,0.13225292026716817,-0.11517866461144025,-2.9232330973542546
respSoil127,0.0817018157809658,-0.07247255006160086,-4.520844680659953
respSoil155,0.09490494059920532,-0.08724652209129705,-6.748727801387385
respSubstrate1,0.05642081364332044,-0.04791745630214689,-1.5918297266907562
respSubstrate15,0.06500300160590274,-0.05547667397096208,-1.590688702013133
respSubstrate29,0.05546719074700404,-0.04698685708711895,-1.3318248594058724
respSubstrate43,0.06048878683718183,-0.05184110558822833,-1.4419366613454394
respSubstrate71,0.05876164442452598,-0.04994559504702406,-1.2352406434054566
respSubstrate99,0.06312751779548552,-0.053188666495697895,-1.1859651062130578
respSubstrate127,0.06842000905039133,-0.05798505963534705,-1.2326001657199175
respSubstrate155,0.08432526201578133,-0.07253082259417351,-1.4807075723003473
PE1,0.060899561634795395,-0.03736171531809708,-0.3267449069668824
PE15,0.02766268152717541,0.009242761914097872,0.34873339614789645
PE29,0.05174762558373575,0.0006229407512366968,0.04351592716504893
PE43,0.09485848958639631,-0.07486232210055234,-0.6284097035550282
PE71,0.0770278375383483,0.0327880104921084,0.18561886494540003
PE99,0.06617748596067333,-0.020670542310622125,-0.04642047151466944
PE127,0.05250836985597377,-0.03892293490287119,-1.6058895570438043
PE155,0.05990893635989257,-0.048941519026084804,-2.7359098668394886
Mean EF,,,-2.234763958185572
