Variable,RMSE,Bias,EF
POMSoil155,1.2250111109524053,0.16351737604411842,0.02619899835708306
MAOMSoil155,1.7621224395294588,0.4770171601321169,-0.08157996153362901
POMSubstrate155,0.006457782238606407,-0.005551142875,-2.8302584983157146
MAOMSubstrate155,0.0014148528848418932,-0.0007026915519680859,0.9832416925756554
MB155,61.86785809111845,-59.076517751606886,-13.588618776845612
FB155,0.20031730089433797,-0.13227137622677773,-1.052789077850628
bactSubstrate155,,,
fungiSubstrate155,,,
respSoil1,0.08109135879170094,-0.05970832582460631,-0.814919686074211
respSoil15,0.11874395124964576,-0.11679269324731258,-20.49198374760859
respSoil29,0.0751545632482221,-0.04780645879586547,-0.6684363958909922
respSoil43,0.12260997069269512,-0.0879787431475233,-0.4286533886348609
respSoil71,0.12789765933228056,-0.10122427331367184,-0.9561873656125135
respSoil99,0.10373858800184889,-0.08318039130520609,-1.7176354486266203
respSoil127,0.057482064883627504,-0.042567918006901614,-1.4756400925524886
respSoil155,0.07416500446227711,-0.05714257359789594,-1.895887579484996
respSubstrate1,0.060209487271478755,-0.05102062957942358,-1.6622228880205965
respSubstrate15,0.06479910361605046,-0.055234685583242626,-1.5954424852846985
respSubstrate29,0.055521683720400235,-0.04756129901666236,-1.413156915379806
respSubstrate43,0.0617872066986836,-0.05298982541221944,-1.4649436413457262
respSubstrate71,0.061693045292596393,-0.05217435727750219,-1.2639313841276927
respSubstrate99,0.06902953574523082,-0.05704097217449707,-1.162174485229765
respSubstrate127,0.0694377922342603,-0.0592510544547932,-1.318761876882872
respSubstrate155,0.086929252831275,-0.07466898465464746,-1.5319991188196944
PE1,0.07110792973172729,-0.048215718120867626,-0.49896693713901374
PE15,0.021946024080248937,0.011584132091925868,0.10801554854615258
PE29,0.052575413954251145,0.007007588430434086,0.12173227647792906
PE43,0.0936269329364163,-0.07312733671626062,-0.35287306915542893
PE71,0.06452824796472058,0.015554602747104858,0.30829047270130017
PE99,0.06434966736001636,-0.023283298896495067,-0.12016823588638914
PE127,0.05563640226539866,-0.04077697316156071,-1.4382366924472905
PE155,0.07170251214543284,-0.05722023816516664,-2.2822583298339487
Mean EF,,,-2.018674902997522
