Variable,RMSE,Bias,EF
POMSoil155,0.8263149455948551,0.046728012397942775,0.04311720115053874
MAOMSoil155,1.1081505011555324,0.084488894373556,0.004793888630985621
POMSubstrate155,0.006225811104875242,-0.005342800125,-2.7944125586979527
MAOMSubstrate155,0.004796192239482216,-0.004044053563351646,0.7958923880091168
MB155,137.84587654866016,136.672560628376,-57.57946668981954
FB155,0.27358067744674835,-0.2296942922295087,-2.5171425575912285
bactSubstrate155,,,
fungiSubstrate155,,,
respSoil1,0.18547313573141874,0.17235222962366767,-8.67097559419517
respSoil15,0.10625698079280343,0.08308496379338572,-8.043260957527911
respSoil29,0.15634157529323228,0.10500905155730933,-4.247669392477059
respSoil43,0.09056591208859571,0.051766667052401856,0.11785832362909965
respSoil71,0.08556211300554452,0.00251926731109842,0.06222957530347084
respSoil99,0.08942012329174942,0.06039878647940625,-0.845905200492979
respSoil127,0.13291385874823783,0.1275856244197844,-12.383340311470185
respSoil155,0.134159859316597,0.12734305070180674,-9.887154818619354
respSubstrate1,0.04768023396489011,-0.04007164304756901,-0.6588869727890736
respSubstrate15,0.06408756864045738,-0.054879366710688104,-1.5794170087991608
respSubstrate29,0.05831004437519261,-0.049757941934741576,-1.6155808194448502
respSubstrate43,0.06479321549715349,-0.055751450898611846,-1.74578842521084
respSubstrate71,0.06629001911571364,-0.056976614438873016,-1.5522221069636042
respSubstrate99,0.06725012385119337,-0.05487637699560152,-1.0469263286359336
respSubstrate127,0.06596461010248067,-0.05603535984059389,-1.1389140912414462
respSubstrate155,0.08176995674477858,-0.07016073849006474,-1.340471343111683
PE1,0.1019220014392119,-0.08061938201493102,-2.567271948738353
PE15,0.12368962747733424,0.10352607543521256,-12.434753352025497
PE29,0.18132871964319194,0.13657447696209898,-7.819969750580251
PE43,0.06702662080812458,0.00699676215978488,0.2149213384788632
PE71,0.07391164910511858,0.013807139760624641,0.04517682048858351
PE99,0.06618962865730263,-0.017325579842612213,-0.07786589166701541
PE127,0.04942072006108121,-0.03380960066675471,-0.9841321085359387
PE155,0.060715643509539716,-0.0469482408555384,-1.7072140263722044
Mean EF,,,-4.731825090643886
