        
        107 parameter sets accepted out of 10000 tries
        converged = False
        best likelihood = -3745.9033570883207
        mean EF = -0.8495383539398136
        Calibration ran for 15:18:08
                     Variable       RMSE       Bias        EF
0          POMSoil155   1.083727  -0.109792  0.040925
1         MAOMSoil155   1.721148   0.720002 -0.211401
2     POMSubstrate155   0.006349  -0.005456 -2.823572
3    MAOMSubstrate155   0.003215   0.002551  0.910306
4               MB155  31.790923  24.137772 -2.124054
5               FB155   0.157729   0.013371 -0.227640
6    bactSubstrate155        NaN        NaN       NaN
7   fungiSubstrate155        NaN        NaN       NaN
8           respSoil1   0.053082   0.011600  0.142702
9          respSoil15   0.047523  -0.038163 -1.033523
10         respSoil29   0.082157   0.052010 -0.602800
11         respSoil43   0.072571   0.008570  0.400599
12         respSoil71   0.077618   0.003849  0.291056
13         respSoil99   0.068707   0.016762 -0.116512
14        respSoil127   0.064961   0.054960 -2.499622
15        respSoil155   0.057362   0.040948 -1.111488
16     respSubstrate1   0.059678  -0.050700 -1.719804
17    respSubstrate15   0.069057  -0.059111 -1.961604
18    respSubstrate29   0.060635  -0.051749 -1.830284
19    respSubstrate43   0.066819  -0.057428 -1.926796
20    respSubstrate71   0.066866  -0.056946 -1.688346
21    respSubstrate99   0.072460  -0.060035 -1.401756
22   respSubstrate127   0.072085  -0.061440 -1.514047
23   respSubstrate155   0.088507  -0.076097 -1.669896
24               PE_1   0.062951  -0.040366 -0.349271
25              PE_15   0.033575   0.020411 -0.106006
26              PE_29   0.058840   0.019759 -0.069160
27              PE_43   0.067271  -0.046910  0.235326
28              PE_71   0.077273   0.046209  0.055814
29              PE_99   0.065140  -0.004233 -0.057195
30             PE_127   0.045977  -0.031449 -0.868507
31             PE_155   0.060793  -0.047388 -1.649592
32            Mean EF        NaN        NaN -0.849538
        
