treatment,day,DOMaddition,DOM,bact_DOM,bact,fungi,respSubstrate,baselineResp,respSoil,POM,MAOMs,MAOMp,MAOM
12 S LL B,58,0.00000,35.32146,0.22713,0.29970,0.93306,0.00027,0.00009,0.00042,5.42822,6.71900,3.85328,10.57229
12 S LL B,59,0.00000,35.24826,0.22703,0.29492,0.93095,0.00027,0.00009,0.00042,5.42819,6.71896,3.85342,10.57238
12 S LL B,60,0.00000,35.17500,0.22697,0.29042,0.92890,0.00027,0.00009,0.00042,5.42816,6.71892,3.85355,10.57247
12 S LL B,61,0.00000,35.10170,0.22693,0.28618,0.92691,0.00027,0.00009,0.00042,5.42813,6.71888,3.85368,10.57256
12 S LL B,62,0.00000,35.02837,0.22693,0.28219,0.92500,0.00027,0.00009,0.00042,5.42810,6.71884,3.85381,10.57265
12 S LL B,63,0.00000,34.95502,0.22695,0.27842,0.92314,0.00027,0.00009,0.00042,5.42807,6.71880,3.85395,10.57274
12 S LL B,64,0.00000,34.88168,0.22700,0.27487,0.92135,0.00027,0.00009,0.00042,5.42805,6.71875,3.85408,10.57283
12 S LL B,65,0.00000,34.80836,0.22707,0.27152,0.91961,0.00027,0.00009,0.00042,5.42802,6.71871,3.85421,10.57292
12 S LL B,66,0.00000,34.73506,0.22716,0.26836,0.91794,0.00027,0.00009,0.00042,5.42799,6.71867,3.85434,10.57301
12 S LL B,67,0.00000,34.66181,0.22728,0.26537,0.91631,0.00027,0.00009,0.00042,5.42796,6.71863,3.85447,10.57310
12 S LL B,68,0.00000,34.58860,0.22741,0.26254,0.91474,0.00027,0.00009,0.00042,5.42793,6.71859,3.85460,10.57319
12 S LL B,69,0.00000,34.51545,0.22756,0.25988,0.91322,0.00027,0.00009,0.00042,5.42791,6.71855,3.85473,10.57328
12 S LL B,70,5.71250,40.13123,0.22802,0.25736,0.91177,0.00030,0.00009,0.00043,5.42788,6.71851,3.85488,10.57339
12 S LL B,71,0.00000,40.03470,0.22848,0.25498,0.91036,0.00030,0.00009,0.00043,5.42785,6.71847,3.85503,10.57350
12 S LL B,72,0.00000,39.93838,0.22894,0.25273,0.90901,0.00030,0.00009,0.00043,5.42782,6.71843,3.85518,10.57361
12 S LL B,73,0.00000,39.84227,0.22939,0.25060,0.90769,0.00030,0.00009,0.00043,5.42779,6.71839,3.85533,10.57372
12 S LL B,74,0.00000,39.74638,0.22984,0.24858,0.90642,0.00030,0.00009,0.00043,5.42777,6.71835,3.85548,10.57383
12 S LL B,75,0.00000,39.65071,0.23029,0.24667,0.90519,0.00030,0.00009,0.00043,5.42774,6.71830,3.85563,10.57394
12 S LL B,76,0.00000,39.55527,0.23073,0.24486,0.90399,0.00030,0.00009,0.00043,5.42771,6.71826,3.85578,10.57405
12 S LL B,77,0.00000,39.46005,0.23118,0.24314,0.90284,0.00030,0.00009,0.00043,5.42768,6.71822,3.85593,10.57415
12 S LL B,78,0.00000,39.36507,0.23161,0.24151,0.90172,0.00030,0.00009,0.00043,5.42765,6.71818,3.85608,10.57426
12 S LL B,79,0.00000,39.27033,0.23205,0.23996,0.90064,0.00030,0.00009,0.00043,5.42763,6.71814,3.85622,10.57437
12 S LL B,80,0.00000,39.17583,0.23248,0.23850,0.89960,0.00030,0.00009,0.00043,5.42760,6.71810,3.85637,10.57447
12 S LL B,81,0.00000,39.08157,0.23291,0.23711,0.89858,0.00030,0.00009,0.00043,5.42757,6.71806,3.85652,10.57458
12 S LL B,82,0.00000,38.98756,0.23333,0.23579,0.89760,0.00030,0.00009,0.00043,5.42754,6.71802,3.85666,10.57469
12 S LL B,83,0.00000,38.89380,0.23375,0.23453,0.89665,0.00030,0.00009,0.00043,5.42752,6.71798,3.85681,10.57479
12 S LL B,84,5.71250,44.48927,0.23442,0.23335,0.89575,0.00033,0.00009,0.00044,5.42749,6.71794,3.85698,10.57492
12 S LL B,85,0.00000,44.37260,0.23508,0.23223,0.89488,0.00033,0.00009,0.00044,5.42746,6.71790,3.85715,10.57505
12 S LL B,86,0.00000,44.25629,0.23571,0.23117,0.89404,0.00033,0.00009,0.00044,5.42743,6.71786,3.85731,10.57517
12 S LL B,87,0.00000,44.14034,0.23633,0.23015,0.89322,0.00033,0.00009,0.00044,5.42740,6.71782,3.85748,10.57530
12 S LL B,88,0.00000,44.02476,0.23694,0.22919,0.89243,0.00033,0.00009,0.00044,5.42738,6.71778,3.85765,10.57543
12 S LL B,89,0.00000,43.90955,0.23753,0.22828,0.89166,0.00033,0.00009,0.00044,5.42735,6.71774,3.85781,10.57555
12 S LL B,90,0.00000,43.79471,0.23810,0.22741,0.89092,0.00033,0.00009,0.00044,5.42732,6.71770,3.85798,10.57568
12 S LL B,91,0.00000,43.68023,0.23867,0.22658,0.89020,0.00033,0.00009,0.00044,5.42729,6.71766,3.85814,10.57580
12 S LL B,92,0.00000,43.56612,0.23922,0.22579,0.88951,0.00033,0.00009,0.00044,5.42726,6.71762,3.85831,10.57593
12 S LL B,93,0.00000,43.45239,0.23975,0.22505,0.88883,0.00033,0.00009,0.00044,5.42724,6.71758,3.85847,10.57605
12 S LL B,94,0.00000,43.33902,0.24028,0.22433,0.88818,0.00033,0.00009,0.00045,5.42721,6.71754,3.85863,10.57617
12 S LL B,95,0.00000,43.22602,0.24079,0.22366,0.88755,0.00033,0.00009,0.00045,5.42718,6.71750,3.85879,10.57630
12 S LL B,96,0.00000,43.11339,0.24129,0.22301,0.88694,0.00033,0.00009,0.00045,5.42715,6.71746,3.85896,10.57642
12 S LL B,97,0.00000,43.00113,0.24179,0.22240,0.88634,0.00033,0.00009,0.00045,5.42713,6.71742,3.85912,10.57654
12 S LL B,98,5.71250,48.57820,0.24250,0.22182,0.88579,0.00036,0.00009,0.00045,5.42710,6.71738,3.85930,10.57669
12 S LL B,99,0.00000,48.44324,0.24318,0.22128,0.88525,0.00036,0.00009,0.00045,5.42707,6.71734,3.85949,10.57683
12 S LL B,100,0.00000,48.30875,0.24385,0.22076,0.88473,0.00036,0.00009,0.00045,5.42704,6.71730,3.85967,10.57697
12 S LL B,101,0.00000,48.17473,0.24450,0.22026,0.88423,0.00036,0.00009,0.00045,5.42701,6.71726,3.85985,10.57712
12 S LL B,102,0.00000,48.04118,0.24512,0.21979,0.88374,0.00036,0.00009,0.00045,5.42699,6.71722,3.86003,10.57726
12 S LL B,103,0.00000,47.90810,0.24573,0.21934,0.88326,0.00036,0.00009,0.00046,5.42696,6.71718,3.86022,10.57740
12 S LL B,104,0.00000,47.77549,0.24632,0.21891,0.88280,0.00036,0.00009,0.00046,5.42693,6.71715,3.86040,10.57754
12 S LL B,105,0.00000,47.64335,0.24689,0.21850,0.88236,0.00036,0.00009,0.00046,5.42690,6.71711,3.86058,10.57768
12 S LL B,106,0.00000,47.51167,0.24745,0.21811,0.88193,0.00036,0.00009,0.00046,5.42687,6.71707,3.86076,10.57782
12 S LL B,107,0.00000,47.38046,0.24799,0.21774,0.88151,0.00036,0.00009,0.00046,5.42685,6.71703,3.86094,10.57796
12 S LL B,108,0.00000,47.24971,0.24852,0.21739,0.88111,0.00036,0.00009,0.00046,5.42682,6.71699,3.86112,10.57810
12 S LL B,109,0.00000,47.11943,0.24903,0.21705,0.88071,0.00035,0.00009,0.00046,5.42679,6.71695,3.86129,10.57824
12 S LL B,110,0.00000,46.98961,0.24953,0.21673,0.88033,0.00035,0.00009,0.00046,5.42676,6.71691,3.86147,10.57838
12 S LL B,111,0.00000,46.86025,0.25001,0.21643,0.87996,0.00035,0.00009,0.00046,5.42674,6.71687,3.86165,10.57852
12 S LL B,112,5.71250,52.42024,0.25070,0.21614,0.87963,0.00038,0.00009,0.00046,5.42671,6.71683,3.86185,10.57868
12 S LL B,113,0.00000,52.26829,0.25136,0.21587,0.87930,0.00038,0.00009,0.00046,5.42668,6.71679,3.86205,10.57884
12 S LL B,114,0.00000,52.11689,0.25200,0.21562,0.87898,0.00038,0.00009,0.00047,5.42665,6.71675,3.86225,10.57900
12 S LL B,115,0.00000,51.96605,0.25262,0.21537,0.87867,0.00038,0.00009,0.00047,5.42662,6.71671,3.86244,10.57915
12 S LL B,116,0.00000,51.81576,0.25321,0.21514,0.87837,0.00038,0.00009,0.00047,5.42659,6.71667,3.86264,10.57931
12 S LL B,117,0.00000,51.66603,0.25379,0.21492,0.87808,0.00038,0.00009,0.00047,5.42657,6.71663,3.86284,10.57947
12 S LL B,118,0.00000,51.51685,0.25435,0.21470,0.87780,0.00038,0.00009,0.00047,5.42654,6.71659,3.86303,10.57963
12 S LL B,119,0.00000,51.36822,0.25489,0.21450,0.87753,0.00038,0.00009,0.00047,5.42651,6.71655,3.86323,10.57978
12 S LL B,120,0.00000,51.22014,0.25542,0.21431,0.87727,0.00038,0.00009,0.00047,5.42648,6.71651,3.86342,10.57994
12 S LL B,121,0.00000,51.07261,0.25592,0.21412,0.87701,0.00038,0.00009,0.00047,5.42645,6.71648,3.86362,10.58009
12 S LL B,122,0.00000,50.92562,0.25642,0.21395,0.87676,0.00038,0.00009,0.00047,5.42643,6.71644,3.86381,10.58025
12 S LL B,123,0.00000,50.77918,0.25690,0.21378,0.87652,0.00038,0.00009,0.00047,5.42640,6.71640,3.86401,10.58040
12 S LL B,124,0.00000,50.63328,0.25736,0.21362,0.87628,0.00038,0.00009,0.00047,5.42637,6.71636,3.86420,10.58056
12 S LL B,125,0.00000,50.48792,0.25781,0.21347,0.87606,0.00038,0.00009,0.00047,5.42634,6.71632,3.86439,10.58071
12 S LL B,126,5.71250,56.03188,0.25845,0.21333,0.87586,0.00040,0.00009,0.00048,5.42631,6.71628,3.86461,10.58088
12 S LL B,127,0.00000,55.86398,0.25906,0.21320,0.87566,0.00040,0.00009,0.00048,5.42629,6.71624,3.86482,10.58106
12 S LL B,128,0.00000,55.69672,0.25966,0.21307,0.87547,0.00040,0.00009,0.00048,5.42626,6.71620,3.86503,10.58123
12 S LL B,129,0.00000,55.53009,0.26023,0.21296,0.87529,0.00040,0.00009,0.00048,5.42623,6.71616,3.86524,10.58141
12 S LL B,130,0.00000,55.36409,0.26078,0.21284,0.87511,0.00040,0.00009,0.00048,5.42620,6.71612,3.86546,10.58158
12 S LL B,131,0.00000,55.19872,0.26131,0.21273,0.87493,0.00040,0.00009,0.00048,5.42617,6.71608,3.86567,10.58175
12 S LL B,132,0.00000,55.03397,0.26182,0.21263,0.87476,0.00040,0.00009,0.00048,5.42615,6.71604,3.86588,10.58192
12 S LL B,133,0.00000,54.86985,0.26232,0.21253,0.87460,0.00040,0.00009,0.00048,5.42612,6.71601,3.86609,10.58209
12 S LL B,134,0.00000,54.70636,0.26279,0.21243,0.87444,0.00040,0.00009,0.00048,5.42609,6.71597,3.86630,10.58226
12 S LL B,135,0.00000,54.54348,0.26326,0.21234,0.87429,0.00040,0.00009,0.00048,5.42606,6.71593,3.86651,10.58243
12 S LL B,136,0.00000,54.38122,0.26370,0.21226,0.87414,0.00040,0.00009,0.00048,5.42603,6.71589,3.86671,10.58260
12 S LL B,137,0.00000,54.21959,0.26414,0.21217,0.87399,0.00040,0.00009,0.00048,5.42600,6.71585,3.86692,10.58277
12 S LL B,138,0.00000,54.05856,0.26456,0.21209,0.87385,0.00040,0.00009,0.00048,5.42598,6.71581,3.86713,10.58294
12 S LL B,139,0.00000,53.89815,0.26496,0.21202,0.87371,0.00040,0.00009,0.00048,5.42595,6.71577,3.86734,10.58311
12 S LL B,140,5.71250,59.42703,0.26555,0.21196,0.87359,0.00042,0.00009,0.00048,5.42592,6.71573,3.86756,10.58330
12 S LL B,141,0.00000,59.24412,0.26611,0.21190,0.87348,0.00042,0.00009,0.00049,5.42589,6.71569,3.86779,10.58349
12 S LL B,142,0.00000,59.06191,0.26665,0.21184,0.87337,0.00042,0.00009,0.00049,5.42586,6.71565,3.86802,10.58367
12 S LL B,143,0.00000,58.88041,0.26717,0.21178,0.87327,0.00042,0.00009,0.00049,5.42584,6.71562,3.86825,10.58386
12 S LL B,144,0.00000,58.69961,0.26766,0.21173,0.87316,0.00042,0.00009,0.00049,5.42581,6.71558,3.86847,10.58405
12 S LL B,145,0.00000,58.51950,0.26814,0.21168,0.87306,0.00042,0.00009,0.00049,5.42578,6.71554,3.86870,10.58424
12 S LL B,146,0.00000,58.34010,0.26861,0.21163,0.87297,0.00042,0.00009,0.00049,5.42575,6.71550,3.86892,10.58442
12 S LL B,147,0.00000,58.16139,0.26905,0.21158,0.87287,0.00042,0.00009,0.00049,5.42572,6.71546,3.86915,10.58461
12 S LL B,148,0.00000,57.98337,0.26948,0.21154,0.87278,0.00042,0.00009,0.00049,5.42569,6.71542,3.86937,10.58479
12 S LL B,149,0.00000,57.80604,0.26989,0.21149,0.87269,0.00042,0.00009,0.00049,5.42567,6.71538,3.86959,10.58497
12 S LL B,150,0.00000,57.62940,0.27029,0.21145,0.87260,0.00042,0.00009,0.00049,5.42564,6.71534,3.86981,10.58516
12 S LL B,151,0.00000,57.45344,0.27067,0.21141,0.87251,0.00042,0.00009,0.00049,5.42561,6.71531,3.87003,10.58534
12 S LL B,152,0.00000,57.27816,0.27104,0.21137,0.87243,0.00042,0.00009,0.00049,5.42558,6.71527,3.87025,10.58552
12 S LL B,153,0.00000,57.10357,0.27140,0.21134,0.87235,0.00042,0.00009,0.00049,5.42555,6.71523,3.87047,10.58570
12 S LL B,154,5.71250,62.61823,0.27193,0.21131,0.87228,0.00044,0.00009,0.00049,5.42552,6.71519,3.87072,10.58590
12 S LL B,155,0.00000,62.42117,0.27244,0.21128,0.87222,0.00044,0.00009,0.00049,5.42550,6.71515,3.87096,10.58611
12 S LL B,156,0.00000,62.22488,0.27293,0.21126,0.87217,0.00044,0.00009,0.00049,5.42547,6.71511,3.87120,10.58631
12 S LL B,157,0.00000,62.02936,0.27339,0.21124,0.87211,0.00044,0.00009,0.00049,5.42544,6.71507,3.87144,10.58651
12 S LL B,158,0.00000,61.83460,0.27384,0.21121,0.87205,0.00044,0.00009,0.00050,5.42541,6.71503,3.87168,10.58671
12 S LL B,159,0.00000,61.64062,0.27427,0.21119,0.87200,0.00044,0.00009,0.00050,5.42538,6.71500,3.87191,10.58691
12 S LL B,160,0.00000,61.44739,0.27468,0.21117,0.87194,0.00044,0.00009,0.00050,5.42535,6.71496,3.87215,10.58711
15 0 W A,0,0.00000,1.91485,6.31152,18.01349,5.76265,0.00000,0.00215,0.00215,16.28988,20.16516,11.54465,31.70981
15 0 W A,1,0.00000,4.21472,5.77758,16.59535,5.65528,0.00000,0.00255,0.00256,16.28977,20.16497,11.54465,31.70963
15 0 W A,2,0.00000,6.33996,5.29400,15.29781,5.55267,0.00000,0.00237,0.00240,16.28965,20.16479,11.54466,31.70944
15 0 W A,3,0.00000,8.30541,4.85608,14.11057,5.45457,0.00000,0.00221,0.00225,16.28954,20.16460,11.54466,31.70926
15 0 W A,4,0.00000,10.12470,4.45957,13.02421,5.36076,0.00000,0.00207,0.00212,16.28942,20.16441,11.54467,31.70908
15 0 W A,5,0.00000,11.81030,4.10062,12.03009,5.27105,0.00000,0.00193,0.00200,16.28931,20.16423,11.54468,31.70891
15 0 W A,6,0.00000,13.37366,3.77570,11.12034,5.18522,0.00000,0.00181,0.00189,16.28919,20.16405,11.54469,31.70873
15 0 W A,7,0.00000,14.82521,3.48165,10.28774,5.10310,0.00000,0.00170,0.00179,16.28908,20.16386,11.54470,31.70856
15 0 W A,8,0.00000,16.17450,3.21557,9.52568,5.02451,0.00000,0.00160,0.00170,16.28896,20.16368,11.54471,31.70839
15 0 W A,9,0.00000,17.43024,2.97484,8.82813,4.94927,0.00000,0.00150,0.00162,16.28885,20.16350,11.54473,31.70822
15 0 W A,10,0.00000,18.60041,2.75707,8.18956,4.87724,0.00000,0.00142,0.00154,16.28874,20.16332,11.54474,31.70806
15 0 W A,11,0.00000,19.69228,2.56012,7.60492,4.80826,0.00000,0.00134,0.00147,16.28862,20.16314,11.54476,31.70790
15 0 W A,12,0.00000,20.71248,2.38202,7.06958,4.74219,0.00000,0.00127,0.00141,16.28851,20.16296,11.54478,31.70773
15 0 W A,13,0.00000,21.66710,2.22098,6.57932,4.67889,0.00000,0.00120,0.00135,16.28840,20.16278,11.54480,31.70757
15 0 W A,14,0.00000,22.56167,2.07541,6.13025,4.61824,0.00000,0.00114,0.00130,16.28829,20.16260,11.54482,31.70741
15 0 W A,15,0.00000,23.40125,1.94383,5.71885,4.56010,0.00000,0.00109,0.00126,16.28818,20.16242,11.54484,31.70726
15 0 W A,16,0.00000,24.19046,1.82492,5.34188,4.50438,0.00000,0.00104,0.00121,16.28807,20.16224,11.54486,31.70710
15 0 W A,17,0.00000,24.93353,1.71748,4.99638,4.45095,0.00000,0.00099,0.00117,16.28796,20.16207,11.54488,31.70695
15 0 W A,18,0.00000,25.63431,1.62041,4.67964,4.39971,0.00000,0.00095,0.00114,16.28785,20.16189,11.54490,31.70679
15 0 W A,19,0.00000,26.29630,1.53273,4.38919,4.35057,0.00000,0.00091,0.00111,16.28774,20.16172,11.54492,31.70664
15 0 W A,20,0.00000,26.92273,1.45355,4.12277,4.30342,0.00000,0.00087,0.00108,16.28763,20.16154,11.54495,31.70649
15 0 W A,21,0.00000,27.51653,1.38205,3.87830,4.25818,0.00000,0.00084,0.00105,16.28752,20.16137,11.54497,31.70634
15 0 W A,22,0.00000,28.08036,1.31751,3.65389,4.21477,0.00000,0.00081,0.00103,16.28741,20.16120,11.54500,31.70620
15 0 W A,23,0.00000,28.61668,1.25925,3.44783,4.17310,0.00000,0.00078,0.00100,16.28730,20.16103,11.54502,31.70605
15 0 W A,24,0.00000,29.12771,1.20669,3.25854,4.13310,0.00000,0.00075,0.00099,16.28719,20.16086,11.54505,31.70590
15 0 W A,25,0.00000,29.61549,1.15928,3.08457,4.09470,0.00000,0.00073,0.00097,16.28709,20.16069,11.54507,31.70576
15 0 W A,26,0.00000,30.08188,1.11653,2.92461,4.05781,0.00000,0.00071,0.00095,16.28698,20.16052,11.54510,31.70562
15 0 W A,27,0.00000,30.52857,1.07800,2.77745,4.02239,0.00000,0.00069,0.00094,16.28687,20.16035,11.54513,31.70548
15 0 W A,28,0.00000,30.95710,1.04329,2.64201,3.98836,0.00000,0.00067,0.00092,16.28677,20.16018,11.54515,31.70534
15 0 W A,29,0.00000,31.36891,1.01204,2.51728,3.95566,0.00000,0.00065,0.00091,16.28666,20.16002,11.54518,31.70520
15 0 W A,30,0.00000,31.76527,0.98392,2.40235,3.92425,0.00000,0.00063,0.00090,16.28655,20.15985,11.54521,31.70506
15 0 W A,31,0.00000,32.14737,0.95864,2.29638,3.89406,0.00000,0.00062,0.00089,16.28645,20.15969,11.54524,31.70492
15 0 W A,32,0.00000,32.51630,0.93594,2.19863,3.86504,0.00000,0.00061,0.00088,16.28634,20.15952,11.54527,31.70479
15 0 W A,33,0.00000,32.87302,0.91558,2.10839,3.83714,0.00000,0.00059,0.00087,16.28624,20.15936,11.54529,31.70465
15 0 W A,34,0.00000,33.21846,0.89733,2.02503,3.81032,0.00000,0.00058,0.00087,16.28614,20.15919,11.54532,31.70452
15 0 W A,35,0.00000,33.55343,0.88101,1.94798,3.78452,0.00000,0.00057,0.00086,16.28603,20.15903,11.54535,31.70438
15 0 W A,36,0.00000,33.87870,0.86644,1.87672,3.75972,0.00000,0.00056,0.00085,16.28593,20.15887,11.54538,31.70425
15 0 W A,37,0.00000,34.19495,0.85346,1.81077,3.73587,0.00000,0.00055,0.00085,16.28583,20.15871,11.54541,31.70412
15 0 W A,38,0.00000,34.50283,0.84192,1.74968,3.71292,0.00000,0.00054,0.00084,16.28572,20.15855,11.54544,31.70399
15 0 W A,39,0.00000,34.80291,0.83170,1.69306,3.69084,0.00000,0.00053,0.00084,16.28562,20.15839,11.54547,31.70386
15 0 W A,40,0.00000,35.09574,0.82267,1.64055,3.66960,0.00000,0.00053,0.00084,16.28552,20.15823,11.54550,31.70373
15 0 W A,41,0.00000,35.38181,0.81474,1.59182,3.64916,0.00000,0.00052,0.00083,16.28542,20.15808,11.54553,31.70361
15 0 W A,42,0.00000,35.66157,0.80779,1.54656,3.62949,0.00000,0.00051,0.00083,16.28532,20.15792,11.54556,31.70348
15 0 W A,43,0.00000,35.93543,0.80175,1.50450,3.61055,0.00000,0.00051,0.00083,16.28522,20.15776,11.54559,31.70335
15 0 W A,44,0.00000,36.20379,0.79654,1.46539,3.59233,0.00000,0.00050,0.00083,16.28512,20.15760,11.54562,31.70323
15 0 W A,45,0.00000,36.46699,0.79207,1.42899,3.57478,0.00000,0.00050,0.00083,16.28502,20.15745,11.54565,31.70310
15 0 W A,46,0.00000,36.72537,0.78830,1.39509,3.55789,0.00000,0.00049,0.00083,16.28492,20.15729,11.54569,31.70298
15 0 W A,47,0.00000,36.97922,0.78514,1.36351,3.54163,0.00000,0.00049,0.00083,16.28482,20.15714,11.54572,31.70286
15 0 W A,48,0.00000,37.22883,0.78256,1.33407,3.52597,0.00000,0.00048,0.00083,16.28472,20.15699,11.54575,31.70273
15 0 W A,49,0.00000,37.47445,0.78051,1.30660,3.51089,0.00000,0.00048,0.00082,16.28462,20.15683,11.54578,31.70261
15 0 W A,50,0.00000,37.71633,0.77892,1.28096,3.49636,0.00000,0.00047,0.00083,16.28452,20.15668,11.54581,31.70249
15 0 W A,51,0.00000,37.95468,0.77778,1.25701,3.48237,0.00000,0.00047,0.00083,16.28442,20.15653,11.54585,31.70237
15 0 W A,52,0.00000,38.18971,0.77703,1.23462,3.46889,0.00000,0.00047,0.00083,16.28432,20.15637,11.54588,31.70225
15 0 W A,53,0.00000,38.42161,0.77664,1.21369,3.45591,0.00000,0.00046,0.00083,16.28422,20.15622,11.54591,31.70213
15 0 W A,54,0.00000,38.65056,0.77659,1.19411,3.44340,0.00000,0.00046,0.00083,16.28413,20.15607,11.54594,31.70201
15 0 W A,55,0.00000,38.87673,0.77683,1.17578,3.43135,0.00000,0.00046,0.00083,16.28403,20.15592,11.54598,31.70190
15 0 W A,56,0.00000,39.10027,0.77736,1.15862,3.41974,0.00000,0.00046,0.00083,16.28393,20.15577,11.54601,31.70178
15 0 W A,57,0.00000,39.32132,0.77814,1.14254,3.40855,0.00000,0.00045,0.00083,16.28383,20.15562,11.54604,31.70166
15 0 W A,58,0.00000,39.54001,0.77915,1.12746,3.39776,0.00000,0.00045,0.00083,16.28374,20.15547,11.54608,31.70154
15 0 W A,59,0.00000,39.75648,0.78037,1.11332,3.38737,0.00000,0.00045,0.00083,16.28364,20.15532,11.54611,31.70143
15 0 W A,60,0.00000,39.97083,0.78178,1.10006,3.37735,0.00000,0.00045,0.00084,16.28354,20.15517,11.54614,31.70131
15 0 W A,61,0.00000,40.18317,0.78337,1.08761,3.36770,0.00000,0.00045,0.00084,16.28345,20.15502,11.54618,31.70120
15 0 W A,62,0.00000,40.39361,0.78512,1.07592,3.35839,0.00000,0.00044,0.00084,16.28335,20.15487,11.54621,31.70108
15 0 W A,63,0.00000,40.60225,0.78701,1.06493,3.34942,0.00000,0.00044,0.00084,16.28325,20.15472,11.54625,31.70097
15 0 W A,64,0.00000,40.80916,0.78904,1.05461,3.34077,0.00000,0.00044,0.00084,16.28316,20.15457,11.54628,31.70086
15 0 W A,65,0.00000,41.01444,0.79119,1.04491,3.33243,0.00000,0.00044,0.00085,16.28306,20.15443,11.54632,31.70074
15 0 W A,66,0.00000,41.21816,0.79345,1.03579,3.32439,0.00000,0.00044,0.00085,16.28296,20.15428,11.54635,31.70063
15 0 W A,67,0.00000,41.42040,0.79581,1.02721,3.31664,0.00000,0.00044,0.00085,16.28287,20.15413,11.54639,31.70052
15 0 W A,68,0.00000,41.62122,0.79827,1.01914,3.30917,0.00000,0.00044,0.00085,16.28277,20.15398,11.54642,31.70040
15 0 W A,69,0.00000,41.82069,0.80080,1.01154,3.30196,0.00000,0.00043,0.00085,16.28267,20.15384,11.54646,31.70029
15 0 W A,70,0.00000,42.01887,0.80341,1.00439,3.29501,0.00000,0.00043,0.00086,16.28258,20.15369,11.54649,31.70018
15 0 W A,71,0.00000,42.21582,0.80609,0.99766,3.28831,0.00000,0.00043,0.00086,16.28248,20.15354,11.54653,31.70007
15 0 W A,72,0.00000,42.41159,0.80884,0.99131,3.28185,0.00000,0.00043,0.00086,16.28239,20.15340,11.54656,31.69996
15 0 W A,73,0.00000,42.60624,0.81164,0.98534,3.27562,0.00000,0.00043,0.00086,16.28229,20.15325,11.54660,31.69985
15 0 W A,74,0.00000,42.79980,0.81449,0.97970,3.26961,0.00000,0.00043,0.00087,16.28220,20.15310,11.54664,31.69974
15 0 W A,75,0.00000,42.99233,0.81739,0.97440,3.26381,0.00000,0.00043,0.00087,16.28210,20.15296,11.54667,31.69963
15 0 W A,76,0.00000,43.18386,0.82033,0.96939,3.25822,0.00000,0.00043,0.00087,16.28201,20.15281,11.54671,31.69952
15 0 W A,77,0.00000,43.37444,0.82330,0.96467,3.25282,0.00000,0.00043,0.00087,16.28191,20.15266,11.54675,31.69941
15 0 W A,78,0.00000,43.56411,0.82631,0.96022,3.24762,0.00000,0.00043,0.00088,16.28182,20.15252,11.54678,31.69930
15 0 W A,79,0.00000,43.75290,0.82936,0.95603,3.24260,0.00000,0.00043,0.00088,16.28172,20.15237,11.54682,31.69919
15 0 W A,80,0.00000,43.94084,0.83243,0.95207,3.23776,0.00000,0.00043,0.00088,16.28162,20.15223,11.54686,31.69909
15 0 W A,81,0.00000,44.12797,0.83552,0.94833,3.23309,0.00000,0.00043,0.00088,16.28153,20.15208,11.54690,31.69898
15 0 W A,82,0.00000,44.31431,0.83863,0.94481,3.22859,0.00000,0.00043,0.00089,16.28143,20.15194,11.54693,31.69887
15 0 W A,83,0.00000,44.49990,0.84177,0.94148,3.22424,0.00000,0.00043,0.00089,16.28134,20.15179,11.54697,31.69876
15 0 W A,84,0.00000,44.68476,0.84492,0.93834,3.22005,0.00000,0.00042,0.00089,16.28124,20.15165,11.54701,31.69866
15 0 W A,85,0.00000,44.86892,0.84809,0.93537,3.21600,0.00000,0.00042,0.00089,16.28115,20.15150,11.54705,31.69855
15 0 W A,86,0.00000,45.05240,0.85127,0.93257,3.21210,0.00000,0.00042,0.00090,16.28106,20.15136,11.54708,31.69844
15 0 W A,87,0.00000,45.23522,0.85446,0.92993,3.20834,0.00000,0.00042,0.00090,16.28096,20.15121,11.54712,31.69834
15 0 W A,88,0.00000,45.41742,0.85767,0.92744,3.20471,0.00000,0.00042,0.00090,16.28087,20.15107,11.54716,31.69823
15 0 W A,89,0.00000,45.59899,0.86088,0.92508,3.20120,0.00000,0.00042,0.00091,16.28077,20.15092,11.54720,31.69812
15 0 W A,90,0.00000,45.77998,0.86410,0.92286,3.19782,0.00000,0.00042,0.00091,16.28068,20.15078,11.54724,31.69802
15 0 W A,91,0.00000,45.96039,0.86733,0.92075,3.19456,0.00000,0.00042,0.00091,16.28058,20.15063,11.54728,31.69791
15 0 W A,92,0.00000,46.14024,0.87056,0.91877,3.19141,0.00000,0.00042,0.00091,16.28049,20.15049,11.54732,31.69781
15 0 W A,93,0.00000,46.31955,0.87380,0.91689,3.18838,0.00000,0.00042,0.00092,16.28039,20.15035,11.54736,31.69770
15 0 W A,94,0.00000,46.49833,0.87704,0.91512,3.18545,0.00000,0.00042,0.00092,16.28030,20.15020,11.54740,31.69760
15 0 W A,95,0.00000,46.67661,0.88028,0.91345,3.18262,0.00000,0.00042,0.00092,16.28020,20.15006,11.54744,31.69749
15 0 W A,96,0.00000,46.85439,0.88353,0.91187,3.17989,0.00000,0.00042,0.00092,16.28011,20.14991,11.54748,31.69739
15 0 W A,97,0.00000,47.03168,0.88678,0.91037,3.17726,0.00000,0.00042,0.00093,16.28001,20.14977,11.54752,31.69728
