treatment,day,DOMaddition,DOM,bact_DOM,bact,fungi,respSubstrate,baselineResp,respSoil,POM,MAOMs,MAOMp,MAOM
12 0 W A,0,0.00000,1.91485,6.31152,18.00130,5.73234,0.00000,0.00164,0.00164,16.28991,20.16519,11.54465,31.70985
12 0 W A,1,0.00000,4.21302,5.77991,16.57130,5.59609,0.00000,0.00193,0.00194,16.28981,20.16504,11.54465,31.70969
12 0 W A,2,0.00000,6.33534,5.29728,15.26226,5.46594,0.00000,0.00180,0.00182,16.28972,20.16489,11.54466,31.70954
12 0 W A,3,0.00000,8.29652,4.85916,14.06391,5.34158,0.00000,0.00167,0.00171,16.28962,20.16473,11.54466,31.70939
12 0 W A,4,0.00000,10.11013,4.46149,12.96685,5.22273,0.00000,0.00156,0.00160,16.28953,20.16458,11.54467,31.70925
12 0 W A,5,0.00000,11.78862,4.10056,11.96248,5.10912,0.00000,0.00146,0.00151,16.28944,20.16443,11.54468,31.70911
12 0 W A,6,0.00000,13.34339,3.77301,11.04291,5.00048,0.00000,0.00136,0.00143,16.28935,20.16428,11.54469,31.70897
12 0 W A,7,0.00000,14.78486,3.47578,10.20095,4.89659,0.00000,0.00127,0.00135,16.28925,20.16413,11.54470,31.70883
12 0 W A,8,0.00000,16.12257,3.20608,9.42998,4.79719,0.00000,0.00119,0.00128,16.28916,20.16398,11.54471,31.70869
12 0 W A,9,0.00000,17.36526,2.96140,8.72398,4.70209,0.00000,0.00112,0.00121,16.28907,20.16383,11.54473,31.70856
12 0 W A,10,0.00000,18.52090,2.73943,8.07741,4.61106,0.00000,0.00105,0.00115,16.28898,20.16368,11.54474,31.70842
12 0 W A,11,0.00000,19.59679,2.53807,7.48520,4.52392,0.00000,0.00099,0.00110,16.28889,20.16353,11.54476,31.70829
12 0 W A,12,0.00000,20.59962,2.35544,6.94273,4.44048,0.00000,0.00094,0.00105,16.28880,20.16339,11.54478,31.70816
12 0 W A,13,0.00000,21.53548,2.18979,6.44576,4.36056,0.00000,0.00088,0.00100,16.28871,20.16324,11.54480,31.70804
12 0 W A,14,0.00000,22.40995,2.03956,5.99041,4.28399,0.00000,0.00084,0.00096,16.28862,20.16310,11.54481,31.70791
12 0 W A,15,0.00000,23.22815,1.90332,5.57311,4.21062,0.00000,0.00079,0.00093,16.28853,20.16295,11.54484,31.70779
12 0 W A,16,0.00000,23.99473,1.77977,5.19063,4.14029,0.00000,0.00075,0.00089,16.28844,20.16281,11.54486,31.70766
12 0 W A,17,0.00000,24.71397,1.66774,4.83998,4.07287,0.00000,0.00071,0.00086,16.28835,20.16267,11.54488,31.70754
12 0 W A,18,0.00000,25.38975,1.56615,4.51845,4.00822,0.00000,0.00068,0.00083,16.28826,20.16252,11.54490,31.70742
12 0 W A,19,0.00000,26.02566,1.47403,4.22354,3.94621,0.00000,0.00065,0.00081,16.28817,20.16238,11.54492,31.70730
12 0 W A,20,0.00000,26.62495,1.39050,3.95298,3.88671,0.00000,0.00062,0.00078,16.28809,20.16224,11.54495,31.70719
12 0 W A,21,0.00000,27.19061,1.31476,3.70467,3.82962,0.00000,0.00059,0.00076,16.28800,20.16210,11.54497,31.70707
12 0 W A,22,0.00000,27.72535,1.24608,3.47672,3.77482,0.00000,0.00057,0.00074,16.28791,20.16196,11.54499,31.70696
12 0 W A,23,0.00000,28.23166,1.18380,3.26738,3.72221,0.00000,0.00055,0.00072,16.28783,20.16183,11.54502,31.70684
12 0 W A,24,0.00000,28.71183,1.12732,3.07505,3.67169,0.00000,0.00053,0.00071,16.28774,20.16169,11.54504,31.70673
12 0 W A,25,0.00000,29.16794,1.07610,2.89828,3.62317,0.00000,0.00051,0.00069,16.28766,20.16155,11.54507,31.70662
12 0 W A,26,0.00000,29.60188,1.02966,2.73574,3.57655,0.00000,0.00049,0.00068,16.28757,20.16142,11.54509,31.70651
12 0 W A,27,0.00000,30.01540,0.98754,2.58620,3.53176,0.00000,0.00047,0.00066,16.28749,20.16128,11.54512,31.70640
12 0 W A,28,0.00000,30.41008,0.94935,2.44857,3.48871,0.00000,0.00046,0.00065,16.28740,20.16115,11.54515,31.70629
12 0 W A,29,0.00000,30.78739,0.91472,2.32182,3.44733,0.00000,0.00044,0.00064,16.28732,20.16102,11.54517,31.70619
12 0 W A,30,0.00000,31.14864,0.88332,2.20502,3.40754,0.00000,0.00043,0.00063,16.28724,20.16088,11.54520,31.70608
12 0 W A,31,0.00000,31.49506,0.85485,2.09733,3.36927,0.00000,0.00042,0.00062,16.28715,20.16075,11.54523,31.70598
12 0 W A,32,0.00000,31.82776,0.82905,1.99799,3.33246,0.00000,0.00041,0.00061,16.28707,20.16062,11.54525,31.70588
12 0 W A,33,0.00000,32.14775,0.80566,1.90627,3.29705,0.00000,0.00040,0.00061,16.28699,20.16049,11.54528,31.70577
12 0 W A,34,0.00000,32.45598,0.78447,1.82154,3.26298,0.00000,0.00039,0.00060,16.28691,20.16036,11.54531,31.70567
12 0 W A,35,0.00000,32.75329,0.76528,1.74322,3.23018,0.00000,0.00038,0.00059,16.28683,20.16023,11.54534,31.70557
12 0 W A,36,0.00000,33.04046,0.74792,1.67077,3.19861,0.00000,0.00037,0.00059,16.28675,20.16011,11.54536,31.70547
12 0 W A,37,0.00000,33.31821,0.73220,1.60369,3.16821,0.00000,0.00036,0.00058,16.28667,20.15998,11.54539,31.70537
12 0 W A,38,0.00000,33.58721,0.71799,1.54155,3.13894,0.00000,0.00035,0.00058,16.28659,20.15986,11.54542,31.70528
12 0 W A,39,0.00000,33.84805,0.70516,1.48394,3.11075,0.00000,0.00035,0.00057,16.28651,20.15973,11.54545,31.70518
12 0 W A,40,0.00000,34.10130,0.69358,1.43048,3.08359,0.00000,0.00034,0.00057,16.28643,20.15961,11.54548,31.70508
12 0 W A,41,0.00000,34.34745,0.68314,1.38085,3.05743,0.00000,0.00034,0.00057,16.28635,20.15948,11.54551,31.70499
12 0 W A,42,0.00000,34.58699,0.67374,1.33473,3.03221,0.00000,0.00033,0.00056,16.28627,20.15936,11.54554,31.70489
12 0 W A,43,0.00000,34.82034,0.66530,1.29184,3.00791,0.00000,0.00032,0.00056,16.28620,20.15924,11.54556,31.70480
12 0 W A,44,0.00000,35.04789,0.65772,1.25192,2.98449,0.00000,0.00032,0.00056,16.28612,20.15912,11.54559,31.70471
12 0 W A,45,0.00000,35.27003,0.65094,1.21474,2.96190,0.00000,0.00032,0.00056,16.28604,20.15899,11.54562,31.70462
12 0 W A,46,0.00000,35.48709,0.64489,1.18009,2.94012,0.00000,0.00031,0.00055,16.28596,20.15887,11.54565,31.70453
12 0 W A,47,0.00000,35.69937,0.63950,1.14776,2.91912,0.00000,0.00031,0.00055,16.28589,20.15875,11.54568,31.70444
12 0 W A,48,0.00000,35.90718,0.63472,1.11759,2.89886,0.00000,0.00030,0.00055,16.28581,20.15864,11.54571,31.70435
12 0 W A,49,0.00000,36.11077,0.63050,1.08940,2.87932,0.00000,0.00030,0.00055,16.28573,20.15852,11.54574,31.70426
12 0 W A,50,0.00000,36.31040,0.62679,1.06305,2.86047,0.00000,0.00030,0.00055,16.28566,20.15840,11.54577,31.70417
12 0 W A,51,0.00000,36.50629,0.62354,1.03840,2.84228,0.00000,0.00029,0.00055,16.28558,20.15828,11.54580,31.70408
12 0 W A,52,0.00000,36.69867,0.62073,1.01532,2.82472,0.00000,0.00029,0.00055,16.28551,20.15816,11.54583,31.70400
12 0 W A,53,0.00000,36.88772,0.61831,0.99371,2.80777,0.00000,0.00029,0.00055,16.28543,20.15805,11.54586,31.70391
12 0 W A,54,0.00000,37.07364,0.61625,0.97344,2.79141,0.00000,0.00028,0.00054,16.28536,20.15793,11.54589,31.70382
12 0 W A,55,0.00000,37.25660,0.61453,0.95443,2.77562,0.00000,0.00028,0.00054,16.28528,20.15782,11.54592,31.70374
12 0 W A,56,0.00000,37.43675,0.61310,0.93659,2.76037,0.00000,0.00028,0.00054,16.28521,20.15770,11.54595,31.70365
12 0 W A,57,0.00000,37.61424,0.61196,0.91983,2.74565,0.00000,0.00028,0.00054,16.28514,20.15759,11.54598,31.70357
12 0 W A,58,0.00000,37.78922,0.61107,0.90408,2.73143,0.00000,0.00028,0.00054,16.28506,20.15747,11.54601,31.70349
12 0 W A,59,0.00000,37.96181,0.61042,0.88927,2.71769,0.00000,0.00027,0.00054,16.28499,20.15736,11.54605,31.70340
12 0 W A,60,0.00000,38.13214,0.60999,0.87534,2.70442,0.00000,0.00027,0.00054,16.28492,20.15724,11.54608,31.70332
12 0 W A,61,0.00000,38.30032,0.60975,0.86222,2.69160,0.00000,0.00027,0.00054,16.28484,20.15713,11.54611,31.70324
12 0 W A,62,0.00000,38.46646,0.60969,0.84987,2.67922,0.00000,0.00027,0.00054,16.28477,20.15702,11.54614,31.70316
12 0 W A,63,0.00000,38.63065,0.60980,0.83823,2.66725,0.00000,0.00027,0.00055,16.28470,20.15691,11.54617,31.70308
12 0 W A,64,0.00000,38.79299,0.61007,0.82725,2.65569,0.00000,0.00027,0.00055,16.28463,20.15679,11.54620,31.70299
12 0 W A,65,0.00000,38.95358,0.61048,0.81690,2.64451,0.00000,0.00026,0.00055,16.28455,20.15668,11.54623,31.70291
12 0 W A,66,0.00000,39.11248,0.61101,0.80713,2.63371,0.00000,0.00026,0.00055,16.28448,20.15657,11.54627,31.70283
12 0 W A,67,0.00000,39.26978,0.61167,0.79790,2.62326,0.00000,0.00026,0.00055,16.28441,20.15646,11.54630,31.70276
12 0 W A,68,0.00000,39.42555,0.61243,0.78919,2.61317,0.00000,0.00026,0.00055,16.28434,20.15635,11.54633,31.70268
12 0 W A,69,0.00000,39.57986,0.61329,0.78096,2.60341,0.00000,0.00026,0.00055,16.28427,20.15624,11.54636,31.70260
12 0 W A,70,0.00000,39.73278,0.61424,0.77317,2.59397,0.00000,0.00026,0.00055,16.28419,20.15613,11.54639,31.70252
12 0 W A,71,0.00000,39.88437,0.61528,0.76581,2.58484,0.00000,0.00026,0.00055,16.28412,20.15602,11.54643,31.70244
12 0 W A,72,0.00000,40.03468,0.61640,0.75885,2.57602,0.00000,0.00026,0.00055,16.28405,20.15591,11.54646,31.70236
12 0 W A,73,0.00000,40.18377,0.61758,0.75226,2.56748,0.00000,0.00025,0.00055,16.28398,20.15580,11.54649,31.70229
12 0 W A,74,0.00000,40.33169,0.61883,0.74602,2.55923,0.00000,0.00025,0.00055,16.28391,20.15569,11.54652,31.70221
12 0 W A,75,0.00000,40.47849,0.62014,0.74012,2.55124,0.00000,0.00025,0.00055,16.28384,20.15558,11.54656,31.70213
12 0 W A,76,0.00000,40.62422,0.62150,0.73452,2.54352,0.00000,0.00025,0.00056,16.28377,20.15547,11.54659,31.70206
12 0 W A,77,0.00000,40.76891,0.62291,0.72922,2.53604,0.00000,0.00025,0.00056,16.28370,20.15536,11.54662,31.70198
12 0 W A,78,0.00000,40.91262,0.62436,0.72419,2.52882,0.00000,0.00025,0.00056,16.28363,20.15525,11.54665,31.70190
12 0 W A,79,0.00000,41.05537,0.62586,0.71943,2.52182,0.00000,0.00025,0.00056,16.28356,20.15514,11.54669,31.70183
12 0 W A,80,0.00000,41.19721,0.62739,0.71491,2.51505,0.00000,0.00025,0.00056,16.28349,20.15503,11.54672,31.70175
12 0 W A,81,0.00000,41.33817,0.62896,0.71063,2.50851,0.00000,0.00025,0.00056,16.28341,20.15493,11.54675,31.70168
12 0 W A,82,0.00000,41.47829,0.63056,0.70656,2.50217,0.00000,0.00025,0.00056,16.28334,20.15482,11.54679,31.70160
12 0 W A,83,0.00000,41.61759,0.63218,0.70270,2.49604,0.00000,0.00025,0.00056,16.28327,20.15471,11.54682,31.70153
12 0 W A,84,0.00000,41.75611,0.63384,0.69904,2.49010,0.00000,0.00025,0.00056,16.28320,20.15460,11.54685,31.70146
12 0 W A,85,0.00000,41.89387,0.63551,0.69556,2.48436,0.00000,0.00025,0.00057,16.28313,20.15450,11.54689,31.70138
12 0 W A,86,0.00000,42.03091,0.63720,0.69226,2.47880,0.00000,0.00025,0.00057,16.28306,20.15439,11.54692,31.70131
12 0 W A,87,0.00000,42.16724,0.63892,0.68912,2.47342,0.00000,0.00025,0.00057,16.28299,20.15428,11.54695,31.70124
12 0 W A,88,0.00000,42.30290,0.64065,0.68614,2.46821,0.00000,0.00024,0.00057,16.28292,20.15417,11.54699,31.70116
12 0 W A,89,0.00000,42.43790,0.64240,0.68331,2.46317,0.00000,0.00024,0.00057,16.28286,20.15407,11.54702,31.70109
12 0 W A,90,0.00000,42.57227,0.64416,0.68062,2.45828,0.00000,0.00024,0.00057,16.28279,20.15396,11.54706,31.70102
12 0 W A,91,0.00000,42.70604,0.64593,0.67807,2.45356,0.00000,0.00024,0.00057,16.28272,20.15385,11.54709,31.70094
12 0 W A,92,0.00000,42.83921,0.64771,0.67564,2.44898,0.00000,0.00024,0.00057,16.28265,20.15375,11.54713,31.70087
12 0 W A,93,0.00000,42.97181,0.64950,0.67333,2.44455,0.00000,0.00024,0.00058,16.28258,20.15364,11.54716,31.70080
12 0 W A,94,0.00000,43.10385,0.65130,0.67113,2.44026,0.00000,0.00024,0.00058,16.28251,20.15353,11.54719,31.70073
12 0 W A,95,0.00000,43.23536,0.65311,0.66904,2.43611,0.00000,0.00024,0.00058,16.28244,20.15343,11.54723,31.70066
12 0 W A,96,0.00000,43.36636,0.65493,0.66706,2.43209,0.00000,0.00024,0.00058,16.28237,20.15332,11.54726,31.70059
12 0 W A,97,0.00000,43.49685,0.65675,0.66517,2.42820,0.00000,0.00024,0.00058,16.28230,20.15322,11.54730,31.70051
12 0 W A,98,0.00000,43.62685,0.65858,0.66337,2.42443,0.00000,0.00024,0.00058,16.28223,20.15311,11.54733,31.70044
12 0 W A,99,0.00000,43.75639,0.66041,0.66166,2.42077,0.00000,0.00024,0.00058,16.28216,20.15300,11.54737,31.70037
12 0 W A,100,0.00000,43.88546,0.66224,0.66003,2.41724,0.00000,0.00024,0.00058,16.28209,20.15290,11.54740,31.70030
12 0 W A,101,0.00000,44.01409,0.66408,0.65849,2.41381,0.00000,0.00024,0.00059,16.28202,20.15279,11.54744,31.70023
12 0 W A,102,0.00000,44.14228,0.66592,0.65701,2.41050,0.00000,0.00024,0.00059,16.28195,20.15269,11.54748,31.70016
12 0 W A,103,0.00000,44.27006,0.66776,0.65561,2.40728,0.00000,0.00024,0.00059,16.28188,20.15258,11.54751,31.70009
12 0 W A,104,0.00000,44.39743,0.66961,0.65428,2.40417,0.00000,0.00024,0.00059,16.28182,20.15247,11.54755,31.70002
12 0 W A,105,0.00000,44.52440,0.67145,0.65301,2.40116,0.00000,0.00024,0.00059,16.28175,20.15237,11.54758,31.69995
12 0 W A,106,0.00000,44.65098,0.67330,0.65180,2.39824,0.00000,0.00024,0.00059,16.28168,20.15226,11.54762,31.69988
12 0 W A,107,0.00000,44.77718,0.67514,0.65065,2.39541,0.00000,0.00024,0.00059,16.28161,20.15216,11.54765,31.69981
12 0 W A,108,0.00000,44.90302,0.67699,0.64956,2.39268,0.00000,0.00024,0.00060,16.28154,20.15205,11.54769,31.69974
12 0 W A,109,0.00000,45.02851,0.67884,0.64852,2.39002,0.00000,0.00024,0.00060,16.28147,20.15195,11.54773,31.69967
12 0 W A,110,0.00000,45.15364,0.68068,0.64753,2.38745,0.00000,0.00024,0.00060,16.28140,20.15184,11.54776,31.69961
12 0 W A,111,0.00000,45.27844,0.68253,0.64658,2.38497,0.00000,0.00024,0.00060,16.28133,20.15174,11.54780,31.69954
12 0 W A,112,0.00000,45.40290,0.68438,0.64568,2.38256,0.00000,0.00024,0.00060,16.28126,20.15163,11.54784,31.69947
12 0 W A,113,0.00000,45.52704,0.68622,0.64483,2.38022,0.00000,0.00024,0.00060,16.28120,20.15153,11.54787,31.69940
12 0 W A,114,0.00000,45.65087,0.68807,0.64401,2.37796,0.00000,0.00024,0.00060,16.28113,20.15142,11.54791,31.69933
12 0 W A,115,0.00000,45.77438,0.68991,0.64324,2.37577,0.00000,0.00024,0.00060,16.28106,20.15132,11.54795,31.69926
12 0 W A,116,0.00000,45.89760,0.69175,0.64250,2.37365,0.00000,0.00024,0.00061,16.28099,20.15121,11.54798,31.69920
12 0 W A,117,0.00000,46.02052,0.69359,0.64180,2.37159,0.00000,0.00024,0.00061,16.28092,20.15111,11.54802,31.69913
12 0 W A,118,0.00000,46.14315,0.69543,0.64113,2.36960,0.00000,0.00024,0.00061,16.28085,20.15100,11.54806,31.69906
12 0 W A,119,0.00000,46.26550,0.69727,0.64049,2.36767,0.00000,0.00024,0.00061,16.28078,20.15090,11.54809,31.69899
12 0 W A,120,0.00000,46.38757,0.69910,0.63989,2.36580,0.00000,0.00024,0.00061,16.28071,20.15079,11.54813,31.69892
12 0 W A,121,0.00000,46.50937,0.70094,0.63931,2.36399,0.00000,0.00024,0.00061,16.28065,20.15069,11.54817,31.69886
12 0 W A,122,0.00000,46.63091,0.70277,0.63876,2.36223,0.00000,0.00024,0.00061,16.28058,20.15058,11.54821,31.69879
12 0 W A,123,0.00000,46.75219,0.70460,0.63824,2.36053,0.00000,0.00024,0.00061,16.28051,20.15048,11.54824,31.69872
12 0 W A,124,0.00000,46.87321,0.70643,0.63774,2.35889,0.00000,0.00024,0.00062,16.28044,20.15038,11.54828,31.69866
12 0 W A,125,0.00000,46.99399,0.70826,0.63726,2.35729,0.00000,0.00024,0.00062,16.28037,20.15027,11.54832,31.69859
12 0 W A,126,0.00000,47.11452,0.71009,0.63681,2.35574,0.00000,0.00024,0.00062,16.28030,20.15017,11.54836,31.69852
12 0 W A,127,0.00000,47.23481,0.71191,0.63638,2.35425,0.00000,0.00024,0.00062,16.28023,20.15006,11.54839,31.69846
12 0 W A,128,0.00000,47.35486,0.71373,0.63598,2.35280,0.00000,0.00024,0.00062,16.28017,20.14996,11.54843,31.69839
12 0 W A,129,0.00000,47.47468,0.71555,0.63559,2.35139,0.00000,0.00024,0.00062,16.28010,20.14985,11.54847,31.69832
12 0 W A,130,0.00000,47.59428,0.71737,0.63522,2.35003,0.00000,0.00024,0.00062,16.28003,20.14975,11.54851,31.69826
12 0 W A,131,0.00000,47.71365,0.71919,0.63487,2.34871,0.00000,0.00024,0.00063,16.27996,20.14964,11.54855,31.69819
12 0 W A,132,0.00000,47.83280,0.72100,0.63453,2.34743,0.00000,0.00024,0.00063,16.27989,20.14954,11.54859,31.69813
12 0 W A,133,0.00000,47.95173,0.72282,0.63421,2.34620,0.00000,0.00024,0.00063,16.27982,20.14944,11.54863,31.69806
12 0 W A,134,0.00000,48.07045,0.72463,0.63391,2.34500,0.00000,0.00024,0.00063,16.27975,20.14933,11.54866,31.69799
12 0 W A,135,0.00000,48.18896,0.72644,0.63362,2.34384,0.00000,0.00024,0.00063,16.27969,20.14923,11.54870,31.69793
12 0 W A,136,0.00000,48.30726,0.72825,0.63335,2.34271,0.00000,0.00024,0.00063,16.27962,20.14912,11.54874,31.69786
12 0 W A,137,0.00000,48.42537,0.73005,0.63309,2.34162,0.00000,0.00024,0.00063,16.27955,20.14902,11.54878,31.69780
12 0 W A,138,0.00000,48.54327,0.73186,0.63284,2.34056,0.00000,0.00024,0.00063,16.27948,20.14891,11.54882,31.69773
12 0 W A,139,0.00000,48.66097,0.73366,0.63260,2.33954,0.00000,0.00024,0.00063,16.27941,20.14881,11.54886,31.69767
12 0 W A,140,0.00000,48.77848,0.73546,0.63238,2.33855,0.00000,0.00024,0.00064,16.27934,20.14871,11.54890,31.69760
12 0 W A,141,0.00000,48.89579,0.73726,0.63217,2.33759,0.00000,0.00024,0.00064,16.27928,20.14860,11.54894,31.69754
12 0 W A,142,0.00000,49.01292,0.73906,0.63196,2.33666,0.00000,0.00024,0.00064,16.27921,20.14850,11.54898,31.69747
12 0 W A,143,0.00000,49.12986,0.74085,0.63177,2.33576,0.00000,0.00024,0.00064,16.27914,20.14839,11.54902,31.69741
12 0 W A,144,0.00000,49.24661,0.74265,0.63159,2.33489,0.00000,0.00024,0.00064,16.27907,20.14829,11.54906,31.69735
12 0 W A,145,0.00000,49.36318,0.74444,0.63142,2.33404,0.00000,0.00024,0.00064,16.27900,20.14818,11.54910,31.69728
12 0 W A,146,0.00000,49.47958,0.74623,0.63125,2.33322,0.00000,0.00024,0.00064,16.27893,20.14808,11.54914,31.69722
12 0 W A,147,0.00000,49.59579,0.74802,0.63110,2.33243,0.00000,0.00024,0.00064,16.27886,20.14798,11.54918,31.69715
12 0 W A,148,0.00000,49.71183,0.74981,0.63095,2.33166,0.00000,0.00024,0.00065,16.27880,20.14787,11.54922,31.69709
12 0 W A,149,0.00000,49.82770,0.75160,0.63081,2.33092,0.00000,0.00024,0.00065,16.27873,20.14777,11.54926,31.69703
12 0 W A,150,0.00000,49.94339,0.75338,0.63067,2.33020,0.00000,0.00024,0.00065,16.27866,20.14766,11.54930,31.69696
12 0 W A,151,0.00000,50.05891,0.75517,0.63055,2.32950,0.00000,0.00024,0.00065,16.27859,20.14756,11.54934,31.69690
12 0 W A,152,0.00000,50.17427,0.75695,0.63043,2.32882,0.00000,0.00024,0.00065,16.27852,20.14746,11.54938,31.69683
12 0 W A,153,0.00000,50.28946,0.75873,0.63032,2.32817,0.00000,0.00024,0.00065,16.27845,20.14735,11.54942,31.69677
12 0 W A,154,0.00000,50.40448,0.76051,0.63021,2.32754,0.00000,0.00024,0.00065,16.27838,20.14725,11.54946,31.69671
12 0 W A,155,0.00000,50.51934,0.76229,0.63011,2.32692,0.00000,0.00024,0.00065,16.27832,20.14714,11.54950,31.69664
12 0 W A,156,0.00000,50.63404,0.76406,0.63001,2.32633,0.00000,0.00024,0.00065,16.27825,20.14704,11.54954,31.69658
12 0 W A,157,0.00000,50.74858,0.76584,0.62992,2.32575,0.00000,0.00024,0.00066,16.27818,20.14694,11.54958,31.69652
12 0 W A,158,0.00000,50.86297,0.76761,0.62983,2.32519,0.00000,0.00024,0.00066,16.27811,20.14683,11.54962,31.69646
12 0 W A,159,0.00000,50.97719,0.76939,0.62975,2.32465,0.00000,0.00024,0.00066,16.27804,20.14673,11.54966,31.69639
12 0 W A,160,0.00000,51.09126,0.77116,0.62967,2.32413,0.00000,0.00024,0.00066,16.27797,20.14662,11.54971,31.69633
12 0 W B,0,0.00000,0.58619,2.01237,5.74103,1.35631,0.00000,0.00049,0.00049,5.42997,6.72173,3.84822,10.56995
12 0 W B,1,0.00000,1.29449,1.84284,5.28644,1.33837,0.00000,0.00059,0.00059,5.42994,6.72168,3.84822,10.56990
12 0 W B,2,0.00000,1.94615,1.68891,4.87029,1.32115,0.00000,0.00054,0.00055,5.42991,6.72163,3.84822,10.56985
12 0 W B,3,0.00000,2.54569,1.54914,4.48933,1.30462,0.00000,0.00051,0.00051,5.42988,6.72158,3.84823,10.56981
12 0 W B,4,0.00000,3.09735,1.42225,4.14056,1.28874,0.00000,0.00047,0.00048,5.42985,6.72152,3.84824,10.56977
12 0 W B,5,0.00000,3.60513,1.30706,3.82124,1.27349,0.00000,0.00044,0.00045,5.42982,6.72147,3.84825,10.56973
12 0 W B,6,0.00000,4.07271,1.20249,3.52888,1.25884,0.00000,0.00041,0.00043,5.42979,6.72142,3.84827,10.56969
12 0 W B,7,0.00000,4.50349,1.10758,3.26117,1.24476,0.00000,0.00039,0.00040,5.42976,6.72137,3.84829,10.56966
12 0 W B,8,0.00000,4.90061,1.02143,3.01603,1.23122,0.00000,0.00036,0.00038,5.42973,6.72132,3.84830,10.56963
12 0 W B,9,0.00000,5.26694,0.94324,2.79154,1.21821,0.00000,0.00034,0.00036,5.42970,6.72127,3.84833,10.56960
12 0 W B,10,0.00000,5.60512,0.87229,2.58593,1.20570,0.00000,0.00032,0.00034,5.42967,6.72122,3.84835,10.56957
12 0 W B,11,0.00000,5.91757,0.80789,2.39759,1.19366,0.00000,0.00030,0.00032,5.42964,6.72117,3.84837,10.56954
12 0 W B,12,0.00000,6.20650,0.74946,2.22506,1.18209,0.00000,0.00028,0.00030,5.42961,6.72112,3.84840,10.56952
12 0 W B,13,0.00000,6.47394,0.69644,2.06699,1.17095,0.00000,0.00027,0.00029,5.42958,6.72107,3.84843,10.56950
12 0 W B,14,0.00000,6.72172,0.64833,1.92214,1.16023,0.00000,0.00025,0.00028,5.42955,6.72102,3.84845,10.56948
12 0 W B,15,0.00000,6.95155,0.60467,1.78938,1.14991,0.00000,0.00024,0.00026,5.42952,6.72097,3.84848,10.56946
12 0 W B,16,0.00000,7.16496,0.56506,1.66768,1.13998,0.00000,0.00023,0.00025,5.42949,6.72092,3.84851,10.56944
12 0 W B,17,0.00000,7.36337,0.52912,1.55610,1.13042,0.00000,0.00022,0.00024,5.42946,6.72088,3.84854,10.56942
12 0 W B,18,0.00000,7.54806,0.49651,1.45376,1.12121,0.00000,0.00021,0.00023,5.42943,6.72083,3.84857,10.56940
12 0 W B,19,0.00000,7.72019,0.46692,1.35989,1.11234,0.00000,0.00020,0.00022,5.42940,6.72078,3.84861,10.56939
12 0 W B,20,0.00000,7.88085,0.44007,1.27374,1.10379,0.00000,0.00019,0.00021,5.42937,6.72073,3.84864,10.56937
12 0 W B,21,0.00000,8.03100,0.41570,1.19467,1.09556,0.00000,0.00018,0.00021,5.42935,6.72068,3.84867,10.56936
12 0 W B,22,0.00000,8.17154,0.39359,1.12206,1.08762,0.00000,0.00017,0.00020,5.42932,6.72064,3.84870,10.56934
12 0 W B,23,0.00000,8.30327,0.37352,1.05536,1.07998,0.00000,0.00017,0.00019,5.42929,6.72059,3.84874,10.56933
12 0 W B,24,0.00000,8.42693,0.35530,0.99407,1.07261,0.00000,0.00016,0.00019,5.42926,6.72054,3.84877,10.56931
12 0 W B,25,0.00000,8.54320,0.33877,0.93772,1.06550,0.00000,0.00016,0.00018,5.42923,6.72050,3.84881,10.56930
12 0 W B,26,0.00000,8.65268,0.32376,0.88589,1.05865,0.00000,0.00015,0.00018,5.42920,6.72045,3.84884,10.56929
12 0 W B,27,0.00000,8.75593,0.31013,0.83820,1.05204,0.00000,0.00015,0.00017,5.42918,6.72040,3.84888,10.56928
12 0 W B,28,0.00000,8.85345,0.29777,0.79428,1.04567,0.00000,0.00014,0.00017,5.42915,6.72036,3.84891,10.56927
12 0 W B,29,0.00000,8.94572,0.28654,0.75382,1.03953,0.00000,0.00014,0.00016,5.42912,6.72031,3.84895,10.56926
12 0 W B,30,0.00000,9.03315,0.27634,0.71653,1.03360,0.00000,0.00013,0.00016,5.42909,6.72027,3.84898,10.56925
12 0 W B,31,0.00000,9.11613,0.26709,0.68213,1.02788,0.00000,0.00013,0.00015,5.42907,6.72022,3.84902,10.56924
12 0 W B,32,0.00000,9.19499,0.25869,0.65038,1.02236,0.00000,0.00013,0.00015,5.42904,6.72018,3.84905,10.56923
12 0 W B,33,0.00000,9.27007,0.25106,0.62106,1.01703,0.00000,0.00012,0.00015,5.42901,6.72013,3.84909,10.56922
12 0 W B,34,0.00000,9.34166,0.24415,0.59396,1.01189,0.00000,0.00012,0.00014,5.42898,6.72009,3.84912,10.56921
12 0 W B,35,0.00000,9.41001,0.23787,0.56889,1.00692,0.00000,0.00012,0.00014,5.42896,6.72004,3.84916,10.56920
12 0 W B,36,0.00000,9.47537,0.23217,0.54570,1.00213,0.00000,0.00012,0.00014,5.42893,6.72000,3.84920,10.56919
12 0 W B,37,0.00000,9.53796,0.22701,0.52421,0.99751,0.00000,0.00011,0.00014,5.42890,6.71995,3.84923,10.56919
12 0 W B,38,0.00000,9.59798,0.22233,0.50430,0.99304,0.00000,0.00011,0.00013,5.42888,6.71991,3.84927,10.56918
12 0 W B,39,0.00000,9.65562,0.21809,0.48583,0.98873,0.00000,0.00011,0.00013,5.42885,6.71987,3.84930,10.56917
