treatment,day,DOM_added,respSoil,respSubstrate,resp,baselineRespbulk,respDOM,respPriming,DOMSoil,DOMSubstrate,POMSoil,POMSubstrate,MAOMSoil,MAOMSubstrate,CN_DOM,CN_MAOM,bactSoil,bactSubstrate,fungiSoil,fungiSubstrate,MB,rhiz,bulk,fungi,bact,FB,treatmentID,setID
control,32,0.00000,0.24202,0.00000,0.24202,0.20899,0.01984,0.01318,0.03699,0.00000,16.09376,0.00000,31.68596,0.00000,4.76508,14.99994,111.46610,0.00000,55.35025,0.00000,166.81635,34.58033,132.23602,55.35025,111.46610,0.49657,1,1
control,33,0.00000,0.24094,0.00000,0.24094,0.20913,0.01980,0.01201,0.03734,0.00000,16.08815,0.00000,31.68542,0.00000,4.70276,14.99993,111.45167,0.00000,55.38206,0.00000,166.83374,34.50878,132.32496,55.38206,111.45167,0.49692,1,1
control,34,0.00000,0.23988,0.00000,0.23988,0.20927,0.01976,0.01085,0.03769,0.00000,16.08256,0.00000,31.68488,0.00000,4.64357,14.99993,111.43981,0.00000,55.41376,0.00000,166.85357,34.44042,132.41315,55.41376,111.43981,0.49725,1,1
control,35,0.00000,0.23883,0.00000,0.23883,0.20941,0.01972,0.00970,0.03803,0.00000,16.07699,0.00000,31.68436,0.00000,4.58727,14.99992,111.43046,0.00000,55.44533,0.00000,166.87579,34.37521,132.50059,55.44533,111.43046,0.49758,1,1
control,36,0.00000,0.23779,0.00000,0.23779,0.20955,0.01968,0.00856,0.03837,0.00000,16.07143,0.00000,31.68384,0.00000,4.53366,14.99991,111.42358,0.00000,55.47678,0.00000,166.90036,34.31308,132.58728,55.47678,111.42358,0.49789,1,1
control,37,0.00000,0.23676,0.00000,0.23676,0.20969,0.01965,0.00743,0.03871,0.00000,16.06589,0.00000,31.68334,0.00000,4.48253,14.99991,111.41912,0.00000,55.50810,0.00000,166.92722,34.25398,132.67324,55.50810,111.41912,0.49819,1,1
control,38,0.00000,0.23574,0.00000,0.23574,0.20982,0.01961,0.00630,0.03904,0.00000,16.06036,0.00000,31.68284,0.00000,4.43372,14.99990,111.41702,0.00000,55.53930,0.00000,166.95632,34.19785,132.75847,55.53930,111.41702,0.49848,1,1
control,39,0.00000,0.23473,0.00000,0.23473,0.20996,0.01958,0.00519,0.03937,0.00000,16.05486,0.00000,31.68235,0.00000,4.38705,14.99989,111.41724,0.00000,55.57037,0.00000,166.98761,34.14464,132.84297,55.57037,111.41724,0.49876,1,1
control,40,0.00000,0.23373,0.00000,0.23373,0.21009,0.01955,0.00408,0.03970,0.00000,16.04937,0.00000,31.68187,0.00000,4.34240,14.99988,111.41974,0.00000,55.60132,0.00000,167.02106,34.09430,132.92676,55.60132,111.41974,0.49903,1,1
control,41,0.00000,0.23273,0.00000,0.23273,0.21022,0.01952,0.00299,0.04002,0.00000,16.04389,0.00000,31.68140,0.00000,4.29961,14.99988,111.42447,0.00000,55.63213,0.00000,167.05660,34.04677,133.00983,55.63213,111.42447,0.49928,1,1
control,42,0.00000,0.23175,0.00000,0.23175,0.21036,0.01949,0.00190,0.04034,0.00000,16.03843,0.00000,31.68094,0.00000,4.25858,14.99987,111.43137,0.00000,55.66282,0.00000,167.09420,34.00201,133.09219,55.66282,111.43137,0.49953,1,1
control,43,0.00000,0.23077,0.00000,0.23077,0.21049,0.01947,0.00082,0.04066,0.00000,16.03299,0.00000,31.68049,0.00000,4.21919,14.99986,111.44042,0.00000,55.69338,0.00000,167.13380,33.95996,133.17385,55.69338,111.44042,0.49976,1,1
control,44,0.00000,0.23006,0.00000,0.23006,0.21061,0.01944,0.00000,0.04097,0.00000,16.02756,0.00000,31.68004,0.00000,4.18134,14.99985,111.45156,0.00000,55.72381,0.00000,167.17537,33.92056,133.25481,55.72381,111.45156,0.49998,1,1
control,45,0.00000,0.23016,0.00000,0.23016,0.21074,0.01942,0.00000,0.04128,0.00000,16.02213,0.00000,31.67960,0.00000,4.14494,14.99984,111.46474,0.00000,55.75411,0.00000,167.21886,33.88378,133.33507,55.75411,111.46474,0.50020,1,1
control,46,0.00000,0.23027,0.00000,0.23027,0.21087,0.01940,0.00000,0.04159,0.00000,16.01669,0.00000,31.67916,0.00000,4.10989,14.99983,111.47993,0.00000,55.78428,0.00000,167.26422,33.84956,133.41465,55.78428,111.47993,0.50040,1,1
control,47,0.00000,0.23038,0.00000,0.23038,0.21100,0.01938,0.00000,0.04189,0.00000,16.01125,0.00000,31.67872,0.00000,4.07612,14.99982,111.49709,0.00000,55.81432,0.00000,167.31141,33.81786,133.49355,55.81432,111.49709,0.50059,1,1
control,48,0.00000,0.23048,0.00000,0.23048,0.21112,0.01936,0.00000,0.04219,0.00000,16.00581,0.00000,31.67828,0.00000,4.04356,14.99980,111.51616,0.00000,55.84422,0.00000,167.36039,33.78862,133.57177,55.84422,111.51616,0.50077,1,1
control,49,0.00000,0.23059,0.00000,0.23059,0.21124,0.01935,0.00000,0.04249,0.00000,16.00036,0.00000,31.67784,0.00000,4.01213,14.99979,111.53712,0.00000,55.87399,0.00000,167.41111,33.76180,133.64931,55.87399,111.53712,0.50095,1,1
control,50,0.00000,0.23070,0.00000,0.23070,0.21137,0.01933,0.00000,0.04279,0.00000,15.99491,0.00000,31.67741,0.00000,3.98178,14.99978,111.55991,0.00000,55.90363,0.00000,167.46354,33.73735,133.72619,55.90363,111.55991,0.50111,1,1
control,51,0.00000,0.23080,0.00000,0.23080,0.21149,0.01932,0.00000,0.04308,0.00000,15.98946,0.00000,31.67698,0.00000,3.95245,14.99977,111.58450,0.00000,55.93313,0.00000,167.51763,33.71523,133.80240,55.93313,111.58450,0.50126,1,1
control,52,0.00000,0.23091,0.00000,0.23091,0.21161,0.01930,0.00000,0.04336,0.00000,15.98401,0.00000,31.67654,0.00000,3.92407,14.99976,111.61085,0.00000,55.96249,0.00000,167.57334,33.69539,133.87795,55.96249,111.61085,0.50141,1,1
control,53,0.00000,0.23102,0.00000,0.23102,0.21173,0.01929,0.00000,0.04365,0.00000,15.97855,0.00000,31.67611,0.00000,3.89660,14.99974,111.63892,0.00000,55.99172,0.00000,167.63063,33.67779,133.95284,55.99172,111.63892,0.50154,1,1
control,54,0.00000,0.23113,0.00000,0.23113,0.21185,0.01928,0.00000,0.04393,0.00000,15.97309,0.00000,31.67569,0.00000,3.87000,14.99973,111.66866,0.00000,56.02080,0.00000,167.68947,33.66238,134.02709,56.02080,111.66866,0.50167,1,1
control,55,0.00000,0.23124,0.00000,0.23124,0.21196,0.01927,0.00000,0.04421,0.00000,15.96763,0.00000,31.67526,0.00000,3.84422,14.99971,111.70005,0.00000,56.04976,0.00000,167.74981,33.64912,134.10069,56.04976,111.70005,0.50179,1,1
control,56,0.00000,0.23135,0.00000,0.23135,0.21208,0.01927,0.00000,0.04448,0.00000,15.96216,0.00000,31.67484,0.00000,3.81921,14.99970,111.73304,0.00000,56.07857,0.00000,167.81161,33.63796,134.17365,56.07857,111.73304,0.50190,1,1
control,57,0.00000,0.23146,0.00000,0.23146,0.21220,0.01926,0.00000,0.04475,0.00000,15.95670,0.00000,31.67441,0.00000,3.79494,14.99968,111.76760,0.00000,56.10724,0.00000,167.87484,33.62887,134.24597,56.10724,111.76760,0.50200,1,1
control,58,0.00000,0.23156,0.00000,0.23156,0.21231,0.01925,0.00000,0.04502,0.00000,15.95123,0.00000,31.67399,0.00000,3.77137,14.99967,111.80369,0.00000,56.13578,0.00000,167.93946,33.62180,134.31766,56.13578,111.80369,0.50209,1,1
control,59,0.00000,0.23167,0.00000,0.23167,0.21242,0.01925,0.00000,0.04529,0.00000,15.94575,0.00000,31.67357,0.00000,3.74848,14.99965,111.84127,0.00000,56.16417,0.00000,168.00544,33.61672,134.38872,56.16417,111.84127,0.50218,1,1
control,60,0.00000,0.23178,0.00000,0.23178,0.21254,0.01925,0.00000,0.04555,0.00000,15.94028,0.00000,31.67315,0.00000,3.72622,14.99963,111.88031,0.00000,56.19242,0.00000,168.07273,33.61357,134.45916,56.19242,111.88031,0.50225,1,1
control,61,0.00000,0.23189,0.00000,0.23189,0.21265,0.01925,0.00000,0.04581,0.00000,15.93480,0.00000,31.67274,0.00000,3.70457,14.99962,111.92077,0.00000,56.22053,0.00000,168.14131,33.61233,134.52897,56.22053,111.92077,0.50232,1,1
control,62,0.00000,0.23200,0.00000,0.23200,0.21276,0.01924,0.00000,0.04607,0.00000,15.92932,0.00000,31.67232,0.00000,3.68350,14.99960,111.96263,0.00000,56.24850,0.00000,168.21113,33.61295,134.59818,56.24850,111.96263,0.50239,1,1
control,63,0.00000,0.23211,0.00000,0.23211,0.21287,0.01925,0.00000,0.04632,0.00000,15.92384,0.00000,31.67191,0.00000,3.66298,14.99958,112.00584,0.00000,56.27633,0.00000,168.28216,33.61539,134.66677,56.27633,112.00584,0.50244,1,1
control,64,0.00000,0.23222,0.00000,0.23222,0.21298,0.01925,0.00000,0.04658,0.00000,15.91835,0.00000,31.67150,0.00000,3.64299,14.99956,112.05037,0.00000,56.30401,0.00000,168.35438,33.61962,134.73475,56.30401,112.05037,0.50249,1,1
control,65,0.00000,0.23233,0.00000,0.23233,0.21308,0.01925,0.00000,0.04682,0.00000,15.91287,0.00000,31.67109,0.00000,3.62351,14.99954,112.09619,0.00000,56.33155,0.00000,168.42774,33.62560,134.80214,56.33155,112.09619,0.50253,1,1
control,66,0.00000,0.23244,0.00000,0.23244,0.21319,0.01925,0.00000,0.04707,0.00000,15.90738,0.00000,31.67068,0.00000,3.60451,14.99952,112.14326,0.00000,56.35895,0.00000,168.50221,33.63328,134.86892,56.35895,112.14326,0.50256,1,1
control,67,0.00000,0.23255,0.00000,0.23255,0.21330,0.01926,0.00000,0.04731,0.00000,15.90188,0.00000,31.67027,0.00000,3.58597,14.99950,112.19156,0.00000,56.38620,0.00000,168.57776,33.64264,134.93511,56.38620,112.19156,0.50259,1,1
control,68,0.00000,0.23266,0.00000,0.23266,0.21340,0.01926,0.00000,0.04755,0.00000,15.89639,0.00000,31.66987,0.00000,3.56788,14.99948,112.24105,0.00000,56.41331,0.00000,168.65436,33.65364,135.00072,56.41331,112.24105,0.50261,1,1
control,69,0.00000,0.23277,0.00000,0.23277,0.21350,0.01927,0.00000,0.04779,0.00000,15.89089,0.00000,31.66946,0.00000,3.55021,14.99946,112.29170,0.00000,56.44027,0.00000,168.73197,33.66624,135.06573,56.44027,112.29170,0.50262,1,1
control,70,0.00000,0.23288,0.00000,0.23288,0.21361,0.01928,0.00000,0.04803,0.00000,15.88539,0.00000,31.66906,0.00000,3.53296,14.99943,112.34349,0.00000,56.46709,0.00000,168.81057,33.68040,135.13017,56.46709,112.34349,0.50263,1,1
control,71,0.00000,0.23299,0.00000,0.23299,0.21371,0.01928,0.00000,0.04826,0.00000,15.87989,0.00000,31.66866,0.00000,3.51609,14.99941,112.39637,0.00000,56.49376,0.00000,168.89013,33.69610,135.19403,56.49376,112.39637,0.50263,1,1
control,72,0.00000,0.23310,0.00000,0.23310,0.21381,0.01929,0.00000,0.04849,0.00000,15.87438,0.00000,31.66826,0.00000,3.49959,14.99939,112.45032,0.00000,56.52028,0.00000,168.97060,33.71330,135.25731,56.52028,112.45032,0.50262,1,1
control,73,0.00000,0.23321,0.00000,0.23321,0.21391,0.01930,0.00000,0.04871,0.00000,15.86888,0.00000,31.66786,0.00000,3.48346,14.99936,112.50532,0.00000,56.54666,0.00000,169.05198,33.73195,135.32002,56.54666,112.50532,0.50261,1,1
control,74,0.00000,0.23332,0.00000,0.23332,0.21401,0.01931,0.00000,0.04894,0.00000,15.86337,0.00000,31.66746,0.00000,3.46767,14.99934,112.56132,0.00000,56.57290,0.00000,169.13422,33.75205,135.38217,56.57290,112.56132,0.50260,1,1
control,75,0.00000,0.23343,0.00000,0.23343,0.21411,0.01932,0.00000,0.04916,0.00000,15.85786,0.00000,31.66707,0.00000,3.45222,14.99931,112.61831,0.00000,56.59898,0.00000,169.21730,33.77353,135.44376,56.59898,112.61831,0.50257,1,1
control,76,0.00000,0.23354,0.00000,0.23354,0.21420,0.01934,0.00000,0.04938,0.00000,15.85235,0.00000,31.66667,0.00000,3.43709,14.99929,112.67626,0.00000,56.62492,0.00000,169.30118,33.79639,135.50479,56.62492,112.67626,0.50255,1,1
control,77,0.00000,0.23365,0.00000,0.23365,0.21430,0.01935,0.00000,0.04959,0.00000,15.84683,0.00000,31.66628,0.00000,3.42227,14.99926,112.73514,0.00000,56.65071,0.00000,169.38585,33.82058,135.56527,56.65071,112.73514,0.50251,1,1
control,78,0.00000,0.23376,0.00000,0.23376,0.21440,0.01936,0.00000,0.04981,0.00000,15.84131,0.00000,31.66589,0.00000,3.40774,14.99923,112.79491,0.00000,56.67636,0.00000,169.47127,33.84607,135.62520,56.67636,112.79491,0.50247,1,1
control,79,0.00000,0.23387,0.00000,0.23387,0.21449,0.01938,0.00000,0.05002,0.00000,15.83579,0.00000,31.66550,0.00000,3.39350,14.99921,112.85557,0.00000,56.70186,0.00000,169.55742,33.87284,135.68458,56.70186,112.85557,0.50243,1,1
control,80,0.00000,0.23398,0.00000,0.23398,0.21459,0.01939,0.00000,0.05023,0.00000,15.83027,0.00000,31.66511,0.00000,3.37953,14.99918,112.91707,0.00000,56.72720,0.00000,169.64427,33.90085,135.74342,56.72720,112.91707,0.50238,1,1
control,81,0.00000,0.23409,0.00000,0.23409,0.21468,0.01941,0.00000,0.05043,0.00000,15.82475,0.00000,31.66472,0.00000,3.36583,14.99915,112.97939,0.00000,56.75241,0.00000,169.73179,33.93007,135.80172,56.75241,112.97939,0.50233,1,1
control,82,0.00000,0.23420,0.00000,0.23420,0.21477,0.01943,0.00000,0.05064,0.00000,15.81922,0.00000,31.66433,0.00000,3.35239,14.99912,113.04251,0.00000,56.77746,0.00000,169.81996,33.96047,135.85949,56.77746,113.04251,0.50227,1,1
control,83,0.00000,0.23431,0.00000,0.23431,0.21486,0.01944,0.00000,0.05084,0.00000,15.81369,0.00000,31.66395,0.00000,3.33920,14.99909,113.10640,0.00000,56.80236,0.00000,169.90876,33.99203,135.91673,56.80236,113.10640,0.50220,1,1
control,84,0.00000,0.23441,0.00000,0.23441,0.21495,0.01946,0.00000,0.05104,0.00000,15.80816,0.00000,31.66356,0.00000,3.32624,14.99906,113.17103,0.00000,56.82712,0.00000,169.99815,34.02472,135.97344,56.82712,113.17103,0.50213,1,1
control,85,0.00000,0.23452,0.00000,0.23452,0.21504,0.01948,0.00000,0.05123,0.00000,15.80263,0.00000,31.66318,0.00000,3.31351,14.99903,113.23639,0.00000,56.85173,0.00000,170.08812,34.05850,136.02962,56.85173,113.23639,0.50206,1,1
control,86,0.00000,0.23463,0.00000,0.23463,0.21513,0.01950,0.00000,0.05143,0.00000,15.79710,0.00000,31.66280,0.00000,3.30101,14.99899,113.30245,0.00000,56.87619,0.00000,170.17864,34.09335,136.08529,56.87619,113.30245,0.50199,1,1
control,87,0.00000,0.23474,0.00000,0.23474,0.21522,0.01952,0.00000,0.05162,0.00000,15.79156,0.00000,31.66242,0.00000,3.28873,14.99896,113.36918,0.00000,56.90050,0.00000,170.26968,34.12924,136.14044,56.90050,113.36918,0.50190,1,1
control,88,0.00000,0.23485,0.00000,0.23485,0.21531,0.01954,0.00000,0.05181,0.00000,15.78602,0.00000,31.66204,0.00000,3.27665,14.99893,113.43657,0.00000,56.92466,0.00000,170.36123,34.16614,136.19508,56.92466,113.43657,0.50182,1,1
control,89,0.00000,0.23495,0.00000,0.23495,0.21539,0.01956,0.00000,0.05200,0.00000,15.78048,0.00000,31.66166,0.00000,3.26477,14.99889,113.50458,0.00000,56.94867,0.00000,170.45325,34.20404,136.24921,56.94867,113.50458,0.50173,1,1
control,90,0.00000,0.23506,0.00000,0.23506,0.21548,0.01958,0.00000,0.05218,0.00000,15.77494,0.00000,31.66128,0.00000,3.25309,14.99886,113.57320,0.00000,56.97254,0.00000,170.54574,34.24290,136.30284,56.97254,113.57320,0.50164,1,1
control,91,0.00000,0.23517,0.00000,0.23517,0.21556,0.01961,0.00000,0.05236,0.00000,15.76940,0.00000,31.66091,0.00000,3.24160,14.99882,113.64241,0.00000,56.99625,0.00000,170.63866,34.28269,136.35596,56.99625,113.64241,0.50154,1,1
control,92,0.00000,0.23528,0.00000,0.23528,0.21565,0.01963,0.00000,0.05254,0.00000,15.76385,0.00000,31.66053,0.00000,3.23029,14.99879,113.71217,0.00000,57.01982,0.00000,170.73199,34.32340,136.40859,57.01982,113.71217,0.50144,1,1
control,93,0.00000,0.23538,0.00000,0.23538,0.21573,0.01965,0.00000,0.05272,0.00000,15.75830,0.00000,31.66016,0.00000,3.21916,14.99875,113.78248,0.00000,57.04323,0.00000,170.82572,34.36499,136.46072,57.04323,113.78248,0.50134,1,1
control,94,0.00000,0.23549,0.00000,0.23549,0.21581,0.01968,0.00000,0.05290,0.00000,15.75275,0.00000,31.65979,0.00000,3.20820,14.99871,113.85331,0.00000,57.06650,0.00000,170.91981,34.40745,136.51236,57.06650,113.85331,0.50123,1,1
control,95,0.00000,0.23559,0.00000,0.23559,0.21589,0.01970,0.00000,0.05307,0.00000,15.74720,0.00000,31.65942,0.00000,3.19741,14.99867,113.92464,0.00000,57.08962,0.00000,171.01426,34.45074,136.56352,57.08962,113.92464,0.50112,1,1
control,96,0.00000,0.23570,0.00000,0.23570,0.21598,0.01972,0.00000,0.05324,0.00000,15.74165,0.00000,31.65905,0.00000,3.18678,14.99864,113.99645,0.00000,57.11259,0.00000,171.10904,34.49485,136.61419,57.11259,113.99645,0.50100,1,1
control,97,0.00000,0.23581,0.00000,0.23581,0.21606,0.01975,0.00000,0.05341,0.00000,15.73609,0.00000,31.65868,0.00000,3.17631,14.99860,114.06871,0.00000,57.13541,0.00000,171.20413,34.53975,136.66437,57.13541,114.06871,0.50089,1,1
control,98,0.00000,0.23591,0.00000,0.23591,0.21613,0.01978,0.00000,0.05358,0.00000,15.73054,0.00000,31.65831,0.00000,3.16599,14.99855,114.14142,0.00000,57.15808,0.00000,171.29950,34.58542,136.71409,57.15808,114.14142,0.50077,1,1
control,99,0.00000,0.23602,0.00000,0.23602,0.21621,0.01980,0.00000,0.05374,0.00000,15.72498,0.00000,31.65795,0.00000,3.15582,14.99851,114.21455,0.00000,57.18061,0.00000,171.39515,34.63183,136.76332,57.18061,114.21455,0.50064,1,1
control,100,0.00000,0.23612,0.00000,0.23612,0.21629,0.01983,0.00000,0.05391,0.00000,15.71942,0.00000,31.65758,0.00000,3.14579,14.99847,114.28807,0.00000,57.20298,0.00000,171.49105,34.67896,136.81209,57.20298,114.28807,0.50052,1,1
control,101,0.00000,0.23622,0.00000,0.23622,0.21637,0.01986,0.00000,0.05407,0.00000,15.71386,0.00000,31.65722,0.00000,3.13590,14.99843,114.36198,0.00000,57.22521,0.00000,171.58719,34.72680,136.86039,57.22521,114.36198,0.50039,1,1
