Variable,RMSE,Bias,EF
POMSoil155,1.1868493743845736,0.4573185848673667,-0.1502823488069731
MAOMSoil155,1.7639057423075204,0.8094964197615511,-0.27233777002694204
POMSubstrate155,0.00634870846553591,-0.005455696166666666,-2.8235717232540782
MAOMSubstrate155,0.007629939997911072,0.006529770492338179,0.4947655589302047
bactSoil155,,,
fungiSoil155,,,
bactSubstrate155,,,
fungiSubstrate155,,,
respSoil1,0.2923866133990615,0.28438320668039874,-25.010714414806063
respSoil15,0.2103395116058626,0.2039336309986155,-38.8370459186808
respSoil29,0.07112989704174487,0.0009246791598148451,-0.20141684670098825
respSoil43,0.16708066305119973,-0.1324078794444086,-2.177205475622489
respSoil71,0.1969970899127342,-0.1739240075493685,-3.566730515726266
respSoil99,0.19336406151414479,-0.18072881115123346,-7.843333801629644
respSoil127,0.15381172548545316,-0.14799445404260556,-18.619535800331406
respSoil155,0.18332004703231386,-0.17735615814858474,-20.565855691752198
respSubstrate1,0.05728085935950787,-0.04861782844855833,-1.5057201809917764
respSubstrate15,0.057978866080454376,-0.049435660795279425,-1.0876149975493856
respSubstrate29,0.04487647050625375,-0.03792218186230099,-0.5503156769370285
respSubstrate43,0.04753713279386102,-0.040634128615828116,-0.48133172933733515
respSubstrate71,0.04429942147441388,-0.03692852070941886,-0.17997245575861442
respSubstrate99,0.050551594142763216,-0.039919891334278,-0.1689593910096685
respSubstrate127,0.05170754998352228,-0.043409894638988575,-0.2935703991759251
respSubstrate155,0.07179862365465552,-0.06149499384757462,-0.7570082870027399
Mean EF,,,-6.229887893308506
