treatment,day,DOM_added,respSoil,respSubstrate,resp,baselineRespbulk,respDOM,respPriming,DOMSoil,DOMSubstrate,POMSoil,POMSubstrate,MAOMSoil,MAOMSubstrate,CN_DOM,CN_MAOM,bactSoil,bactSubstrate,fungiSoil,fungiSubstrate,MB,rhiz,bulk,fungi,bact,FB,treatmentID,setID
control,17,0.00000,0.29638,0.00000,0.29638,0.24207,0.01882,0.03548,0.02797,0.00000,16.16633,0.00000,31.69232,0.00000,6.92145,14.99999,91.00794,0.00000,50.87182,0.00000,141.87975,30.80243,111.07732,50.87182,91.00794,0.55898,1,1
control,18,0.00000,0.29593,0.00000,0.29593,0.24299,0.01875,0.03419,0.02830,0.00000,16.15948,0.00000,31.69145,0.00000,6.71608,14.99999,91.13376,0.00000,51.04889,0.00000,142.18265,30.68959,111.49307,51.04889,91.13376,0.56015,1,1
control,19,0.00000,0.29550,0.00000,0.29550,0.24390,0.01868,0.03291,0.02863,0.00000,16.15262,0.00000,31.69058,0.00000,6.52834,14.99999,91.26116,0.00000,51.22481,0.00000,142.48597,30.58023,111.90574,51.22481,91.26116,0.56130,1,1
control,20,0.00000,0.29507,0.00000,0.29507,0.24480,0.01862,0.03165,0.02896,0.00000,16.14577,0.00000,31.68972,0.00000,6.35608,14.99999,91.39010,0.00000,51.39958,0.00000,142.78969,30.47432,112.31536,51.39958,91.39010,0.56242,1,1
control,21,0.00000,0.29466,0.00000,0.29466,0.24570,0.01855,0.03041,0.02928,0.00000,16.13891,0.00000,31.68887,0.00000,6.19748,14.99999,91.52056,0.00000,51.57322,0.00000,143.09377,30.37182,112.72195,51.57322,91.52056,0.56352,1,1
control,22,0.00000,0.29425,0.00000,0.29425,0.24659,0.01849,0.02917,0.02960,0.00000,16.13206,0.00000,31.68804,0.00000,6.05100,14.99999,91.65250,0.00000,51.74572,0.00000,143.39822,30.27269,113.12553,51.74572,91.65250,0.56459,1,1
control,23,0.00000,0.29385,0.00000,0.29385,0.24747,0.01843,0.02795,0.02993,0.00000,16.12521,0.00000,31.68721,0.00000,5.91533,14.99999,91.78591,0.00000,51.91709,0.00000,143.70300,30.17688,113.52612,51.91709,91.78591,0.56563,1,1
control,24,0.00000,0.29346,0.00000,0.29346,0.24835,0.01837,0.02674,0.03025,0.00000,16.11836,0.00000,31.68639,0.00000,5.78933,14.99998,91.92076,0.00000,52.08734,0.00000,144.00810,30.08436,113.92375,52.08734,91.92076,0.56665,1,1
control,25,0.00000,0.29307,0.00000,0.29307,0.24922,0.01832,0.02554,0.03057,0.00000,16.11151,0.00000,31.68558,0.00000,5.67202,14.99998,92.05701,0.00000,52.25649,0.00000,144.31350,29.99508,114.31842,52.25649,92.05701,0.56765,1,1
control,26,0.00000,0.29270,0.00000,0.29270,0.25008,0.01826,0.02435,0.03089,0.00000,16.10466,0.00000,31.68478,0.00000,5.56254,14.99998,92.19466,0.00000,52.42452,0.00000,144.61918,29.90901,114.71017,52.42452,92.19466,0.56863,1,1
control,27,0.00000,0.29233,0.00000,0.29233,0.25094,0.01821,0.02318,0.03121,0.00000,16.09781,0.00000,31.68399,0.00000,5.46015,14.99998,92.33365,0.00000,52.59146,0.00000,144.92512,29.82610,115.09901,52.59146,92.33365,0.56958,1,1
control,28,0.00000,0.29196,0.00000,0.29196,0.25179,0.01816,0.02202,0.03153,0.00000,16.09096,0.00000,31.68321,0.00000,5.36420,14.99998,92.47399,0.00000,52.75731,0.00000,145.23129,29.74632,115.48497,52.75731,92.47399,0.57051,1,1
control,29,0.00000,0.29161,0.00000,0.29161,0.25263,0.01811,0.02086,0.03185,0.00000,16.08411,0.00000,31.68243,0.00000,5.27410,14.99997,92.61563,0.00000,52.92207,0.00000,145.53769,29.66963,115.86806,52.92207,92.61563,0.57142,1,1
control,30,0.00000,0.29126,0.00000,0.29126,0.25347,0.01806,0.01972,0.03217,0.00000,16.07726,0.00000,31.68167,0.00000,5.18934,14.99997,92.75855,0.00000,53.08575,0.00000,145.84430,29.59599,116.24830,53.08575,92.75855,0.57230,1,1
control,31,0.00000,0.29091,0.00000,0.29091,0.25430,0.01802,0.01859,0.03248,0.00000,16.07041,0.00000,31.68091,0.00000,5.10948,14.99997,92.90273,0.00000,53.24835,0.00000,146.15108,29.52536,116.62572,53.24835,92.90273,0.57316,1,1
control,32,0.00000,0.29058,0.00000,0.29058,0.25513,0.01797,0.01747,0.03280,0.00000,16.06356,0.00000,31.68017,0.00000,5.03411,14.99996,93.04815,0.00000,53.40989,0.00000,146.45804,29.45771,117.00033,53.40989,93.04815,0.57400,1,1
control,33,0.00000,0.29024,0.00000,0.29024,0.25595,0.01793,0.01636,0.03311,0.00000,16.05671,0.00000,31.67943,0.00000,4.96286,14.99996,93.19477,0.00000,53.57038,0.00000,146.76515,29.39299,117.37215,53.57038,93.19477,0.57482,1,1
control,34,0.00000,0.28992,0.00000,0.28992,0.25676,0.01789,0.01526,0.03342,0.00000,16.04986,0.00000,31.67870,0.00000,4.89542,14.99996,93.34258,0.00000,53.72980,0.00000,147.07238,29.33117,117.74121,53.72980,93.34258,0.57562,1,1
control,35,0.00000,0.28960,0.00000,0.28960,0.25757,0.01786,0.01417,0.03373,0.00000,16.04301,0.00000,31.67798,0.00000,4.83148,14.99995,93.49155,0.00000,53.88819,0.00000,147.37973,29.27222,118.10752,53.88819,93.49155,0.57640,1,1
control,36,0.00000,0.28928,0.00000,0.28928,0.25837,0.01782,0.01309,0.03404,0.00000,16.03616,0.00000,31.67727,0.00000,4.77080,14.99995,93.64165,0.00000,54.04553,0.00000,147.68718,29.21608,118.47110,54.04553,93.64165,0.57715,1,1
control,37,0.00000,0.28897,0.00000,0.28897,0.25916,0.01779,0.01202,0.03435,0.00000,16.02931,0.00000,31.67657,0.00000,4.71312,14.99994,93.79287,0.00000,54.20183,0.00000,147.99470,29.16274,118.83196,54.20183,93.79287,0.57789,1,1
control,38,0.00000,0.28867,0.00000,0.28867,0.25995,0.01775,0.01096,0.03466,0.00000,16.02246,0.00000,31.67588,0.00000,4.65825,14.99994,93.94518,0.00000,54.35711,0.00000,148.30229,29.11215,119.19014,54.35711,93.94518,0.57860,1,1
control,39,0.00000,0.28837,0.00000,0.28837,0.26074,0.01772,0.00991,0.03497,0.00000,16.01561,0.00000,31.67519,0.00000,4.60597,14.99993,94.09855,0.00000,54.51137,0.00000,148.60992,29.06427,119.54564,54.51137,94.09855,0.57930,1,1
control,40,0.00000,0.28807,0.00000,0.28807,0.26152,0.01769,0.00886,0.03528,0.00000,16.00876,0.00000,31.67451,0.00000,4.55611,14.99993,94.25296,0.00000,54.66461,0.00000,148.91757,29.01908,119.89849,54.66461,94.25296,0.57998,1,1
control,41,0.00000,0.28778,0.00000,0.28778,0.26229,0.01767,0.00783,0.03558,0.00000,16.00191,0.00000,31.67384,0.00000,4.50851,14.99992,94.40840,0.00000,54.81684,0.00000,149.22524,28.97653,120.24871,54.81684,94.40840,0.58064,1,1
control,42,0.00000,0.28749,0.00000,0.28749,0.26305,0.01764,0.00680,0.03588,0.00000,15.99506,0.00000,31.67318,0.00000,4.46303,14.99992,94.56483,0.00000,54.96807,0.00000,149.53290,28.93659,120.59631,54.96807,94.56483,0.58127,1,1
control,43,0.00000,0.28721,0.00000,0.28721,0.26381,0.01762,0.00578,0.03619,0.00000,15.98821,0.00000,31.67253,0.00000,4.41952,14.99991,94.72223,0.00000,55.11830,0.00000,149.84053,28.89923,120.94131,55.11830,94.72223,0.58189,1,1
control,44,0.00000,0.28693,0.00000,0.28693,0.26457,0.01759,0.00477,0.03649,0.00000,15.98136,0.00000,31.67189,0.00000,4.37785,14.99990,94.88059,0.00000,55.26754,0.00000,150.14813,28.86440,121.28372,55.26754,94.88059,0.58250,1,1
control,45,0.00000,0.28665,0.00000,0.28665,0.26532,0.01757,0.00376,0.03679,0.00000,15.97450,0.00000,31.67125,0.00000,4.33793,14.99990,95.03987,0.00000,55.41579,0.00000,150.45566,28.83208,121.62358,55.41579,95.03987,0.58308,1,1
control,46,0.00000,0.28638,0.00000,0.28638,0.26606,0.01755,0.00277,0.03709,0.00000,15.96765,0.00000,31.67062,0.00000,4.29963,14.99989,95.20007,0.00000,55.56306,0.00000,150.76313,28.80224,121.96089,55.56306,95.20007,0.58365,1,1
control,47,0.00000,0.28611,0.00000,0.28611,0.26680,0.01753,0.00178,0.03738,0.00000,15.96080,0.00000,31.67000,0.00000,4.26287,14.99988,95.36114,0.00000,55.70936,0.00000,151.07051,28.77483,122.29568,55.70936,95.36114,0.58419,1,1
control,48,0.00000,0.28585,0.00000,0.28585,0.26753,0.01752,0.00080,0.03768,0.00000,15.95395,0.00000,31.66939,0.00000,4.22755,14.99988,95.52308,0.00000,55.85469,0.00000,151.37778,28.74982,122.62796,55.85469,95.52308,0.58472,1,1
control,49,0.00000,0.28576,0.00000,0.28576,0.26826,0.01750,0.00000,0.03798,0.00000,15.94709,0.00000,31.66878,0.00000,4.19358,14.99987,95.68586,0.00000,55.99906,0.00000,151.68493,28.72719,122.95774,55.99906,95.68586,0.58524,1,1
control,50,0.00000,0.28647,0.00000,0.28647,0.26898,0.01749,0.00000,0.03827,0.00000,15.94022,0.00000,31.66818,0.00000,4.16090,14.99986,95.84946,0.00000,56.14248,0.00000,151.99194,28.70689,123.28505,56.14248,95.84946,0.58574,1,1
control,51,0.00000,0.28717,0.00000,0.28717,0.26970,0.01748,0.00000,0.03856,0.00000,15.93333,0.00000,31.66758,0.00000,4.12943,14.99985,96.01386,0.00000,56.28494,0.00000,152.29880,28.68890,123.60991,56.28494,96.01386,0.58622,1,1
control,52,0.00000,0.28787,0.00000,0.28787,0.27041,0.01747,0.00000,0.03885,0.00000,15.92643,0.00000,31.66698,0.00000,4.09910,14.99984,96.17904,0.00000,56.42645,0.00000,152.60549,28.67317,123.93232,56.42645,96.17904,0.58668,1,1
control,53,0.00000,0.28857,0.00000,0.28857,0.27111,0.01746,0.00000,0.03914,0.00000,15.91951,0.00000,31.66638,0.00000,4.06985,14.99984,96.34497,0.00000,56.56703,0.00000,152.91200,28.65969,124.25230,56.56703,96.34497,0.58713,1,1
control,54,0.00000,0.28926,0.00000,0.28926,0.27181,0.01745,0.00000,0.03943,0.00000,15.91257,0.00000,31.66578,0.00000,4.04163,14.99983,96.51163,0.00000,56.70667,0.00000,153.21830,28.64842,124.56988,56.70667,96.51163,0.58756,1,1
control,55,0.00000,0.28995,0.00000,0.28995,0.27251,0.01744,0.00000,0.03972,0.00000,15.90561,0.00000,31.66518,0.00000,4.01437,14.99982,96.67901,0.00000,56.84538,0.00000,153.52439,28.63932,124.88507,56.84538,96.67901,0.58798,1,1
control,56,0.00000,0.29063,0.00000,0.29063,0.27320,0.01744,0.00000,0.04001,0.00000,15.89864,0.00000,31.66459,0.00000,3.98804,14.99981,96.84708,0.00000,56.98317,0.00000,153.83025,28.63237,125.19788,56.98317,96.84708,0.58838,1,1
control,57,0.00000,0.29131,0.00000,0.29131,0.27388,0.01743,0.00000,0.04029,0.00000,15.89165,0.00000,31.66400,0.00000,3.96257,14.99980,97.01582,0.00000,57.12004,0.00000,154.13585,28.62752,125.50833,57.12004,97.01582,0.58877,1,1
control,58,0.00000,0.29199,0.00000,0.29199,0.27456,0.01743,0.00000,0.04057,0.00000,15.88464,0.00000,31.66340,0.00000,3.93794,14.99979,97.18521,0.00000,57.25599,0.00000,154.44120,28.62476,125.81644,57.25599,97.18521,0.58914,1,1
control,59,0.00000,0.29266,0.00000,0.29266,0.27523,0.01743,0.00000,0.04086,0.00000,15.87762,0.00000,31.66281,0.00000,3.91409,14.99978,97.35523,0.00000,57.39104,0.00000,154.74627,28.62405,126.12222,57.39104,97.35523,0.58950,1,1
control,60,0.00000,0.29333,0.00000,0.29333,0.27590,0.01743,0.00000,0.04114,0.00000,15.87059,0.00000,31.66222,0.00000,3.89099,14.99976,97.52587,0.00000,57.52518,0.00000,155.05105,28.62536,126.42568,57.52518,97.52587,0.58985,1,1
control,61,0.00000,0.29399,0.00000,0.29399,0.27657,0.01743,0.00000,0.04142,0.00000,15.86353,0.00000,31.66164,0.00000,3.86860,14.99975,97.69710,0.00000,57.65842,0.00000,155.35552,28.62866,126.72686,57.65842,97.69710,0.59018,1,1
control,62,0.00000,0.29465,0.00000,0.29465,0.27722,0.01743,0.00000,0.04169,0.00000,15.85647,0.00000,31.66105,0.00000,3.84689,14.99974,97.86889,0.00000,57.79077,0.00000,155.65967,28.63392,127.02575,57.79077,97.86889,0.59049,1,1
control,63,0.00000,0.29531,0.00000,0.29531,0.27788,0.01743,0.00000,0.04197,0.00000,15.84938,0.00000,31.66047,0.00000,3.82583,14.99973,98.04124,0.00000,57.92224,0.00000,155.96348,28.64111,127.32237,57.92224,98.04124,0.59079,1,1
control,64,0.00000,0.29596,0.00000,0.29596,0.27853,0.01744,0.00000,0.04225,0.00000,15.84228,0.00000,31.65988,0.00000,3.80539,14.99972,98.21413,0.00000,58.05282,0.00000,156.26695,28.65020,127.61675,58.05282,98.21413,0.59108,1,1
control,65,0.00000,0.29661,0.00000,0.29661,0.27917,0.01744,0.00000,0.04252,0.00000,15.83517,0.00000,31.65930,0.00000,3.78553,14.99970,98.38753,0.00000,58.18252,0.00000,156.57005,28.66116,127.90889,58.18252,98.38753,0.59136,1,1
control,66,0.00000,0.29726,0.00000,0.29726,0.27981,0.01745,0.00000,0.04279,0.00000,15.82804,0.00000,31.65872,0.00000,3.76623,14.99969,98.56142,0.00000,58.31135,0.00000,156.87277,28.67396,128.19881,58.31135,98.56142,0.59162,1,1
control,67,0.00000,0.29790,0.00000,0.29790,0.28044,0.01746,0.00000,0.04306,0.00000,15.82090,0.00000,31.65815,0.00000,3.74747,14.99968,98.73579,0.00000,58.43931,0.00000,157.17510,28.68857,128.48652,58.43931,98.73579,0.59188,1,1
control,68,0.00000,0.29854,0.00000,0.29854,0.28107,0.01747,0.00000,0.04333,0.00000,15.81374,0.00000,31.65757,0.00000,3.72922,14.99966,98.91061,0.00000,58.56641,0.00000,157.47702,28.70497,128.77205,58.56641,98.91061,0.59211,1,1
control,69,0.00000,0.29917,0.00000,0.29917,0.28170,0.01748,0.00000,0.04360,0.00000,15.80656,0.00000,31.65699,0.00000,3.71146,14.99965,99.08587,0.00000,58.69265,0.00000,157.77852,28.72312,129.05540,58.69265,99.08587,0.59234,1,1
control,70,0.00000,0.29980,0.00000,0.29980,0.28232,0.01749,0.00000,0.04386,0.00000,15.79938,0.00000,31.65642,0.00000,3.69417,14.99963,99.26156,0.00000,58.81804,0.00000,158.07960,28.74300,129.33660,58.81804,99.26156,0.59256,1,1
control,71,0.00000,0.30043,0.00000,0.30043,0.28293,0.01750,0.00000,0.04413,0.00000,15.79217,0.00000,31.65585,0.00000,3.67733,14.99962,99.43765,0.00000,58.94257,0.00000,158.38022,28.76458,129.61565,58.94257,99.43765,0.59276,1,1
control,72,0.00000,0.30106,0.00000,0.30106,0.28354,0.01751,0.00000,0.04439,0.00000,15.78495,0.00000,31.65527,0.00000,3.66091,14.99960,99.61412,0.00000,59.06627,0.00000,158.68039,28.78782,129.89256,59.06627,99.61412,0.59295,1,1
control,73,0.00000,0.30168,0.00000,0.30168,0.28415,0.01753,0.00000,0.04466,0.00000,15.77772,0.00000,31.65471,0.00000,3.64491,14.99959,99.79096,0.00000,59.18913,0.00000,158.98008,28.81272,130.16736,59.18913,99.79096,0.59313,1,1
control,74,0.00000,0.30229,0.00000,0.30229,0.28475,0.01754,0.00000,0.04492,0.00000,15.77048,0.00000,31.65414,0.00000,3.62930,14.99957,99.96815,0.00000,59.31115,0.00000,159.27929,28.83923,130.44006,59.31115,99.96815,0.59330,1,1
control,75,0.00000,0.30290,0.00000,0.30290,0.28535,0.01756,0.00000,0.04517,0.00000,15.76322,0.00000,31.65357,0.00000,3.61407,14.99955,100.14566,0.00000,59.43234,0.00000,159.57801,28.86733,130.71068,59.43234,100.14566,0.59346,1,1
control,76,0.00000,0.30351,0.00000,0.30351,0.28594,0.01757,0.00000,0.04543,0.00000,15.75594,0.00000,31.65300,0.00000,3.59920,14.99954,100.32350,0.00000,59.55271,0.00000,159.87621,28.89699,130.97922,59.55271,100.32350,0.59361,1,1
control,77,0.00000,0.30412,0.00000,0.30412,0.28653,0.01759,0.00000,0.04569,0.00000,15.74865,0.00000,31.65244,0.00000,3.58468,14.99952,100.50163,0.00000,59.67226,0.00000,160.17389,28.92820,131.24570,59.67226,100.50163,0.59374,1,1
control,78,0.00000,0.30472,0.00000,0.30472,0.28711,0.01761,0.00000,0.04594,0.00000,15.74135,0.00000,31.65188,0.00000,3.57049,14.99950,100.68004,0.00000,59.79099,0.00000,160.47104,28.96091,131.51013,59.79099,100.68004,0.59387,1,1
control,79,0.00000,0.30532,0.00000,0.30532,0.28769,0.01763,0.00000,0.04620,0.00000,15.73403,0.00000,31.65132,0.00000,3.55662,14.99948,100.85872,0.00000,59.90892,0.00000,160.76764,28.99510,131.77254,59.90892,100.85872,0.59399,1,1
control,80,0.00000,0.30591,0.00000,0.30591,0.28826,0.01765,0.00000,0.04645,0.00000,15.72670,0.00000,31.65076,0.00000,3.54307,14.99946,101.03765,0.00000,60.02603,0.00000,161.06368,29.03076,132.03292,60.02603,101.03765,0.59410,1,1
control,81,0.00000,0.30651,0.00000,0.30651,0.28883,0.01767,0.00000,0.04670,0.00000,15.71936,0.00000,31.65020,0.00000,3.52980,14.99944,101.21680,0.00000,60.14235,0.00000,161.35915,29.06785,132.29131,60.14235,101.21680,0.59419,1,1
control,82,0.00000,0.30709,0.00000,0.30709,0.28940,0.01770,0.00000,0.04695,0.00000,15.71200,0.00000,31.64964,0.00000,3.51683,14.99942,101.39617,0.00000,60.25787,0.00000,161.65404,29.10634,132.54770,60.25787,101.39617,0.59428,1,1
control,83,0.00000,0.30768,0.00000,0.30768,0.28996,0.01772,0.00000,0.04719,0.00000,15.70464,0.00000,31.64908,0.00000,3.50412,14.99940,101.57574,0.00000,60.37260,0.00000,161.94834,29.14622,132.80212,60.37260,101.57574,0.59436,1,1
control,84,0.00000,0.30826,0.00000,0.30826,0.29051,0.01774,0.00000,0.04744,0.00000,15.69725,0.00000,31.64853,0.00000,3.49168,14.99938,101.75549,0.00000,60.48653,0.00000,162.24203,29.18746,133.05457,60.48653,101.75549,0.59443,1,1
control,85,0.00000,0.30884,0.00000,0.30884,0.29107,0.01777,0.00000,0.04768,0.00000,15.68986,0.00000,31.64798,0.00000,3.47949,14.99936,101.93541,0.00000,60.59969,0.00000,162.53511,29.23003,133.30508,60.59969,101.93541,0.59449,1,1
control,86,0.00000,0.30941,0.00000,0.30941,0.29162,0.01779,0.00000,0.04793,0.00000,15.68245,0.00000,31.64742,0.00000,3.46755,14.99934,102.11549,0.00000,60.71207,0.00000,162.82755,29.27391,133.55364,60.71207,102.11549,0.59454,1,1
control,87,0.00000,0.30998,0.00000,0.30998,0.29216,0.01782,0.00000,0.04817,0.00000,15.67503,0.00000,31.64687,0.00000,3.45584,14.99932,102.29570,0.00000,60.82367,0.00000,163.11937,29.31908,133.80029,60.82367,102.29570,0.59459,1,1
control,88,0.00000,0.31055,0.00000,0.31055,0.29270,0.01785,0.00000,0.04841,0.00000,15.66759,0.00000,31.64632,0.00000,3.44436,14.99930,102.47603,0.00000,60.93450,0.00000,163.41053,29.36550,134.04503,60.93450,102.47603,0.59462,1,1
control,89,0.00000,0.31111,0.00000,0.31111,0.29323,0.01788,0.00000,0.04864,0.00000,15.66014,0.00000,31.64578,0.00000,3.43310,14.99927,102.65646,0.00000,61.04457,0.00000,163.70103,29.41317,134.28786,61.04457,102.65646,0.59465,1,1
control,90,0.00000,0.31167,0.00000,0.31167,0.29376,0.01791,0.00000,0.04888,0.00000,15.65268,0.00000,31.64523,0.00000,3.42205,14.99925,102.83699,0.00000,61.15388,0.00000,163.99086,29.46205,134.52882,61.15388,102.83699,0.59467,1,1
control,91,0.00000,0.31223,0.00000,0.31223,0.29429,0.01794,0.00000,0.04912,0.00000,15.64521,0.00000,31.64468,0.00000,3.41120,14.99923,103.01759,0.00000,61.26242,0.00000,164.28002,29.51211,134.76790,61.26242,103.01759,0.59468,1,1
control,92,0.00000,0.31278,0.00000,0.31278,0.29482,0.01797,0.00000,0.04935,0.00000,15.63773,0.00000,31.64414,0.00000,3.40055,14.99920,103.19826,0.00000,61.37022,0.00000,164.56848,29.56335,135.00513,61.37022,103.19826,0.59468,1,1
control,93,0.00000,0.31333,0.00000,0.31333,0.29533,0.01800,0.00000,0.04958,0.00000,15.63023,0.00000,31.64360,0.00000,3.39008,14.99918,103.37898,0.00000,61.47727,0.00000,164.85624,29.61574,135.24051,61.47727,103.37898,0.59468,1,1
control,94,0.00000,0.31388,0.00000,0.31388,0.29585,0.01803,0.00000,0.04981,0.00000,15.62272,0.00000,31.64306,0.00000,3.37980,14.99915,103.55973,0.00000,61.58357,0.00000,165.14330,29.66924,135.47406,61.58357,103.55973,0.59467,1,1
control,95,0.00000,0.31442,0.00000,0.31442,0.29636,0.01806,0.00000,0.05004,0.00000,15.61520,0.00000,31.64252,0.00000,3.36970,14.99912,103.74050,0.00000,61.68913,0.00000,165.42963,29.72385,135.70578,61.68913,103.74050,0.59465,1,1
control,96,0.00000,0.31496,0.00000,0.31496,0.29687,0.01810,0.00000,0.05027,0.00000,15.60767,0.00000,31.64198,0.00000,3.35976,14.99910,103.92127,0.00000,61.79396,0.00000,165.71523,29.77953,135.93570,61.79396,103.92127,0.59462,1,1
control,97,0.00000,0.31550,0.00000,0.31550,0.29737,0.01813,0.00000,0.05049,0.00000,15.60012,0.00000,31.64144,0.00000,3.34999,14.99907,104.10204,0.00000,61.89806,0.00000,166.00010,29.83627,136.16382,61.89806,104.10204,0.59459,1,1
control,98,0.00000,0.31603,0.00000,0.31603,0.29787,0.01816,0.00000,0.05072,0.00000,15.59257,0.00000,31.64090,0.00000,3.34038,14.99904,104.28279,0.00000,62.00143,0.00000,166.28421,29.89405,136.39016,62.00143,104.28279,0.59455,1,1
control,99,0.00000,0.31656,0.00000,0.31656,0.29836,0.01820,0.00000,0.05094,0.00000,15.58500,0.00000,31.64037,0.00000,3.33092,14.99902,104.46350,0.00000,62.10407,0.00000,166.56757,29.95284,136.61473,62.10407,104.46350,0.59450,1,1
control,100,0.00000,0.31709,0.00000,0.31709,0.29886,0.01824,0.00000,0.05116,0.00000,15.57742,0.00000,31.63983,0.00000,3.32162,14.99899,104.64417,0.00000,62.20600,0.00000,166.85016,30.01262,136.83754,62.20600,104.64417,0.59445,1,1
control,101,0.00000,0.31761,0.00000,0.31761,0.29934,0.01827,0.00000,0.05138,0.00000,15.56983,0.00000,31.63930,0.00000,3.31245,14.99896,104.82477,0.00000,62.30721,0.00000,167.13198,30.07338,137.05860,62.30721,104.82477,0.59439,1,1
