Variable,RMSE,Bias,EF
POMSoil155,1.1236619507247911,0.28743100441315655,-0.03106155889654083
MAOMSoil155,1.7178366774910057,0.7121055183715965,-0.2067447379912215
POMSubstrate155,0.00634870846553591,-0.005455696166666666,-2.8235717232540782
MAOMSubstrate155,0.0031757059396330402,-0.002507106166269649,0.9124751721175183
MB155,20.85706060509766,1.5694618642792022,-0.3446786098875363
FB155,0.2152720766744491,-0.151098759072935,-1.2867615425339136
bactSubstrate155,,,
fungiSubstrate155,,,
respSoil1,0.09394319547514862,-0.07853891106246,-1.6851463910282845
respSoil15,0.13877483699202833,-0.13588094127718456,-16.340709213099142
respSoil29,0.08250719723094112,-0.05279600575133583,-0.6164900141832279
respSoil43,0.1244334534756492,-0.09975804869203761,-0.7622488314115594
respSoil71,0.1311357775675263,-0.10450604278259519,-1.0236162329595815
respSoil99,0.11181311288347723,-0.09179022731823458,-1.9569908172161798
respSoil127,0.05326348877746738,-0.03920286495506124,-1.352713574947637
respSoil155,0.06323868466138023,-0.048155279028968725,-1.5663295887442992
respSubstrate1,0.060046891687141404,-0.051027008433142965,-1.7535602485163722
respSubstrate15,0.06689233008076549,-0.05720400448886739,-1.7788405115073722
respSubstrate29,0.057502000805631705,-0.04897260040782315,-1.5453567829566852
respSubstrate43,0.06317921047250734,-0.05423460784025611,-1.616584393359768
respSubstrate71,0.06275435672762171,-0.05331960675485142,-1.3679009113583667
respSubstrate99,0.06840122501771582,-0.05638820479590203,-1.1402153396304495
respSubstrate127,0.0677003965933561,-0.057590759025933504,-1.2175048266206132
respSubstrate155,0.08410932940094941,-0.07225987290798912,-1.4111815533286198
PE_1,0.0621193033528283,-0.039389575001319996,-0.313848869015396
PE_15,0.03313371039635665,0.019859311054634895,-0.07714278905836336
PE_29,0.05802793647891024,0.01789477373450758,-0.03983515350811895
PE_43,0.07673723216713459,-0.05678832597166174,0.004966413879681442
PE_71,0.0717405830452442,0.03233445033189595,0.18617062001538653
PE_99,0.06568180781668038,-0.02125285010870552,-0.07484498384872662
PE_127,0.0505932587858183,-0.03652450675753586,-1.262508752081371
PE_155,0.06306521914376378,-0.04960308220757888,-1.851334118104857
Mean EF,,,-1.4781369954345231
