treatment,day,DOM_added,respSoil,respSubstrate,resp,baselineRespbulk,respDOM,respPriming,DOMSoil,DOMSubstrate,POMSoil,POMSubstrate,MAOMSoil,MAOMSubstrate,CN_DOM,CN_MAOM,bactSoil,bactSubstrate,fungiSoil,fungiSubstrate,MB,rhiz,bulk,fungi,bact,FB,treatmentID,setID
control,11,0.00000,0.33132,0.00000,0.33132,0.24518,0.02238,0.06376,0.02860,0.00000,16.19741,0.00000,31.69360,0.00000,8.41292,15.00000,95.70033,0.00000,52.29026,0.00000,147.99059,24.42929,123.56130,52.29026,95.70033,0.54640,1,1
control,12,0.00000,0.32961,0.00000,0.32961,0.24587,0.02248,0.06126,0.02899,0.00000,16.18989,0.00000,31.69236,0.00000,8.02234,15.00000,96.00795,0.00000,52.43998,0.00000,148.44793,24.54225,123.90568,52.43998,96.00795,0.54620,1,1
control,13,0.00000,0.32792,0.00000,0.32792,0.24656,0.02259,0.05878,0.02937,0.00000,16.18239,0.00000,31.69115,0.00000,7.67801,15.00000,96.31694,0.00000,52.58861,0.00000,148.90555,24.65900,124.24655,52.58861,96.31694,0.54600,1,1
control,14,0.00000,0.32625,0.00000,0.32625,0.24723,0.02269,0.05632,0.02975,0.00000,16.17492,0.00000,31.68995,0.00000,7.37207,14.99999,96.62722,0.00000,52.73617,0.00000,149.36338,24.77942,124.58396,52.73617,96.62722,0.54577,1,1
control,15,0.00000,0.32459,0.00000,0.32459,0.24791,0.02280,0.05388,0.03012,0.00000,16.16748,0.00000,31.68877,0.00000,7.09836,14.99999,96.93870,0.00000,52.88264,0.00000,149.82134,24.90340,124.91794,52.88264,96.93870,0.54553,1,1
control,16,0.00000,0.32296,0.00000,0.32296,0.24857,0.02292,0.05147,0.03049,0.00000,16.16007,0.00000,31.68761,0.00000,6.85195,14.99999,97.25129,0.00000,53.02805,0.00000,150.27934,25.03083,125.24851,53.02805,97.25129,0.54527,1,1
control,17,0.00000,0.32134,0.00000,0.32134,0.24923,0.02304,0.04907,0.03085,0.00000,16.15268,0.00000,31.68646,0.00000,6.62888,14.99999,97.56493,0.00000,53.17238,0.00000,150.73731,25.16159,125.57572,53.17238,97.56493,0.54499,1,1
control,18,0.00000,0.31973,0.00000,0.31973,0.24988,0.02316,0.04670,0.03120,0.00000,16.14532,0.00000,31.68534,0.00000,6.42591,14.99999,97.87953,0.00000,53.31565,0.00000,151.19518,25.29558,125.89960,53.31565,97.87953,0.54471,1,1
control,19,0.00000,0.31814,0.00000,0.31814,0.25052,0.02328,0.04434,0.03155,0.00000,16.13798,0.00000,31.68423,0.00000,6.24038,14.99999,98.19502,0.00000,53.45786,0.00000,151.65288,25.43270,126.22018,53.45786,98.19502,0.54440,1,1
control,20,0.00000,0.31656,0.00000,0.31656,0.25116,0.02341,0.04199,0.03190,0.00000,16.13068,0.00000,31.68314,0.00000,6.07008,14.99998,98.51132,0.00000,53.59901,0.00000,152.11033,25.57284,126.53749,53.59901,98.51132,0.54409,1,1
control,21,0.00000,0.31500,0.00000,0.31500,0.25179,0.02353,0.03967,0.03224,0.00000,16.12340,0.00000,31.68206,0.00000,5.91315,14.99998,98.82836,0.00000,53.73911,0.00000,152.56746,25.71590,126.85156,53.73911,98.82836,0.54376,1,1
control,22,0.00000,0.31344,0.00000,0.31344,0.25242,0.02367,0.03736,0.03257,0.00000,16.11614,0.00000,31.68101,0.00000,5.76802,14.99998,99.14606,0.00000,53.87815,0.00000,153.02422,25.86178,127.16243,53.87815,99.14606,0.54342,1,1
control,23,0.00000,0.31190,0.00000,0.31190,0.25304,0.02380,0.03507,0.03290,0.00000,16.10891,0.00000,31.67997,0.00000,5.63337,14.99997,99.46436,0.00000,54.01616,0.00000,153.48052,26.01039,127.47013,54.01616,99.46436,0.54307,1,1
control,24,0.00000,0.31037,0.00000,0.31037,0.25365,0.02394,0.03279,0.03322,0.00000,16.10171,0.00000,31.67894,0.00000,5.50805,14.99997,99.78319,0.00000,54.15312,0.00000,153.93631,26.16162,127.77468,54.15312,99.78319,0.54271,1,1
control,25,0.00000,0.30885,0.00000,0.30885,0.25425,0.02408,0.03052,0.03353,0.00000,16.09453,0.00000,31.67794,0.00000,5.39110,14.99997,100.10248,0.00000,54.28904,0.00000,154.39152,26.31539,128.07613,54.28904,100.10248,0.54233,1,1
control,26,0.00000,0.30734,0.00000,0.30734,0.25485,0.02422,0.02827,0.03385,0.00000,16.08738,0.00000,31.67695,0.00000,5.28165,14.99996,100.42216,0.00000,54.42393,0.00000,154.84609,26.47160,128.37449,54.42393,100.42216,0.54195,1,1
control,27,0.00000,0.30584,0.00000,0.30584,0.25545,0.02436,0.02603,0.03415,0.00000,16.08025,0.00000,31.67597,0.00000,5.17897,14.99996,100.74218,0.00000,54.55779,0.00000,155.29997,26.63016,128.66980,54.55779,100.74218,0.54156,1,1
control,28,0.00000,0.30435,0.00000,0.30435,0.25604,0.02451,0.02380,0.03445,0.00000,16.07315,0.00000,31.67501,0.00000,5.08242,14.99995,101.06245,0.00000,54.69063,0.00000,155.75308,26.79099,128.96209,54.69063,101.06245,0.54116,1,1
control,29,0.00000,0.30286,0.00000,0.30286,0.25662,0.02466,0.02159,0.03475,0.00000,16.06608,0.00000,31.67407,0.00000,4.99143,14.99995,101.38294,0.00000,54.82244,0.00000,156.20538,26.95398,129.25139,54.82244,101.38294,0.54075,1,1
control,30,0.00000,0.30139,0.00000,0.30139,0.25719,0.02481,0.01939,0.03504,0.00000,16.05903,0.00000,31.67315,0.00000,4.90550,14.99994,101.70356,0.00000,54.95324,0.00000,156.65680,27.11907,129.53773,54.95324,101.70356,0.54033,1,1
control,31,0.00000,0.29992,0.00000,0.29992,0.25776,0.02496,0.01720,0.03533,0.00000,16.05200,0.00000,31.67224,0.00000,4.82421,14.99994,102.02426,0.00000,55.08303,0.00000,157.10729,27.28616,129.82114,55.08303,102.02426,0.53990,1,1
control,32,0.00000,0.29846,0.00000,0.29846,0.25833,0.02511,0.01502,0.03561,0.00000,16.04500,0.00000,31.67134,0.00000,4.74714,14.99993,102.34499,0.00000,55.21181,0.00000,157.55680,27.45516,130.10164,55.21181,102.34499,0.53947,1,1
control,33,0.00000,0.29700,0.00000,0.29700,0.25888,0.02527,0.01285,0.03589,0.00000,16.03803,0.00000,31.67046,0.00000,4.67396,14.99992,102.66569,0.00000,55.33959,0.00000,158.00527,27.62601,130.37926,55.33959,102.66569,0.53903,1,1
control,34,0.00000,0.29556,0.00000,0.29556,0.25944,0.02542,0.01069,0.03616,0.00000,16.03108,0.00000,31.66960,0.00000,4.60435,14.99991,102.98629,0.00000,55.46636,0.00000,158.45265,27.79861,130.65404,55.46636,102.98629,0.53858,1,1
control,35,0.00000,0.29412,0.00000,0.29412,0.25998,0.02558,0.00855,0.03642,0.00000,16.02415,0.00000,31.66875,0.00000,4.53804,14.99991,103.30675,0.00000,55.59215,0.00000,158.89890,27.97289,130.92600,55.59215,103.30675,0.53813,1,1
control,36,0.00000,0.29268,0.00000,0.29268,0.26053,0.02574,0.00641,0.03669,0.00000,16.01725,0.00000,31.66792,0.00000,4.47478,14.99990,103.62701,0.00000,55.71694,0.00000,159.34395,28.14877,131.19517,55.71694,103.62701,0.53767,1,1
control,37,0.00000,0.29125,0.00000,0.29125,0.26106,0.02591,0.00428,0.03694,0.00000,16.01038,0.00000,31.66711,0.00000,4.41433,14.99989,103.94701,0.00000,55.84075,0.00000,159.78776,28.32618,131.46158,55.84075,103.94701,0.53720,1,1
control,38,0.00000,0.28983,0.00000,0.28983,0.26159,0.02607,0.00217,0.03720,0.00000,16.00353,0.00000,31.66630,0.00000,4.35650,14.99988,104.26672,0.00000,55.96357,0.00000,160.23029,28.50504,131.72525,55.96357,104.26672,0.53673,1,1
control,39,0.00000,0.28841,0.00000,0.28841,0.26212,0.02623,0.00006,0.03745,0.00000,15.99670,0.00000,31.66552,0.00000,4.30110,14.99987,104.58606,0.00000,56.08542,0.00000,160.67148,28.68528,131.98621,56.08542,104.58606,0.53626,1,1
control,40,0.00000,0.28903,0.00000,0.28903,0.26263,0.02640,0.00000,0.03769,0.00000,15.98987,0.00000,31.66473,0.00000,4.24796,14.99986,104.90500,0.00000,56.20630,0.00000,161.11130,28.86682,132.24448,56.20630,104.90500,0.53578,1,1
control,41,0.00000,0.28972,0.00000,0.28972,0.26315,0.02657,0.00000,0.03793,0.00000,15.98302,0.00000,31.66395,0.00000,4.19693,14.99985,105.22349,0.00000,56.32620,0.00000,161.54969,29.04959,132.50010,56.32620,105.22349,0.53530,1,1
control,42,0.00000,0.29039,0.00000,0.29039,0.26366,0.02673,0.00000,0.03816,0.00000,15.97616,0.00000,31.66317,0.00000,4.14787,14.99984,105.54147,0.00000,56.44515,0.00000,161.98661,29.23353,132.75308,56.44515,105.54147,0.53481,1,1
control,43,0.00000,0.29106,0.00000,0.29106,0.26416,0.02690,0.00000,0.03839,0.00000,15.96928,0.00000,31.66239,0.00000,4.10066,14.99983,105.85890,0.00000,56.56312,0.00000,162.42202,29.41857,133.00345,56.56312,105.85890,0.53433,1,1
control,44,0.00000,0.29173,0.00000,0.29173,0.26466,0.02707,0.00000,0.03862,0.00000,15.96240,0.00000,31.66161,0.00000,4.05517,14.99982,106.17573,0.00000,56.68015,0.00000,162.85588,29.60464,133.25124,56.68015,106.17573,0.53383,1,1
control,45,0.00000,0.29240,0.00000,0.29240,0.26515,0.02725,0.00000,0.03884,0.00000,15.95550,0.00000,31.66084,0.00000,4.01130,14.99980,106.49192,0.00000,56.79622,0.00000,163.28813,29.79168,133.49646,56.79622,106.49192,0.53334,1,1
control,46,0.00000,0.29306,0.00000,0.29306,0.26564,0.02742,0.00000,0.03906,0.00000,15.94860,0.00000,31.66006,0.00000,3.96895,14.99979,106.80742,0.00000,56.91133,0.00000,163.71875,29.97961,133.73914,56.91133,106.80742,0.53284,1,1
control,47,0.00000,0.29371,0.00000,0.29371,0.26612,0.02759,0.00000,0.03927,0.00000,15.94168,0.00000,31.65929,0.00000,3.92803,14.99978,107.12219,0.00000,57.02551,0.00000,164.14770,30.16838,133.97931,57.02551,107.12219,0.53234,1,1
control,48,0.00000,0.29436,0.00000,0.29436,0.26660,0.02776,0.00000,0.03948,0.00000,15.93475,0.00000,31.65852,0.00000,3.88846,14.99976,107.43619,0.00000,57.13874,0.00000,164.57493,30.35793,134.21699,57.13874,107.43619,0.53184,1,1
control,49,0.00000,0.29501,0.00000,0.29501,0.26707,0.02794,0.00000,0.03969,0.00000,15.92781,0.00000,31.65775,0.00000,3.85016,14.99975,107.74937,0.00000,57.25103,0.00000,165.00040,30.54820,134.45221,57.25103,107.74937,0.53134,1,1
control,50,0.00000,0.29566,0.00000,0.29566,0.26754,0.02811,0.00000,0.03989,0.00000,15.92086,0.00000,31.65698,0.00000,3.81306,14.99974,108.06170,0.00000,57.36239,0.00000,165.42409,30.73912,134.68497,57.36239,108.06170,0.53083,1,1
control,51,0.00000,0.29629,0.00000,0.29629,0.26800,0.02829,0.00000,0.04008,0.00000,15.91389,0.00000,31.65622,0.00000,3.77710,14.99972,108.37313,0.00000,57.47282,0.00000,165.84595,30.93064,134.91532,57.47282,108.37313,0.53032,1,1
control,52,0.00000,0.29693,0.00000,0.29693,0.26846,0.02847,0.00000,0.04028,0.00000,15.90692,0.00000,31.65545,0.00000,3.74221,14.99970,108.68363,0.00000,57.58233,0.00000,166.26596,31.12270,135.14326,57.58233,108.68363,0.52982,1,1
control,53,0.00000,0.29756,0.00000,0.29756,0.26892,0.02864,0.00000,0.04047,0.00000,15.89994,0.00000,31.65469,0.00000,3.70834,14.99969,108.99316,0.00000,57.69091,0.00000,166.68407,31.31524,135.36883,57.69091,108.99316,0.52931,1,1
control,54,0.00000,0.29819,0.00000,0.29819,0.26937,0.02882,0.00000,0.04065,0.00000,15.89294,0.00000,31.65392,0.00000,3.67543,14.99967,109.30168,0.00000,57.79858,0.00000,167.10025,31.50821,135.59204,57.79858,109.30168,0.52880,1,1
control,55,0.00000,0.29881,0.00000,0.29881,0.26981,0.02900,0.00000,0.04083,0.00000,15.88594,0.00000,31.65316,0.00000,3.64343,14.99965,109.60915,0.00000,57.90533,0.00000,167.51448,31.70156,135.81292,57.90533,109.60915,0.52829,1,1
control,56,0.00000,0.29942,0.00000,0.29942,0.27025,0.02918,0.00000,0.04101,0.00000,15.87892,0.00000,31.65240,0.00000,3.61231,14.99963,109.91555,0.00000,58.01118,0.00000,167.92673,31.89524,136.03149,58.01118,109.91555,0.52778,1,1
control,57,0.00000,0.30004,0.00000,0.30004,0.27068,0.02935,0.00000,0.04118,0.00000,15.87189,0.00000,31.65164,0.00000,3.58201,14.99961,110.22083,0.00000,58.11612,0.00000,168.33695,32.08919,136.24776,58.11612,110.22083,0.52727,1,1
control,58,0.00000,0.30065,0.00000,0.30065,0.27111,0.02953,0.00000,0.04135,0.00000,15.86486,0.00000,31.65088,0.00000,3.55250,14.99960,110.52497,0.00000,58.22016,0.00000,168.74513,32.28336,136.46177,58.22016,110.52497,0.52676,1,1
control,59,0.00000,0.30125,0.00000,0.30125,0.27154,0.02971,0.00000,0.04152,0.00000,15.85781,0.00000,31.65013,0.00000,3.52374,14.99958,110.82793,0.00000,58.32330,0.00000,169.15123,32.47770,136.67354,58.32330,110.82793,0.52625,1,1
control,60,0.00000,0.30185,0.00000,0.30185,0.27196,0.02989,0.00000,0.04168,0.00000,15.85076,0.00000,31.64937,0.00000,3.49569,14.99955,111.12969,0.00000,58.42555,0.00000,169.55524,32.67217,136.88307,58.42555,111.12969,0.52574,1,1
control,61,0.00000,0.30245,0.00000,0.30245,0.27238,0.03007,0.00000,0.04184,0.00000,15.84369,0.00000,31.64862,0.00000,3.46833,14.99953,111.43020,0.00000,58.52691,0.00000,169.95711,32.86671,137.09040,58.52691,111.43020,0.52523,1,1
control,62,0.00000,0.30304,0.00000,0.30304,0.27279,0.03025,0.00000,0.04200,0.00000,15.83662,0.00000,31.64787,0.00000,3.44162,14.99951,111.72944,0.00000,58.62739,0.00000,170.35683,33.06129,137.29554,58.62739,111.72944,0.52473,1,1
control,63,0.00000,0.30363,0.00000,0.30363,0.27320,0.03043,0.00000,0.04215,0.00000,15.82953,0.00000,31.64711,0.00000,3.41554,14.99949,112.02738,0.00000,58.72699,0.00000,170.75438,33.25586,137.49852,58.72699,112.02738,0.52422,1,1
control,64,0.00000,0.30421,0.00000,0.30421,0.27360,0.03061,0.00000,0.04230,0.00000,15.82244,0.00000,31.64636,0.00000,3.39005,14.99946,112.32400,0.00000,58.82572,0.00000,171.14972,33.45036,137.69936,58.82572,112.32400,0.52371,1,1
control,65,0.00000,0.30479,0.00000,0.30479,0.27400,0.03078,0.00000,0.04244,0.00000,15.81533,0.00000,31.64561,0.00000,3.36513,14.99944,112.61926,0.00000,58.92357,0.00000,171.54284,33.64477,137.89807,58.92357,112.61926,0.52321,1,1
control,66,0.00000,0.30536,0.00000,0.30536,0.27440,0.03096,0.00000,0.04259,0.00000,15.80822,0.00000,31.64486,0.00000,3.34076,14.99942,112.91315,0.00000,59.02056,0.00000,171.93371,33.83904,138.09467,59.02056,112.91315,0.52271,1,1
control,67,0.00000,0.30593,0.00000,0.30593,0.27479,0.03114,0.00000,0.04272,0.00000,15.80110,0.00000,31.64412,0.00000,3.31692,14.99939,113.20562,0.00000,59.11669,0.00000,172.32231,34.03312,138.28919,59.11669,113.20562,0.52221,1,1
control,68,0.00000,0.30650,0.00000,0.30650,0.27518,0.03132,0.00000,0.04286,0.00000,15.79397,0.00000,31.64337,0.00000,3.29358,14.99936,113.49667,0.00000,59.21196,0.00000,172.70862,34.22698,138.48165,59.21196,113.49667,0.52171,1,1
control,69,0.00000,0.30706,0.00000,0.30706,0.27556,0.03150,0.00000,0.04299,0.00000,15.78683,0.00000,31.64263,0.00000,3.27072,14.99934,113.78626,0.00000,59.30637,0.00000,173.09263,34.42058,138.67205,59.30637,113.78626,0.52121,1,1
control,70,0.00000,0.30762,0.00000,0.30762,0.27594,0.03168,0.00000,0.04312,0.00000,15.77968,0.00000,31.64188,0.00000,3.24833,14.99931,114.07437,0.00000,59.39994,0.00000,173.47431,34.61387,138.86043,59.39994,114.07437,0.52071,1,1
control,71,0.00000,0.30817,0.00000,0.30817,0.27631,0.03186,0.00000,0.04325,0.00000,15.77252,0.00000,31.64114,0.00000,3.22639,14.99928,114.36098,0.00000,59.49266,0.00000,173.85364,34.80683,139.04681,59.49266,114.36098,0.52022,1,1
control,72,0.00000,0.30872,0.00000,0.30872,0.27668,0.03203,0.00000,0.04337,0.00000,15.76535,0.00000,31.64039,0.00000,3.20488,14.99925,114.64607,0.00000,59.58454,0.00000,174.23061,34.99942,139.23119,59.58454,114.64607,0.51973,1,1
control,73,0.00000,0.30926,0.00000,0.30926,0.27705,0.03221,0.00000,0.04349,0.00000,15.75818,0.00000,31.63965,0.00000,3.18379,14.99922,114.92962,0.00000,59.67558,0.00000,174.60520,35.19160,139.41360,59.67558,114.92962,0.51924,1,1
control,74,0.00000,0.30980,0.00000,0.30980,0.27741,0.03239,0.00000,0.04361,0.00000,15.75099,0.00000,31.63891,0.00000,3.16309,14.99919,115.21160,0.00000,59.76580,0.00000,174.97739,35.38334,139.59406,59.76580,115.21160,0.51875,1,1
control,75,0.00000,0.31034,0.00000,0.31034,0.27777,0.03256,0.00000,0.04372,0.00000,15.74380,0.00000,31.63817,0.00000,3.14278,14.99916,115.49199,0.00000,59.85518,0.00000,175.34718,35.57459,139.77258,59.85518,115.49199,0.51826,1,1
control,76,0.00000,0.31087,0.00000,0.31087,0.27813,0.03274,0.00000,0.04383,0.00000,15.73660,0.00000,31.63743,0.00000,3.12285,14.99913,115.77079,0.00000,59.94375,0.00000,175.71453,35.76534,139.94919,59.94375,115.77079,0.51778,1,1
control,77,0.00000,0.31140,0.00000,0.31140,0.27848,0.03292,0.00000,0.04394,0.00000,15.72939,0.00000,31.63670,0.00000,3.10327,14.99910,116.04796,0.00000,60.03149,0.00000,176.07945,35.95555,140.12390,60.03149,116.04796,0.51730,1,1
control,78,0.00000,0.31192,0.00000,0.31192,0.27883,0.03309,0.00000,0.04404,0.00000,15.72218,0.00000,31.63596,0.00000,3.08404,14.99906,116.32349,0.00000,60.11843,0.00000,176.44192,36.14519,140.29673,60.11843,116.32349,0.51682,1,1
control,79,0.00000,0.31244,0.00000,0.31244,0.27917,0.03326,0.00000,0.04415,0.00000,15.71495,0.00000,31.63522,0.00000,3.06515,14.99903,116.59737,0.00000,60.20455,0.00000,176.80192,36.33422,140.46770,60.20455,116.59737,0.51635,1,1
control,80,0.00000,0.31295,0.00000,0.31295,0.27951,0.03344,0.00000,0.04424,0.00000,15.70772,0.00000,31.63449,0.00000,3.04658,14.99900,116.86957,0.00000,60.28987,0.00000,177.15944,36.52262,140.63682,60.28987,116.86957,0.51587,1,1
control,81,0.00000,0.31346,0.00000,0.31346,0.27985,0.03361,0.00000,0.04434,0.00000,15.70048,0.00000,31.63375,0.00000,3.02833,14.99896,117.14009,0.00000,60.37439,0.00000,177.51448,36.71037,140.80411,60.37439,117.14009,0.51540,1,1
control,82,0.00000,0.31397,0.00000,0.31397,0.28018,0.03378,0.00000,0.04444,0.00000,15.69323,0.00000,31.63302,0.00000,3.01038,14.99892,117.40890,0.00000,60.45811,0.00000,177.86701,36.89742,140.96959,60.45811,117.40890,0.51494,1,1
control,83,0.00000,0.31447,0.00000,0.31447,0.28051,0.03396,0.00000,0.04453,0.00000,15.68598,0.00000,31.63229,0.00000,2.99273,14.99889,117.67600,0.00000,60.54104,0.00000,178.21704,37.08377,141.13328,60.54104,117.67600,0.51447,1,1
control,84,0.00000,0.31496,0.00000,0.31496,0.28084,0.03413,0.00000,0.04462,0.00000,15.67871,0.00000,31.63155,0.00000,2.97536,14.99885,117.94137,0.00000,60.62319,0.00000,178.56456,37.26937,141.29519,60.62319,117.94137,0.51401,1,1
control,85,0.00000,0.31546,0.00000,0.31546,0.28116,0.03430,0.00000,0.04470,0.00000,15.67144,0.00000,31.63082,0.00000,2.95827,14.99881,118.20499,0.00000,60.70455,0.00000,178.90954,37.45420,141.45534,60.70455,118.20499,0.51355,1,1
control,86,0.00000,0.31595,0.00000,0.31595,0.28148,0.03447,0.00000,0.04479,0.00000,15.66416,0.00000,31.63009,0.00000,2.94146,14.99877,118.46686,0.00000,60.78514,0.00000,179.25199,37.63825,141.61374,60.78514,118.46686,0.51310,1,1
control,87,0.00000,0.31643,0.00000,0.31643,0.28179,0.03464,0.00000,0.04487,0.00000,15.65688,0.00000,31.62936,0.00000,2.92490,14.99873,118.72696,0.00000,60.86495,0.00000,179.59190,37.82149,141.77042,60.86495,118.72696,0.51265,1,1
control,88,0.00000,0.31691,0.00000,0.31691,0.28210,0.03481,0.00000,0.04495,0.00000,15.64959,0.00000,31.62863,0.00000,2.90860,14.99869,118.98527,0.00000,60.94399,0.00000,179.92927,38.00388,141.92538,60.94399,118.98527,0.51220,1,1
control,89,0.00000,0.31739,0.00000,0.31739,0.28241,0.03498,0.00000,0.04502,0.00000,15.64229,0.00000,31.62790,0.00000,2.89255,14.99865,119.24180,0.00000,61.02227,0.00000,180.26407,38.18542,142.07865,61.02227,119.24180,0.51175,1,1
control,90,0.00000,0.31786,0.00000,0.31786,0.28272,0.03514,0.00000,0.04510,0.00000,15.63498,0.00000,31.62717,0.00000,2.87674,14.99860,119.49653,0.00000,61.09979,0.00000,180.59632,38.36608,142.23024,61.09979,119.49653,0.51131,1,1
control,91,0.00000,0.31833,0.00000,0.31833,0.28302,0.03531,0.00000,0.04517,0.00000,15.62767,0.00000,31.62645,0.00000,2.86116,14.99856,119.74945,0.00000,61.17656,0.00000,180.92600,38.54584,142.38016,61.17656,119.74945,0.51087,1,1
control,92,0.00000,0.31879,0.00000,0.31879,0.28332,0.03547,0.00000,0.04524,0.00000,15.62034,0.00000,31.62572,0.00000,2.84581,14.99851,120.00055,0.00000,61.25257,0.00000,181.25312,38.72468,142.52844,61.25257,120.00055,0.51044,1,1
control,93,0.00000,0.31925,0.00000,0.31925,0.28361,0.03564,0.00000,0.04531,0.00000,15.61302,0.00000,31.62499,0.00000,2.83068,14.99847,120.24982,0.00000,61.32784,0.00000,181.57766,38.90258,142.67508,61.32784,120.24982,0.51000,1,1
control,94,0.00000,0.31971,0.00000,0.31971,0.28390,0.03580,0.00000,0.04537,0.00000,15.60568,0.00000,31.62427,0.00000,2.81577,14.99842,120.49726,0.00000,61.40237,0.00000,181.89962,39.07951,142.82011,61.40237,120.49726,0.50957,1,1
control,95,0.00000,0.32016,0.00000,0.32016,0.28419,0.03597,0.00000,0.04543,0.00000,15.59834,0.00000,31.62354,0.00000,2.80107,14.99838,120.74285,0.00000,61.47616,0.00000,182.21900,39.25547,142.96353,61.47616,120.74285,0.50915,1,1
control,96,0.00000,0.32061,0.00000,0.32061,0.28448,0.03613,0.00000,0.04550,0.00000,15.59099,0.00000,31.62282,0.00000,2.78658,14.99833,120.98659,0.00000,61.54921,0.00000,182.53580,39.43044,143.10536,61.54921,120.98659,0.50873,1,1
control,97,0.00000,0.32105,0.00000,0.32105,0.28476,0.03629,0.00000,0.04555,0.00000,15.58364,0.00000,31.62209,0.00000,2.77229,14.99828,121.22848,0.00000,61.62154,0.00000,182.85002,39.60439,143.24563,61.62154,121.22848,0.50831,1,1
control,98,0.00000,0.32149,0.00000,0.32149,0.28504,0.03645,0.00000,0.04561,0.00000,15.57628,0.00000,31.62137,0.00000,2.75819,14.99823,121.46850,0.00000,61.69315,0.00000,183.16165,39.77732,143.38433,61.69315,121.46850,0.50789,1,1
control,99,0.00000,0.32192,0.00000,0.32192,0.28532,0.03661,0.00000,0.04567,0.00000,15.56891,0.00000,31.62065,0.00000,2.74429,14.99818,121.70666,0.00000,61.76404,0.00000,183.47070,39.94921,143.52149,61.76404,121.70666,0.50748,1,1
control,100,0.00000,0.32235,0.00000,0.32235,0.28559,0.03677,0.00000,0.04572,0.00000,15.56154,0.00000,31.61993,0.00000,2.73057,14.99813,121.94294,0.00000,61.83421,0.00000,183.77716,40.12003,143.65712,61.83421,121.94294,0.50707,1,1
control,101,0.00000,0.32278,0.00000,0.32278,0.28586,0.03692,0.00000,0.04577,0.00000,15.55416,0.00000,31.61920,0.00000,2.71704,14.99808,122.17735,0.00000,61.90368,0.00000,184.08103,40.28979,143.79124,61.90368,122.17735,0.50667,1,1
