Variable,RMSE,Bias,EF
POMSoil155,1.4223210497489314,0.8904605017752439,-0.6519942070381617
MAOMSoil155,1.7920396863626096,0.8750897395060262,-0.3132485141089518
POMSubstrate155,0.00634870846553591,-0.005455696166666666,-2.8235717232540782
MAOMSubstrate155,0.0016353505400307203,-0.0008274764175681503,0.9767901453800892
bactSoil155,2.825563876944054,-1.6115017207572748,-31.23277576032897
fungiSoil155,0.12812243458817532,0.11587392555659295,-4.507417172839965
bactSubstrate155,0.06758519466655513,-0.05312729292788604,-1.5800433309447683
fungiSubstrate155,0.04375361170946253,-0.03325387031312465,-1.366987536784066
respSoil1,0.29817632910440384,0.2906129472456392,-26.051019547779614
respSoil15,0.06385689000642089,-0.05300775415821997,-2.671647086705116
respSoil29,0.1496762784881552,-0.1336050799172632,-4.319800062495108
respSoil43,0.2744727343427058,-0.255727200086166,-7.574155190688941
respSoil71,0.3420161343438447,-0.32935455776358735,-12.765086700262431
respSoil99,0.3425390381150913,-0.3358197738983351,-26.75138398905306
respSoil127,0.29981841125218783,-0.2971352120049736,-73.54635898317234
respSoil155,0.32108164804835004,-0.3179418712444824,-65.15729530275651
respSubstrate1,0.03984617761389939,-0.033057124884363534,-0.21251425752194164
respSubstrate15,0.02020853538973919,-0.015132066951242534,0.746381662215327
respSubstrate29,0.014181773469884584,-0.008807158599119647,0.8451740187423915
respSubstrate43,0.019265538886707904,-0.015240638983047122,0.7566963183149149
respSubstrate71,0.022509377772161738,-0.0164705993916563,0.6953489072114167
respSubstrate99,0.0408140260298917,-0.03035125694862482,0.23801120113068075
respSubstrate127,0.04757402317581679,-0.03968326980773569,-0.09501963777029898
respSubstrate155,0.07243554609256851,-0.06204843994798108,-0.78831923950527
Mean EF,,,-10.756259832917282
