Variable,RMSE,Bias,EF
POMSoil155,1.1793913742116422,-0.33629078175390825,-0.04633479948678554
MAOMSoil155,1.8722685175680813,0.8286581095743597,-0.2422280429157424
POMSubstrate155,0.006360394813708796,-0.0054731455,-2.853077840867999
MAOMSubstrate155,0.005345866876779699,-0.004464829373755137,0.747800397560618
MB155,146.4947809180097,145.24057221860102,-60.12056842559222
FB155,0.26096470678992967,-0.22345125317114997,-2.980820104670667
bactSubstrate155,,,
fungiSubstrate155,,,
respSoil1,0.19019286234739646,0.1812111475186054,-13.412749505305769
respSoil15,0.1055735668178567,0.07262324890355917,-8.192286363896477
respSoil29,0.1556824729589972,0.09257487282995407,-4.132515545170392
respSoil43,0.08970950990355872,0.03639815426350324,-0.046911688333289625
respSoil71,0.09872646561526884,-0.004611629573895198,0.03312751420544591
respSoil99,0.08538799385051542,0.050275613236868036,-0.5381154705948157
respSoil127,0.1301021010512593,0.12544435073985855,-14.159171705540519
respSoil155,0.12971264808913224,0.12364998287341164,-10.8456984013726
respSubstrate1,0.04514867257022714,-0.03756286095982489,-0.5383110644696525
respSubstrate15,0.06420153214755664,-0.05504728999754377,-1.575567839103122
respSubstrate29,0.05735631471423598,-0.048781524484993476,-1.5654653531402172
respSubstrate43,0.06424541081224998,-0.05515455304609243,-1.7083481234513518
respSubstrate71,0.06371769130755643,-0.053968393792810036,-1.3899191183727186
respSubstrate99,0.06936852700884309,-0.05672135821947975,-1.0746409607089222
respSubstrate127,0.0677151436330201,-0.05772879113410728,-1.1790544178168116
respSubstrate155,0.08516861384338843,-0.07320571203454068,-1.3867390065242677
PE1,0.0913650265024097,-0.0722315262276751,-2.719110494059584
PE15,0.13029813458425837,0.10720393826690638,-13.481232234260844
PE29,0.17476923638129271,0.12686059977136369,-7.712001525384068
PE43,0.06107564624256322,0.006591774758527551,0.3643010090852836
PE71,0.08417841833736714,0.008815553492289251,0.03768680298345117
PE99,0.07412367111570217,-0.030568376943747044,-0.21200718094780124
PE127,0.05247062926736055,-0.039113013129039684,-1.4090216341144304
PE155,0.06581372086203702,-0.05156188419198581,-1.8092443276138654
Mean EF,,,-5.13827418166267
