Variable,RMSE,Bias,EF
POMSoil155,1.1374807431633134,0.21691604480053192,-0.056577483432748155
MAOMSoil155,1.7156345509621607,0.7056955712399704,-0.20365282436767318
POMSubstrate155,0.00634870846553591,-0.005455696166666666,-2.8235717232540782
MAOMSubstrate155,0.02027194185601639,-0.017521695638444666,-2.5664932512890672
MB155,103.52582634711854,-101.95680554251174,-32.12910488347731
FB155,0.7847537463574117,0.7713136005198603,-29.388710686434468
bactSubstrate155,,,
fungiSubstrate155,,,
respSoil1,0.31998458010958397,0.3014095827176533,-30.152679815548698
respSoil15,0.2620470942365708,-0.17960377519423112,-60.83069105616112
respSoil29,0.2282236987910304,-0.1238466306208837,-11.368323520196494
respSoil43,0.29452889784055,-0.191038808775895,-8.872991125462825
respSoil71,0.2811771667529541,-0.2314053034011035,-8.303489334433303
respSoil99,0.27825346837735704,-0.2345184717381676,-17.312417109254007
respSoil127,0.24005387202837114,-0.19949381098102878,-46.788925991265785
respSoil155,0.2641260637397074,-0.22715976668711124,-43.76816495972021
respSubstrate1,0.121444630486982,0.10468488635667936,-10.263416833462324
respSubstrate15,0.28468672792859934,0.24638822072740632,-49.33214221871577
respSubstrate29,0.26420251915046883,0.2286468594712737,-52.734926819813275
respSubstrate43,0.23226281413339522,0.201031370346726,-34.362725134043465
respSubstrate71,0.19245380549548724,0.16634356786046847,-21.27043840974322
respSubstrate99,0.16054246884562573,0.13785325707028157,-10.789885510064154
respSubstrate127,0.13742638450780437,0.11850054764179707,-8.137394804259296
respSubstrate155,0.1056152157061283,0.09100001468402617,-2.801846274174293
PE_1,0.19706971190301667,-0.1662641590218415,-12.223061617806167
PE_15,0.3773258833001341,-0.3256609177530444,-138.6903254509259
PE_29,0.3660825457778222,-0.3134347818011012,-40.38550770403943
PE_43,0.42626873152713995,-0.3664995409752875,-29.703821467931732
PE_71,0.2728255502488877,-0.22604309510156645,-10.769923495796673
PE_99,0.2783052772559348,-0.23503629166058865,-18.297387672609666
PE_127,0.26205373670405174,-0.22565144907881893,-59.699578286294035
PE_155,0.26439794689609675,-0.227834809903751,-49.11692879591886
Mean EF,,,-28.1048368086632
