Variable,RMSE,Bias,EF
POMSoil155,1.147854662321048,-0.05863528500953219,0.008874658708658445
MAOMSoil155,1.89886558391303,0.8847493182311177,-0.277772408949464
POMSubstrate155,0.006360394813708796,-0.0054731455,-2.853077840867999
MAOMSubstrate155,0.005911495361449781,-0.0049653350625694275,0.691608198121325
MB155,117.34973099537105,115.78170018240941,-38.21997171292403
FB155,0.30227149599680386,-0.2705599675844942,-4.3407640218667805
bactSubstrate155,,,
fungiSubstrate155,,,
respSoil1,0.2191515173353962,-0.21462266882526246,-18.135833056636574
respSoil15,0.22574536580612023,-0.2240314105865628,-41.02917291697249
respSoil29,0.0909330112032395,-0.06592222346952233,-0.7510315683579738
respSoil43,0.08122685777523021,-0.042375726855793557,0.14171329248562714
respSoil71,0.09380435232048412,-0.023772251948286676,0.12713314850423962
respSoil99,0.06967436779828225,0.009562704333998775,-0.02409770674309275
respSoil127,0.09216231768839726,0.08561487334606932,-6.60700369998813
respSoil155,0.09297324478377601,0.08454579541165654,-5.085720412089246
respSubstrate1,0.013577723544709316,0.004265866317793744,0.8608740588304988
respSubstrate15,0.06407802115929871,-0.054945279521599166,-1.5656676100151357
respSubstrate29,0.058726441606849575,-0.05002626368396079,-1.6894969051387236
respSubstrate43,0.0653920619418446,-0.056164437355397834,-1.8058879827445038
respSubstrate71,0.06405479779012078,-0.05426439117518834,-1.4152743510128611
respSubstrate99,0.069408748461448,-0.056751214980909334,-1.0770475063961356
respSubstrate127,0.06753961947123864,-0.05757138422775711,-1.1677724217526415
respSubstrate155,0.08488532022250687,-0.07295728008867615,-1.370887547160752
PE1,0.03983916184504072,-0.004041332169849057,0.2928696163591762
PE15,0.027662355940684023,-0.007262256930657259,0.3473092581360012
PE29,0.05357296289677852,0.012776560210629931,0.18138575529256284
PE43,0.05452970256758735,-0.028038129702092886,0.4932641413145772
PE71,0.08099502092447192,0.03230189792264389,0.10909465833926202
PE99,0.07382286672737835,-0.029858506580969276,-0.20219014624237608
PE127,0.05165591847471704,-0.03838139409839007,-1.334792722228472
PE155,0.06487619066590981,-0.05079156853042794,-1.7297778521747547
Mean EF,,,-4.247637120139006
